일시,중랑구,승차총승객수,하차총승객수
20200215,1.738,106692.0,101753.0
20200216,0.468,74556.0,71871.0
20200217,0.746,138275.0,132665.0
20200218,0.968,138026.0,132957.0
20200219,1.628,140672.0,135239.0
20200220,1.916,138638.0,132936.0
20200221,1.494,139341.0,129982.0
20200222,0.88,87145.0,83785.0
20200223,1.298,58015.0,55832.0
20200224,1.756,118305.0,113149.0
20200225,0.878,110445.0,105566.0
20200226,1.872,111066.0,106172.0
20200227,2.036,109169.0,104290.0
20200228,0.662,105892.0,100996.0
20200229,1.858,66716.0,63878.0
20200301,1.424,44943.0,42825.0
20200302,1.802,105432.0,101357.0
20200303,2.026,105461.0,101027.0
20200304,1.586,104734.0,100581.0
20200305,1.804,105115.0,100875.0
20200306,2.0,108945.0,104218.0
20200307,2.178,70727.0,67129.0
20200308,2.536,49607.0,47500.0
20200309,2.556,110111.0,105737.0
20200310,0.636,104856.0,100925.0
20200311,2.406,109449.0,104759.0
20200312,2.418,107133.0,102674.0
20200313,2.276,109924.0,105045.0
20200314,2.358,73001.0,69789.0
20200315,1.808,49473.0,47641.0
20200316,2.006,108931.0,104913.0
20200317,2.362,108161.0,103637.0
20200318,2.934,111644.0,106894.0
20200319,1.308,105392.0,101305.0
20200320,2.828,115812.0,110863.0
20200321,3.256,76533.0,72873.0
20200322,2.982,52899.0,51161.0
20200323,3.052,110919.0,106625.0
20200324,3.572,111053.0,106640.0
20200325,3.71,113070.0,108527.0
20200326,2.44,110117.0,105283.0
20200327,3.296,113983.0,109151.0
20200328,3.65,77850.0,73919.0
20200329,3.634,54602.0,52245.0
20200330,3.678,112275.0,108154.0
20200331,4.226,112794.0,108256.0
20200401,3.782,113358.0,108396.0
20200402,3.82,113121.0,107681.0
20200403,4.026,116748.0,111153.0
20200404,3.976,78302.0,74544.0
20200405,3.764,54849.0,52439.0
20200406,3.556,114943.0,110240.0
20200407,4.182,114872.0,110538.0
20200408,4.034,115788.0,111044.0
20200409,4.216,115391.0,110158.0
20200410,4.036,118775.0,113335.0
20200411,4.456,81944.0,78199.0
20200412,3.476,56175.0,53504.0
20200413,4.17,116617.0,111808.0
20200414,4.482,120657.0,114361.0
20200415,5.366,72981.0,70043.0
20200416,4.54,118150.0,112468.0
20200417,2.04,116495.0,110934.0
20200418,5.75,86688.0,82354.0
20200419,1.848,56995.0,54591.0
20200420,3.224,119030.0,114072.0
20200421,3.308,120717.0,116138.0
20200422,2.904,119242.0,114296.0
20200423,3.486,122411.0,116859.0
20200424,3.902,126858.0,120337.0
20200425,4.374,90500.0,86083.0
20200426,4.294,65049.0,62508.0
20200427,4.044,123742.0,118694.0
20200428,4.634,125867.0,119877.0
20200429,4.788,129923.0,122660.0
20200430,5.778,82196.0,76459.0
20200501,5.392,88450.0,83612.0
20200502,5.068,82614.0,79194.0
20200503,4.858,64912.0,62865.0
20200504,5.284,115552.0,110254.0
20200505,5.286,72606.0,70312.0
20200506,5.05,129873.0,123849.0
20200507,5.572,130771.0,124822.0
20200508,3.728,132993.0,129256.0
20200509,0.588,82976.0,79755.0
20200510,4.156,66981.0,64824.0
20200511,4.548,128231.0,122897.0
20200512,4.846,127086.0,122138.0
20200513,5.452,128920.0,123553.0
20200514,5.752,127591.0,121971.0
20200515,0.846,123989.0,119520.0
20200516,4.25,91263.0,87181.0
20200517,5.614,68441.0,65518.0
20200518,2.18,122738.0,117697.0
20200519,3.07,123328.0,118352.0
20200520,5.274,131682.0,125844.0
20200521,5.8,130861.0,125161.0
20200522,5.362,133444.0,126876.0
20200523,5.952,99122.0,94473.0
20200524,4.6,64722.0,61854.0
20200525,5.298,130032.0,124261.0
20200526,3.888,129357.0,123804.0
20200527,5.456,132458.0,126653.0
20200528,5.53,129657.0,123664.0
20200529,6.02,132831.0,125987.0
20200530,6.078,95275.0,90858.0
20200531,5.366,66798.0,64247.0
20200601,5.632,128035.0,122088.0
20200602,4.778,125259.0,120005.0
20200603,5.978,129353.0,123520.0
20200604,6.084,129328.0,122936.0
20200605,6.168,133019.0,126347.0
20200606,6.262,87020.0,82159.0
20200607,5.808,67611.0,64900.0
20200608,5.706,126820.0,121143.0
20200609,5.854,127232.0,121667.0
20200610,3.266,127971.0,122723.0
20200611,5.414,128279.0,122347.0
20200612,6.12,131885.0,125060.0
20200613,5.136,92991.0,88998.0
20200614,5.156,65572.0,62612.0
20200615,5.83,128215.0,122651.0
20200616,5.794,128811.0,123255.0
20200617,5.848,129731.0,122964.0
20200618,6.278,129278.0,122756.0
20200619,6.034,132443.0,124886.0
20200620,6.14,95717.0,89811.0
20200621,5.492,67551.0,64973.0
20200622,5.382,126217.0,120849.0
20200623,5.958,128617.0,122910.0
20200624,1.084,122654.0,118036.0
20200625,1.786,128211.0,122032.0
20200626,5.052,134602.0,126943.0
20200627,6.284,97875.0,92381.0
20200628,5.632,68584.0,66175.0
20200629,4.066,129579.0,124128.0
20200630,2.004,128146.0,121860.0
20200701,6.072,132470.0,126514.0
20200702,6.252,131898.0,125799.0
20200703,6.108,135660.0,128467.0
20200704,5.628,97540.0,92190.0
20200705,6.034,68070.0,65924.0
20200706,6.372,129627.0,123486.0
20200707,5.356,130457.0,124388.0
20200708,6.322,131363.0,125396.0
20200709,6.148,130577.0,124350.0
20200710,5.472,131960.0,124641.0
20200711,6.614,98613.0,92985.0
20200712,3.666,67366.0,64959.0
20200713,0.276,122681.0,118142.0
20200714,4.868,130266.0,124162.0
20200715,6.432,134184.0,127482.0
20200716,6.302,132558.0,126339.0
20200717,5.58,134710.0,127533.0
20200718,5.786,97732.0,91949.0
20200719,3.854,58902.0,57534.0
20200720,5.174,126671.0,120640.0
20200721,6.346,132547.0,126164.0
20200722,3.568,130176.0,124135.0
20200723,0.696,125511.0,120072.0
20200724,4.168,133179.0,125593.0
20200725,5.922,97325.0,91515.0
20200726,5.25,69485.0,66761.0
20200727,3.006,127686.0,122090.0
20200728,3.736,130131.0,124561.0
20200729,1.866,126156.0,120072.0
20200730,5.396,129466.0,122539.0
20200731,5.402,132697.0,124447.0
20200801,2.006,81341.0,76848.0
20200802,0.752,54973.0,53869.0
20200803,0.962,113065.0,108526.0
20200804,2.634,119541.0,114222.0
20200805,1.686,121351.0,115043.0
20200806,2.866,126084.0,120445.0
20200807,4.522,132979.0,125566.0
20200808,2.596,92773.0,88360.0
20200809,0.768,53816.0,52718.0
20200810,1.126,125278.0,120042.0
20200811,3.062,126920.0,120408.0
20200812,4.806,130858.0,125006.0
20200813,4.922,128734.0,122167.0
20200814,4.504,128235.0,120793.0
20200815,1.72,75269.0,71183.0
20200816,3.916,65365.0,62261.0
20200817,4.37,81783.0,78995.0
20200818,4.866,121014.0,115615.0
20200819,5.016,117140.0,112424.0
20200820,5.13,115043.0,110379.0
20200821,4.438,114608.0,109475.0
20200822,2.254,69297.0,66663.0
20200823,4.45,49534.0,47525.0
20200824,5.256,111381.0,107040.0
20200825,5.13,112336.0,107945.0
20200826,2.222,109149.0,104983.0
20200827,1.932,101978.0,97456.0
20200828,3.902,109992.0,104604.0
20200829,2.194,65353.0,62304.0
20200830,2.276,43138.0,42028.0
20200831,4.8,104645.0,100541.0
20200901,5.138,103175.0,99493.0
20200902,0.684,98531.0,95498.0
20200903,3.984,98501.0,95021.0
20200904,6.056,107789.0,103942.0
20200905,5.96,69545.0,66499.0
20200906,2.812,45935.0,44626.0
20200907,0.162,97876.0,94522.0
20200908,5.642,108500.0,104344.0
20200909,3.976,106418.0,102760.0
20200910,6.034,109332.0,105070.0
20200911,3.538,111703.0,107968.0
20200912,2.284,71075.0,68741.0
20200913,5.908,52080.0,50251.0
20200914,5.694,115322.0,110726.0
20200915,6.386,117854.0,112961.0
20200916,4.914,115849.0,111192.0
20200917,6.802,119080.0,113582.0
20200918,7.172,123378.0,117578.0
20200919,7.37,86711.0,82562.0
20200920,6.954,59958.0,57531.0
20200921,6.77,123082.0,116916.0
20200922,7.054,124566.0,118884.0
20200923,6.832,124829.0,119119.0
20200924,6.844,125174.0,119232.0
20200925,7.156,129687.0,123069.0
20200926,6.544,90786.0,85832.0
20200927,6.08,62281.0,59183.0
20200928,6.07,126519.0,120398.0
20200929,6.802,125170.0,117848.0
20200930,5.048,56047.0,52776.0
20201001,4.614,41579.0,39542.0
20201002,4.28,52970.0,51250.0
20201003,5.38,64760.0,63211.0
20201004,4.82,58022.0,56346.0
20201005,5.054,123928.0,118829.0
20201006,5.978,126893.0,121111.0
20201007,5.952,127681.0,121718.0
20201008,6.14,131291.0,123585.0
20201009,6.046,84685.0,79394.0
20201010,5.76,88467.0,84357.0
20201011,5.308,64182.0,61387.0
20201012,5.728,129095.0,123323.0
20201013,5.69,131353.0,125532.0
20201014,5.566,131311.0,125886.0
20201015,5.47,131795.0,125235.0
20201016,5.34,133489.0,127242.0
20201017,5.652,101247.0,95688.0
20201018,5.15,69799.0,67013.0
20201019,5.584,130586.0,124632.0
20201020,5.86,135158.0,128959.0
20201021,5.9,134371.0,128251.0
20201022,5.55,133791.0,127075.0
20201023,5.16,138175.0,130951.0
20201024,4.858,100994.0,96065.0
20201025,4.974,72115.0,68854.0
20201026,5.614,134398.0,128425.0
20201027,5.488,135200.0,128986.0
20201028,5.572,135187.0,128923.0
20201029,5.38,135460.0,128387.0
20201030,5.678,138586.0,130851.0
20201031,5.462,103231.0,97445.0
20201101,2.192,63495.0,61681.0
20201102,5.264,133621.0,127030.0
20201103,4.08,134302.0,129030.0
20201104,4.434,133829.0,128176.0
20201105,4.896,135212.0,128771.0
20201106,5.452,137514.0,129545.0
20201107,5.036,101109.0,95267.0
20201108,3.772,71788.0,69522.0
20201109,4.422,133321.0,127342.0
20201110,4.834,135937.0,129512.0
20201111,5.0,136507.0,130443.0
20201112,5.162,136044.0,129245.0
20201113,5.37,138183.0,130150.0
20201114,4.86,100024.0,93788.0
20201115,4.29,70976.0,68447.0
20201116,5.232,132505.0,126205.0
20201117,4.696,133131.0,127324.0
20201118,2.416,130286.0,124726.0
20201119,2.024,124855.0,118897.0
20201120,3.56,134172.0,127486.0
20201121,3.86,91513.0,86688.0
20201122,2.076,60219.0,58300.0
20201123,3.348,125528.0,120359.0
20201124,3.446,123517.0,119022.0
20201125,3.566,123791.0,119212.0
20201126,3.692,120533.0,116109.0
20201127,3.444,119942.0,115559.0
20201128,2.326,78404.0,75816.0
20201129,2.122,54981.0,53425.0
20201130,2.704,117359.0,113035.0
20201201,2.952,117208.0,113051.0
20201202,3.064,118131.0,113926.0
20201203,2.846,116834.0,113004.0
20201204,2.676,118239.0,114184.0
20201205,2.406,77673.0,75156.0
20201206,2.496,53693.0,52065.0
20201207,2.716,115527.0,111747.0
20201208,2.598,111961.0,107906.0
20201209,2.708,111822.0,108078.0
20201210,2.916,112067.0,108226.0
20201211,2.978,113635.0,109478.0
20201212,2.612,71723.0,69509.0
20201213,0.916,45059.0,44182.0
20201214,1.5,103926.0,100704.0
20201215,1.568,103150.0,100147.0
20201216,1.532,101992.0,98777.0
20201217,1.782,103432.0,100465.0
20201218,1.708,108656.0,105041.0
20201219,1.522,66775.0,65135.0
20201220,1.454,44791.0,43435.0
20201221,1.892,107082.0,103830.0
20201222,2.302,107646.0,104254.0
20201223,2.306,107460.0,104570.0
20201224,2.24,108067.0,104802.0
20201225,1.68,52545.0,50956.0
20201226,2.198,60828.0,59675.0
20201227,2.038,43447.0,41725.0
20201228,2.48,105733.0,102595.0
20201229,2.118,105683.0,102397.0
20201230,1.174,101445.0,98331.0
20201231,1.358,98898.0,95650.0
20210101,1.222,36786.0,36143.0
20210102,1.44,57157.0,55786.0
20210103,1.278,42910.0,42110.0
20210104,1.71,107105.0,104087.0
20210105,1.53,107826.0,104710.0
20210106,1.156,106648.0,108001.0
20210107,0.286,108539.0,105917.0
20210108,0.48,103437.0,100422.0
20210109,0.568,65621.0,64403.0
20210110,0.662,43462.0,42619.0
20210111,1.184,107512.0,104445.0
20210112,0.64,112758.0,115131.0
20210113,0.996,114076.0,109824.0
20210114,1.864,112637.0,109407.0
20210115,1.736,112782.0,109600.0
20210116,1.402,74811.0,72974.0
20210117,1.142,49542.0,48808.0
20210118,0.956,114746.0,111758.0
20210119,1.484,111656.0,108664.0
20210120,2.004,117553.0,114040.0
20210121,0.938,114182.0,111230.0
20210122,1.98,117694.0,114672.0
20210123,2.322,80698.0,78509.0
20210124,2.718,56567.0,54790.0
20210125,2.972,118013.0,114169.0
20210126,1.584,116294.0,112909.0
20210127,2.608,120441.0,117356.0
20210128,1.336,116568.0,113855.0
20210129,1.426,115022.0,111986.0
20210130,1.61,81194.0,78996.0
20210131,2.308,57620.0,56013.0
20210201,2.306,119587.0,116475.0
20210202,1.708,118639.0,115618.0
20210203,1.688,122462.0,120392.0
20210204,1.082,122134.0,118067.0
20210205,2.224,123962.0,120478.0
20210206,2.51,85891.0,82739.0
20210207,2.25,59042.0,57691.0
20210208,1.994,122188.0,118673.0
20210209,2.214,123231.0,119434.0
20210210,2.574,119625.0,114612.0
20210211,2.194,52887.0,50286.0
20210212,2.444,39583.0,39031.0
20210213,3.07,58751.0,57902.0
20210214,2.72,55392.0,55084.0
20210215,1.87,117774.0,115086.0
20210216,1.31,120563.0,117172.0
20210217,1.254,117981.0,114904.0
20210218,1.636,119502.0,116256.0
20210219,2.512,125732.0,121776.0
20210220,3.452,90909.0,87842.0
20210221,3.878,64734.0,62833.0
20210222,2.95,124672.0,120919.0
20210223,2.566,124760.0,121084.0
20210224,2.812,125541.0,122062.0
20210225,2.85,125358.0,120980.0
20210226,3.538,129334.0,124469.0
20210227,4.438,93536.0,89872.0
20210228,3.56,69144.0,66664.0
20210301,0.212,54620.0,54246.0
20210302,2.528,126657.0,122838.0
20210303,3.298,128000.0,124106.0
20210304,3.646,126556.0,122369.0
20210305,4.104,132495.0,128456.0
20210306,3.436,95168.0,91853.0
20210307,4.068,67864.0,65729.0
20210308,3.894,127449.0,123291.0
20210309,3.954,129171.0,124857.0
20210310,4.324,130098.0,125513.0
20210311,4.226,128097.0,123694.0
20210312,3.586,131440.0,127580.0
20210313,4.404,96484.0,93104.0
20210314,4.038,67171.0,64997.0
20210315,4.154,126686.0,122649.0
20210316,4.096,128864.0,124431.0
20210317,4.694,130314.0,125949.0
20210318,4.742,129523.0,124611.0
20210319,5.298,134339.0,129643.0
20210320,1.814,87909.0,85266.0
20210321,3.384,67506.0,65678.0
20210322,4.046,128117.0,123649.0
20210323,4.758,130913.0,126192.0
20210324,4.766,130833.0,126194.0
20210325,5.342,132198.0,127564.0
20210326,5.37,135440.0,130531.0
20210327,1.404,89463.0,86989.0
20210328,1.772,60336.0,59110.0
20210329,3.914,128534.0,123600.0
20210330,5.598,131244.0,126027.0
20210331,6.048,131867.0,126753.0
20210401,6.374,131683.0,126388.0
20210402,6.408,134500.0,129610.0
20210403,1.07,80533.0,78198.0
20210404,4.958,66371.0,64591.0
20210405,6.018,130391.0,125666.0
20210406,5.978,132362.0,127259.0
20210407,6.302,130324.0,125688.0
20210408,5.672,130778.0,125710.0
20210409,6.112,135187.0,129649.0
20210410,6.006,97891.0,93860.0
20210411,6.276,70161.0,68013.0
20210412,1.668,124243.0,120685.0
20210413,4.772,129600.0,125014.0
20210414,5.26,130057.0,125627.0
20210415,5.882,130731.0,126010.0
20210416,4.56,128820.0,124044.0
20210417,3.5,92551.0,89164.0
20210418,5.608,68302.0,66455.0
20210419,5.728,129344.0,124679.0
20210420,6.214,131998.0,127670.0
20210421,6.362,131903.0,127272.0
20210422,6.37,130846.0,125830.0
20210423,6.192,133419.0,127959.0
20210424,6.774,96147.0,91399.0
20210425,6.554,69790.0,66808.0
20210426,6.51,129723.0,125266.0
20210427,5.612,130643.0,125731.0
20210428,6.144,131099.0,126225.0
20210429,5.56,130828.0,125382.0
20210430,4.22,133043.0,128241.0
20210501,2.646,85793.0,81992.0
20210502,6.376,69507.0,67302.0
20210503,6.692,130566.0,125760.0
20210504,1.484,126537.0,122370.0
20210505,6.262,81746.0,79262.0
20210506,6.42,131988.0,127196.0
20210507,4.752,131928.0,126962.0
20210508,4.646,87813.0,84990.0
20210509,6.286,70148.0,68391.0
20210510,5.528,127809.0,123263.0
20210511,7.154,132963.0,128385.0
20210512,7.334,133314.0,128626.0
20210513,7.236,132386.0,127301.0
20210514,7.266,136372.0,131588.0
20210515,2.36,93558.0,90157.0
20210516,0.17,55611.0,54663.0
20210517,3.494,126991.0,122192.0
20210518,7.142,137233.0,131143.0
20210519,7.38,88748.0,85143.0
20210520,3.78,129362.0,124769.0
20210521,4.358,133561.0,128532.0
20210522,7.338,101048.0,96412.0
20210523,6.908,70656.0,67733.0
20210524,6.782,131053.0,126159.0
20210525,5.212,131182.0,125997.0
20210526,6.392,133365.0,128361.0
20210527,4.508,127240.0,122778.0
20210528,4.866,130249.0,125151.0
20210529,3.418,95256.0,90705.0
20210530,5.222,71055.0,68493.0
20210531,6.344,128453.0,123511.0
20210601,6.006,129554.0,124806.0
20210602,7.174,130578.0,125846.0
20210603,2.174,124809.0,120947.0
20210604,6.778,135098.0,129108.0
20210605,7.19,98533.0,93747.0
20210606,6.596,68417.0,66473.0
20210607,6.344,127290.0,123008.0
20210608,6.996,130502.0,125473.0
20210609,6.878,129839.0,125029.0
20210610,4.208,129225.0,125236.0
20210611,6.212,129551.0,124139.0
20210612,6.686,95348.0,90676.0
20210613,6.01,66201.0,63824.0
20210614,6.864,129051.0,124391.0
20210615,5.356,128305.0,123808.0
20210616,7.472,132044.0,127387.0
20210617,6.448,130979.0,125978.0
20210618,4.922,130888.0,125782.0
20210619,6.9,98308.0,93578.0
20210620,6.606,69109.0,67033.0
20210621,7.342,129893.0,125432.0
20210622,5.956,131811.0,127134.0
20210623,7.314,131733.0,126995.0
20210624,6.054,132224.0,127181.0
20210625,7.688,136418.0,130397.0
20210626,5.744,94898.0,90416.0
20210627,5.534,70181.0,68038.0
20210628,5.386,129768.0,124956.0
20210629,5.316,131079.0,126190.0
20210630,6.032,130794.0,125767.0
20210701,7.548,131568.0,126364.0
20210702,7.346,135465.0,129898.0
20210703,2.946,88663.0,85085.0
20210704,1.906,58415.0,57226.0
20210705,7.206,131144.0,125990.0
20210706,7.572,132237.0,127588.0
20210707,6.56,128653.0,123848.0
20210708,6.062,124153.0,119737.0
20210709,6.972,126655.0,121598.0
20210710,6.406,83918.0,80475.0
20210711,3.962,55228.0,53954.0
20210712,6.936,116182.0,111887.0
20210713,6.914,115780.0,112121.0
20210714,6.888,114520.0,110412.0
20210715,4.718,112561.0,109308.0
20210716,6.276,114700.0,110561.0
20210717,5.978,76378.0,73566.0
20210718,5.528,52523.0,51267.0
20210719,5.996,112632.0,109271.0
20210720,6.76,115103.0,111458.0
20210721,6.192,113532.0,110313.0
20210722,6.094,111819.0,108234.0
20210723,6.14,114889.0,110862.0
20210724,5.478,76007.0,73102.0
20210725,4.578,51680.0,50420.0
20210726,5.934,111888.0,108571.0
20210727,6.18,111846.0,108738.0
20210728,6.222,111658.0,108317.0
20210729,5.944,110350.0,106621.0
20210730,6.306,112197.0,108300.0
20210731,5.36,73724.0,70552.0
20210801,2.726,50320.0,49460.0
20210802,5.278,105953.0,102947.0
20210803,6.402,108200.0,104523.0
20210804,6.522,108172.0,104978.0
20210805,6.504,110076.0,106415.0
20210806,6.552,112171.0,108654.0
20210807,6.442,79144.0,76094.0
20210808,5.386,53671.0,52591.0
20210809,6.976,114210.0,111368.0
20210810,7.04,114630.0,111657.0
20210811,6.978,114510.0,111361.0
20210812,5.024,113236.0,109484.0
20210813,7.258,114860.0,110889.0
20210814,7.148,80630.0,77025.0
20210815,6.39,58543.0,56442.0
20210816,7.054,75545.0,74570.0
20210817,4.852,116938.0,113739.0
20210818,6.502,117040.0,113176.0
20210819,7.42,117827.0,114392.0
20210820,7.304,119686.0,116127.0
20210821,2.068,72470.0,70432.0
20210822,6.444,59449.0,57538.0
20210823,2.57,115322.0,112443.0
20210824,1.764,114047.0,111322.0
20210825,6.106,120112.0,116245.0
20210826,6.356,120046.0,116148.0
20210827,4.768,119215.0,115768.0
20210828,7.156,85853.0,82354.0
20210829,6.828,60608.0,59054.0
20210830,7.402,120580.0,116801.0
20210831,1.49,114813.0,112384.0
20210901,6.394,119448.0,115504.0
20210902,7.528,121487.0,117452.0
20210903,7.864,124791.0,120760.0
20210904,7.814,90374.0,86565.0
20210905,7.516,63923.0,61939.0
20210906,4.21,121878.0,118723.0
20210907,0.72,115942.0,112770.0
20210908,6.866,125258.0,121113.0
20210909,7.83,123832.0,119955.0
20210910,7.466,127197.0,123007.0
20210911,7.538,91789.0,88306.0
20210912,6.65,66297.0,63813.0
20210913,7.298,125216.0,120884.0
20210914,7.472,125159.0,120932.0
20210915,7.852,127091.0,122852.0
20210916,7.746,127053.0,122815.0
20210917,8.028,129536.0,123904.0
20210918,6.962,87161.0,81735.0
20210919,6.402,63528.0,59557.0
20210920,6.322,51321.0,49450.0
20210921,4.628,41610.0,42684.0
20210922,6.324,57014.0,57823.0
20210923,7.596,118586.0,115696.0
20210924,7.942,124939.0,120897.0
20210925,7.826,88511.0,85613.0
20210926,7.276,63593.0,61713.0
20210927,6.6,124710.0,121043.0
20210928,4.574,124966.0,121016.0
20210929,3.202,119611.0,116173.0
20210930,7.464,126485.0,121843.0
20211001,7.252,128159.0,123922.0
20211002,7.362,91376.0,86943.0
20211003,7.136,68346.0,66157.0
20211004,4.29,76951.0,75276.0
20211005,6.432,125447.0,121826.0
20211006,4.002,123831.0,119544.0
20211007,6.33,125210.0,120629.0
20211008,3.676,127167.0,122694.0
20211009,6.788,85633.0,80963.0
20211010,2.09,61256.0,59880.0
20211011,6.38,82849.0,80890.0
20211012,7.044,127670.0,123583.0
20211013,7.538,128732.0,124050.0
20211014,7.926,127553.0,123347.0
20211015,6.872,129595.0,124934.0
20211016,5.092,95914.0,92233.0
20211017,4.038,65932.0,63800.0
20211018,4.628,124558.0,120887.0
20211019,5.576,126701.0,122544.0
20211020,6.212,130105.0,126853.0
20211021,6.21,129618.0,125350.0
20211022,6.53,132301.0,128173.0
20211023,5.912,99110.0,95050.0
20211024,5.266,69520.0,67506.0
20211025,6.22,129846.0,125585.0
20211026,6.864,131736.0,127482.0
20211027,6.506,131237.0,126991.0
20211028,6.792,130460.0,126296.0
20211029,6.734,132814.0,127430.0
20211030,6.268,100757.0,96183.0
20211031,5.206,73064.0,71168.0
20211101,6.354,129317.0,129317.0
20211102,7.076,131568.0,131568.0
20211103,6.89,132944.0,132944.0
20211104,6.57,131811.0,131811.0
20211105,6.696,135696.0,135696.0
20211106,6.438,102986.0,102986.0
20211107,5.934,73613.0,73613.0
20211108,1.54,122383.0,122383.0
20211109,2.756,127857.0,127857.0
20211110,4.61,133554.0,133554.0
20211111,5.004,133845.0,133845.0
20211112,5.056,134978.0,134978.0
20211113,4.898,99455.0,99455.0
20211114,4.802,71509.0,71509.0
20211115,5.55,129604.0,129604.0
20211116,5.728,132294.0,132294.0
20211117,5.622,133299.0,133299.0
20211118,5.428,130403.0,130403.0
20211119,5.936,134311.0,134311.0
20211120,4.914,99533.0,99533.0
20211121,3.912,69603.0,69603.0
20211122,3.75,130200.0,130200.0
20211123,3.784,130921.0,130921.0
20211124,4.444,132114.0,132114.0
20211125,4.69,133464.0,133464.0
20211126,4.472,135510.0,135510.0
20211127,3.982,97784.0,97784.0
20211128,3.736,69546.0,69546.0
20211129,4.972,130109.0,130109.0
20211130,1.506,124829.0,124829.0
20211201,3.252,129946.0,125745.0
20211202,3.268,128817.0,123774.0
20211203,3.632,132588.0,126513.0
20211204,3.462,93580.0,88746.0
20211205,3.536,67248.0,65321.0
20211206,4.1,128134.0,123733.0
20211207,4.536,129681.0,124637.0
20211208,4.768,128708.0,123844.0
20211209,4.53,127176.0,121757.0
20211210,3.65,128865.0,122253.0
20211211,4.006,92809.0,88411.0
20211212,2.63,64337.0,62405.0
20211213,3.17,122593.0,118232.0
20211214,2.926,126702.0,121581.0
20211215,3.382,127526.0,121907.0
20211216,4.094,127110.0,121576.0
20211217,2.36,127000.0,121262.0
20211218,1.56,86814.0,86950.0
20211219,1.212,64482.0,62465.0
20211220,3.132,125171.0,120752.0
20211221,3.636,128122.0,123597.0
20211222,3.742,128951.0,124788.0
20211223,3.898,128098.0,123665.0
20211224,3.092,128551.0,124816.0
20211225,1.246,71167.0,69499.0
20211226,1.004,54911.0,54053.0
20211227,2.35,118018.0,114456.0
20211228,2.7,123927.0,120249.0
20211229,2.524,127082.0,122922.0
20211230,2.506,124633.0,120390.0
20211231,2.146,118722.0,114302.0
