일시,광진구,승차총승객수,하차총승객수
20200215,3.718,169929.0,169511.0
20200216,0.948,121781.0,123075.0
20200217,1.54,201511.0,197865.0
20200218,2.106,201104.0,197298.0
20200219,3.774,204074.0,200484.0
20200220,3.964,200689.0,198553.0
20200221,3.37,202543.0,199517.0
20200222,2.22,134597.0,135672.0
20200223,2.934,94377.0,94461.0
20200224,3.89,164378.0,162426.0
20200225,1.844,150222.0,147271.0
20200226,3.982,152125.0,149959.0
20200227,4.452,149152.0,146561.0
20200228,1.418,144708.0,143180.0
20200229,4.004,92282.0,92553.0
20200301,2.734,64820.0,64596.0
20200302,3.838,141718.0,139727.0
20200303,4.254,141774.0,139681.0
20200304,3.328,140840.0,138816.0
20200305,3.72,143519.0,140873.0
20200306,4.38,151451.0,150117.0
20200307,5.144,101572.0,101941.0
20200308,7.346,79181.0,78827.0
20200309,6.842,151802.0,150439.0
20200310,1.268,142674.0,140277.0
20200311,5.178,151342.0,149495.0
20200312,6.02,150155.0,147731.0
20200313,5.116,155918.0,155494.0
20200314,5.064,108915.0,109463.0
20200315,4.026,78301.0,78089.0
20200316,4.528,149382.0,147928.0
20200317,5.428,148679.0,146279.0
20200318,8.032,156220.0,154179.0
20200319,2.844,145823.0,143107.0
20200320,6.322,165054.0,164222.0
20200321,8.388,117147.0,117788.0
20200322,9.314,91493.0,91279.0
20200323,7.918,155287.0,153470.0
20200324,8.888,155919.0,153040.0
20200325,9.53,160657.0,158834.0
20200326,5.112,151703.0,149037.0
20200327,6.652,163202.0,162652.0
20200328,7.972,120311.0,121367.0
20200329,8.954,92420.0,92254.0
20200330,8.092,157075.0,154801.0
20200331,8.884,157711.0,155632.0
20200401,7.884,158960.0,157230.0
20200402,8.456,158662.0,156383.0
20200403,8.646,167412.0,167500.0
20200404,8.18,122613.0,124032.0
20200405,7.72,89740.0,89138.0
20200406,7.918,157783.0,155609.0
20200407,8.646,159781.0,157306.0
20200408,7.936,159771.0,157782.0
20200409,8.236,159855.0,157107.0
20200410,8.414,169358.0,168635.0
20200411,9.248,122781.0,123834.0
20200412,8.0,89663.0,89364.0
20200413,8.684,160947.0,158960.0
20200414,9.12,167740.0,166466.0
20200415,10.564,108786.0,107993.0
20200416,10.162,163696.0,161553.0
20200417,3.798,163404.0,162659.0
20200418,11.258,134266.0,135752.0
20200419,3.37,86189.0,85937.0
20200420,5.634,161870.0,159811.0
20200421,5.59,165858.0,163314.0
20200422,5.188,164743.0,162622.0
20200423,6.774,168620.0,165717.0
20200424,7.62,179822.0,178944.0
20200425,9.586,136156.0,137318.0
20200426,9.688,104892.0,104672.0
20200427,7.762,170269.0,168043.0
20200428,9.01,174218.0,171292.0
20200429,9.246,185418.0,185310.0
20200430,11.848,129083.0,130901.0
20200501,11.53,136758.0,137320.0
20200502,10.51,131353.0,132189.0
20200503,11.066,107315.0,106783.0
20200504,11.466,166860.0,167382.0
20200505,11.26,118481.0,117907.0
20200506,9.89,184143.0,181732.0
20200507,9.848,187681.0,184843.0
20200508,6.114,193907.0,191502.0
20200509,1.04,122816.0,124629.0
20200510,8.058,107304.0,106979.0
20200511,8.22,178998.0,176697.0
20200512,8.118,176974.0,174411.0
20200513,9.202,181007.0,178309.0
20200514,8.858,178982.0,177174.0
20200515,1.588,177252.0,176590.0
20200516,7.188,133823.0,134167.0
20200517,10.754,106853.0,106729.0
20200518,3.838,168206.0,166167.0
20200519,5.558,170705.0,168442.0
20200520,8.398,183723.0,181394.0
20200521,8.906,184177.0,182134.0
20200522,8.832,190504.0,190224.0
20200523,12.18,152421.0,153500.0
20200524,9.69,104330.0,103642.0
20200525,10.29,180040.0,178140.0
20200526,7.082,178197.0,175766.0
20200527,10.642,185107.0,182596.0
20200528,10.59,182434.0,180121.0
20200529,10.916,191085.0,190177.0
20200530,11.88,146897.0,147248.0
20200531,11.23,107741.0,106939.0
20200601,10.832,178219.0,175965.0
20200602,7.798,172259.0,169864.0
20200603,10.556,180715.0,178908.0
20200604,10.164,181438.0,179049.0
20200605,11.056,192598.0,193015.0
20200606,11.886,137943.0,139217.0
20200607,11.026,108974.0,108497.0
20200608,10.232,176844.0,175165.0
20200609,10.31,177829.0,175154.0
20200610,5.766,177103.0,175659.0
20200611,9.83,179486.0,176999.0
20200612,11.202,188703.0,188140.0
20200613,9.54,143261.0,143149.0
20200614,9.65,107811.0,107383.0
20200615,9.974,178384.0,176620.0
20200616,9.928,180546.0,177329.0
20200617,10.588,182022.0,178948.0
20200618,11.174,181007.0,178592.0
20200619,11.092,190909.0,190694.0
20200620,10.758,148868.0,149133.0
20200621,10.154,108436.0,107422.0
20200622,9.648,174368.0,172338.0
20200623,10.312,178717.0,175480.0
20200624,2.07,170358.0,168191.0
20200625,5.06,176623.0,173581.0
20200626,9.178,193478.0,193373.0
20200627,10.948,151768.0,152472.0
20200628,11.762,114474.0,113633.0
20200629,7.042,178804.0,176374.0
20200630,3.952,176831.0,174130.0
20200701,10.132,185556.0,183039.0
20200702,10.74,186847.0,184791.0
20200703,10.232,197676.0,197091.0
20200704,10.608,153838.0,154343.0
20200705,11.508,112465.0,110882.0
20200706,10.302,184832.0,182796.0
20200707,8.708,185755.0,182413.0
20200708,10.484,188814.0,186338.0
20200709,9.5,188462.0,185715.0
20200710,9.364,194893.0,194080.0
20200711,11.314,154645.0,153341.0
20200712,5.756,111482.0,110439.0
20200713,0.526,173204.0,171968.0
20200714,7.702,183649.0,181011.0
20200715,9.75,193223.0,191167.0
20200716,9.516,191063.0,188633.0
20200717,9.988,197864.0,197686.0
20200718,10.198,153140.0,154040.0
20200719,6.658,95986.0,94820.0
20200720,7.488,178233.0,176358.0
20200721,9.018,189023.0,186502.0
20200722,5.166,183637.0,180829.0
20200723,0.974,178962.0,176700.0
20200724,6.256,191309.0,190956.0
20200725,9.786,148965.0,149440.0
20200726,9.552,112443.0,111784.0
20200727,5.268,177294.0,176052.0
20200728,5.74,183475.0,180461.0
20200729,2.714,178555.0,175429.0
20200730,8.03,184500.0,181924.0
20200731,8.478,194192.0,195058.0
20200801,3.398,125428.0,126104.0
20200802,1.234,91878.0,90505.0
20200803,1.754,164113.0,162248.0
20200804,4.172,171151.0,168536.0
20200805,2.71,171812.0,169099.0
20200806,4.218,181014.0,177832.0
20200807,5.822,191782.0,190958.0
20200808,3.216,141768.0,142542.0
20200809,1.614,90384.0,90560.0
20200810,2.26,177475.0,174639.0
20200811,4.214,178465.0,175329.0
20200812,5.488,187034.0,184573.0
20200813,5.732,183103.0,180349.0
20200814,5.806,187736.0,188139.0
20200815,2.744,117121.0,120045.0
20200816,5.896,101906.0,101244.0
20200817,6.52,121703.0,119907.0
20200818,6.514,168012.0,166303.0
20200819,7.408,160841.0,159039.0
20200820,7.354,156874.0,155727.0
20200821,6.598,157506.0,157020.0
20200822,3.556,94106.0,94341.0
20200823,7.844,73499.0,72404.0
20200824,8.426,148600.0,147327.0
20200825,7.95,150274.0,148181.0
20200826,3.776,145362.0,143597.0
20200827,2.77,135446.0,133263.0
20200828,5.614,148241.0,148126.0
20200829,2.886,87095.0,86650.0
20200830,4.618,62576.0,61667.0
20200831,7.954,137966.0,136663.0
20200901,7.52,136404.0,135038.0
20200902,1.32,128452.0,126919.0
20200903,7.486,130284.0,128440.0
20200904,11.718,148640.0,148555.0
20200905,11.626,97383.0,97171.0
20200906,5.066,66846.0,65909.0
20200907,0.352,128613.0,127287.0
20200908,9.45,143391.0,141502.0
20200909,6.696,140421.0,138381.0
20200910,9.912,145085.0,142926.0
20200911,5.716,150971.0,150149.0
20200912,3.194,97090.0,97184.0
20200913,11.15,79475.0,78207.0
20200914,9.512,153402.0,151123.0
20200915,10.2,158004.0,155197.0
20200916,8.346,154489.0,152320.0
20200917,10.168,159650.0,157159.0
20200918,11.222,171109.0,170763.0
20200919,11.734,127474.0,128020.0
20200920,11.774,93463.0,92863.0
20200921,10.856,165157.0,163118.0
20200922,11.164,167363.0,164552.0
20200923,10.342,169525.0,166937.0
20200924,9.902,170842.0,168356.0
20200925,10.43,180847.0,179521.0
20200926,11.186,133512.0,133858.0
20200927,10.952,96778.0,96262.0
20200928,10.354,172178.0,170294.0
20200929,10.572,173670.0,174549.0
20200930,5.804,81271.0,83322.0
20201001,7.512,61047.0,60977.0
20201002,7.094,82599.0,83208.0
20201003,9.372,102009.0,101539.0
20201004,8.1,94572.0,93239.0
20201005,8.53,168942.0,167218.0
20201006,8.764,173057.0,170723.0
20201007,8.748,175082.0,172468.0
20201008,9.662,183112.0,183141.0
20201009,10.304,130450.0,131017.0
20201010,10.206,133821.0,133614.0
20201011,8.916,101874.0,101656.0
20201012,8.35,175719.0,174355.0
20201013,8.53,179105.0,176140.0
20201014,8.122,180722.0,178082.0
20201015,7.668,180880.0,177879.0
20201016,7.566,189363.0,188380.0
20201017,8.85,152336.0,153262.0
20201018,8.584,111391.0,111401.0
20201019,8.19,178487.0,176716.0
20201020,8.634,182795.0,180412.0
20201021,8.078,182656.0,179695.0
20201022,7.732,184981.0,181406.0
20201023,6.972,195405.0,194898.0
20201024,7.212,155295.0,155746.0
20201025,7.296,117355.0,116770.0
20201026,7.728,183057.0,181906.0
20201027,8.444,185984.0,182755.0
20201028,8.122,187208.0,184846.0
20201029,8.086,188873.0,186478.0
20201030,8.504,201445.0,199050.0
20201031,8.696,162714.0,162796.0
20201101,3.39,103280.0,103624.0
20201102,7.66,183426.0,182234.0
20201103,6.096,185475.0,182640.0
20201104,6.844,185958.0,183487.0
20201105,7.992,189434.0,186558.0
20201106,8.818,198329.0,197900.0
20201107,8.142,158579.0,159433.0
20201108,6.034,120064.0,119563.0
20201109,6.662,182333.0,181643.0
20201110,7.374,187880.0,185310.0
20201111,8.098,192566.0,189941.0
20201112,8.06,191126.0,188440.0
20201113,8.496,199522.0,199552.0
20201114,8.078,156013.0,156736.0
20201115,6.926,115849.0,115372.0
20201116,8.228,182881.0,181482.0
20201117,7.732,184595.0,182099.0
20201118,4.078,180412.0,177627.0
20201119,3.324,174627.0,171605.0
20201120,5.836,190053.0,189403.0
20201121,5.568,139586.0,139394.0
20201122,3.502,95191.0,94858.0
20201123,5.516,171126.0,170416.0
20201124,5.67,166222.0,164054.0
20201125,6.224,167254.0,165221.0
20201126,5.998,163354.0,160937.0
20201127,5.314,164627.0,163508.0
20201128,3.768,108955.0,108651.0
20201129,3.186,79398.0,79680.0
20201130,4.862,154559.0,153857.0
20201201,5.088,155626.0,153860.0
20201202,5.1,157904.0,156246.0
20201203,4.582,156021.0,153938.0
20201204,4.884,160719.0,159331.0
20201205,4.274,117521.0,115956.0
20201206,3.926,77948.0,77901.0
20201207,4.564,151698.0,150051.0
20201208,4.744,146336.0,144465.0
20201209,4.86,147580.0,144987.0
20201210,5.186,148063.0,145940.0
20201211,5.268,152666.0,151695.0
20201212,4.148,98739.0,98392.0
20201213,1.334,65773.0,64913.0
20201214,2.696,136699.0,135329.0
20201215,2.678,135551.0,133932.0
20201216,2.808,134841.0,133057.0
20201217,3.176,137302.0,134781.0
20201218,3.11,145101.0,144489.0
20201219,2.65,90810.0,90400.0
20201220,2.344,63878.0,63871.0
20201221,3.602,140559.0,139055.0
20201222,4.182,142107.0,140291.0
20201223,4.12,143688.0,141841.0
20201224,3.878,145442.0,145488.0
20201225,2.664,72986.0,72379.0
20201226,3.322,80869.0,80516.0
20201227,3.528,61419.0,61196.0
20201228,4.542,138249.0,137357.0
20201229,3.694,139469.0,138117.0
20201230,2.366,142888.0,140762.0
20201231,2.366,131184.0,131580.0
20210101,2.07,52034.0,51904.0
20210102,2.062,79478.0,79610.0
20210103,1.918,66431.0,65551.0
20210104,3.238,140737.0,139887.0
20210105,2.864,143184.0,141465.0
20210106,2.26,145524.0,147898.0
20210107,0.522,149491.0,147151.0
20210108,0.76,142869.0,141730.0
20210109,0.904,92242.0,92242.0
20210110,1.004,65096.0,64817.0
20210111,1.816,143868.0,142458.0
20210112,1.202,152406.0,153632.0
20210113,1.852,154242.0,151542.0
20210114,3.056,151611.0,149392.0
20210115,3.136,154477.0,153841.0
20210116,2.114,106079.0,105817.0
20210117,1.644,74722.0,74307.0
20210118,1.71,154655.0,153289.0
20210119,2.508,151935.0,149520.0
20210120,3.408,159722.0,157972.0
20210121,1.8,156204.0,154100.0
20210122,3.36,164008.0,162938.0
20210123,3.894,117114.0,117308.0
20210124,4.842,87302.0,86465.0
20210125,5.244,160818.0,159164.0
20210126,2.346,158194.0,156212.0
20210127,4.22,166043.0,163773.0
20210128,2.214,159775.0,157281.0
20210129,2.332,161660.0,160256.0
20210130,2.548,117664.0,117725.0
20210131,3.848,88838.0,88289.0
20210201,3.898,163353.0,161397.0
20210202,3.124,163006.0,160533.0
20210203,3.026,166028.0,164941.0
20210204,2.06,165261.0,162059.0
20210205,3.858,169400.0,166996.0
20210206,4.306,119365.0,118389.0
20210207,3.552,87037.0,85496.0
20210208,3.216,164942.0,162676.0
20210209,3.922,168531.0,166470.0
20210210,4.45,165668.0,166495.0
20210211,3.478,74306.0,75504.0
20210212,3.886,54846.0,54108.0
20210213,5.274,89902.0,88023.0
20210214,4.726,90117.0,87767.0
20210215,3.23,161547.0,160070.0
20210216,2.298,167106.0,165050.0
20210217,2.278,164298.0,161703.0
20210218,3.06,167819.0,165460.0
20210219,4.384,179139.0,177508.0
20210220,6.432,135768.0,134338.0
20210221,7.858,102762.0,101450.0
20210222,5.648,173926.0,172038.0
20210223,4.544,173222.0,170502.0
20210224,5.55,175320.0,172326.0
20210225,5.386,174512.0,172084.0
20210226,7.172,186181.0,184073.0
20210227,8.086,143695.0,142955.0
20210228,6.798,110732.0,109598.0
20210301,0.354,82469.0,81899.0
20210302,4.966,174471.0,171957.0
20210303,6.32,176977.0,174288.0
20210304,6.526,176967.0,173368.0
20210305,8.048,190931.0,188253.0
20210306,5.756,141907.0,140500.0
20210307,7.848,107033.0,106203.0
20210308,7.066,174697.0,172312.0
20210309,7.062,177049.0,174006.0
20210310,8.012,180205.0,176988.0
20210311,7.536,178276.0,174810.0
20210312,6.596,186214.0,184121.0
20210313,8.644,148905.0,147317.0
20210314,8.1,109466.0,108552.0
20210315,7.152,174984.0,172778.0
20210316,7.114,176918.0,174387.0
20210317,8.28,180814.0,178234.0
20210318,8.748,181159.0,177996.0
20210319,10.35,195531.0,193291.0
20210320,2.59,132661.0,130995.0
20210321,5.286,111865.0,110550.0
20210322,7.16,176007.0,173396.0
20210323,8.278,180110.0,177299.0
20210324,8.796,182805.0,179817.0
20210325,9.342,185338.0,181969.0
20210326,10.26,197053.0,194685.0
20210327,2.24,135289.0,134205.0
20210328,3.236,97085.0,96541.0
20210329,6.9,175947.0,174366.0
20210330,9.62,183027.0,180476.0
20210331,11.206,188637.0,186217.0
20210401,11.448,190156.0,186916.0
20210402,11.074,201265.0,198648.0
20210403,1.636,123858.0,122890.0
20210404,9.3,111663.0,111037.0
20210405,10.232,182424.0,180772.0
20210406,11.306,185870.0,183064.0
20210407,11.188,185086.0,182040.0
20210408,10.25,184730.0,181760.0
20210409,11.186,195430.0,193647.0
20210410,11.804,159574.0,158389.0
20210411,11.556,119217.0,117077.0
20210412,2.91,168558.0,167544.0
20210413,7.286,176719.0,174135.0
20210414,8.662,180416.0,177547.0
20210415,10.31,181477.0,177814.0
20210416,7.646,181341.0,179546.0
20210417,6.664,137138.0,136437.0
20210418,9.858,110666.0,109584.0
20210419,9.96,174164.0,172192.0
20210420,10.666,177874.0,175508.0
20210421,10.96,180552.0,177515.0
20210422,10.772,179944.0,176912.0
20210423,10.77,188700.0,186452.0
20210424,11.896,150426.0,149008.0
20210425,12.752,116257.0,114516.0
20210426,11.402,179845.0,177853.0
20210427,9.516,179968.0,177017.0
20210428,10.894,183954.0,181369.0
20210429,9.372,184398.0,180729.0
20210430,7.722,192797.0,190144.0
20210501,3.714,132153.0,131704.0
20210502,10.966,121617.0,119787.0
20210503,11.156,182606.0,180816.0
20210504,2.734,176526.0,175053.0
20210505,12.446,145568.0,143556.0
20210506,11.304,187716.0,184349.0
20210507,8.602,187909.0,187558.0
20210508,7.154,130660.0,130952.0
20210509,11.83,123447.0,120867.0
20210510,8.954,175228.0,172712.0
20210511,11.838,188111.0,184958.0
20210512,12.036,189569.0,186275.0
20210513,12.022,188199.0,185181.0
20210514,12.36,202172.0,200381.0
20210515,3.532,141846.0,140763.0
20210516,0.3,89580.0,88905.0
20210517,5.608,174653.0,172434.0
20210518,11.084,194554.0,193389.0
20210519,13.204,147378.0,143785.0
20210520,6.416,178939.0,175416.0
20210521,7.084,190278.0,188016.0
20210522,12.506,159922.0,158625.0
20210523,11.708,116727.0,114778.0
20210524,11.344,180309.0,178017.0
20210525,8.998,181381.0,177904.0
20210526,11.092,186167.0,182894.0
20210527,7.15,178571.0,174775.0
20210528,6.978,185673.0,183537.0
20210529,6.104,146240.0,145478.0
20210530,8.42,117208.0,115802.0
20210531,10.022,175138.0,172875.0
20210601,10.17,178212.0,176033.0
20210602,11.884,180605.0,177281.0
20210603,3.776,172378.0,169956.0
20210604,10.74,194118.0,192058.0
20210605,12.092,152761.0,151186.0
20210606,11.194,110120.0,108872.0
20210607,10.608,174093.0,171733.0
20210608,11.202,177531.0,174623.0
20210609,10.766,178052.0,175282.0
20210610,7.048,178902.0,175652.0
20210611,10.528,182659.0,180858.0
20210612,11.464,142765.0,142371.0
20210613,10.294,105919.0,105147.0
20210614,11.21,174869.0,171908.0
20210615,9.212,175308.0,172222.0
20210616,12.496,184026.0,180562.0
20210617,10.104,181731.0,178489.0
20210618,7.352,188197.0,186136.0
20210619,12.086,154445.0,154175.0
20210620,10.61,114083.0,111852.0
20210621,12.168,184987.0,182232.0
20210622,10.902,184597.0,181150.0
20210623,10.582,184395.0,181139.0
20210624,10.94,187362.0,184242.0
20210625,11.898,197920.0,197253.0
20210626,9.758,146171.0,145694.0
20210627,9.002,114985.0,112485.0
20210628,10.232,178702.0,177004.0
20210629,9.278,182386.0,179892.0
20210630,10.348,184601.0,180842.0
20210701,11.636,185628.0,182670.0
20210702,12.0,194749.0,193775.0
20210703,4.828,133216.0,132222.0
20210704,3.216,92926.0,91903.0
20210705,11.176,180478.0,178122.0
20210706,11.546,185335.0,181883.0
20210707,10.112,177541.0,174266.0
20210708,9.918,171254.0,167779.0
20210709,11.418,175855.0,174046.0
20210710,9.74,118421.0,117414.0
20210711,7.696,83319.0,82498.0
20210712,10.646,154576.0,152942.0
20210713,10.982,154582.0,152029.0
20210714,10.56,153486.0,150977.0
20210715,7.994,151208.0,148942.0
20210716,10.114,156234.0,154857.0
20210717,10.156,107555.0,107625.0
20210718,8.892,80672.0,78534.0
20210719,9.49,150840.0,149117.0
20210720,11.478,154771.0,152643.0
20210721,10.858,153774.0,151851.0
20210722,10.222,150974.0,148861.0
20210723,10.452,156930.0,156054.0
20210724,9.004,106131.0,105212.0
20210725,8.252,76406.0,75373.0
20210726,10.716,151011.0,149108.0
20210727,10.184,151217.0,148877.0
20210728,10.336,150851.0,148854.0
20210729,9.134,150197.0,148200.0
20210730,10.638,154452.0,153641.0
20210731,8.998,104669.0,104439.0
20210801,4.392,76469.0,75356.0
20210802,9.232,144329.0,142305.0
20210803,10.974,148490.0,146287.0
20210804,10.87,149481.0,147187.0
20210805,10.896,151672.0,149113.0
20210806,10.644,154826.0,154241.0
20210807,10.832,111279.0,110838.0
20210808,8.838,81928.0,80645.0
20210809,11.876,155148.0,153038.0
20210810,12.25,157078.0,154531.0
20210811,12.144,157153.0,154235.0
20210812,8.416,154579.0,152630.0
20210813,11.824,160609.0,159604.0
20210814,12.18,114498.0,114950.0
20210815,11.374,90161.0,89397.0
20210816,12.006,111005.0,108328.0
20210817,7.588,159990.0,157108.0
20210818,11.016,160422.0,157349.0
20210819,13.218,162829.0,159632.0
20210820,12.442,166442.0,164714.0
20210821,3.664,103762.0,103649.0
20210822,11.918,91610.0,90498.0
20210823,4.47,157716.0,155692.0
20210824,3.98,155786.0,153456.0
20210825,9.852,164153.0,161716.0
20210826,10.622,164067.0,161420.0
20210827,7.45,166057.0,164331.0
20210828,12.818,127086.0,127292.0
20210829,12.204,97308.0,95494.0
20210830,13.242,163666.0,161813.0
20210831,2.69,158141.0,155313.0
20210901,10.466,163309.0,160121.0
20210902,13.036,165243.0,162138.0
20210903,14.56,177565.0,175995.0
20210904,15.184,138872.0,137514.0
20210905,14.042,105458.0,103408.0
20210906,7.042,165386.0,163439.0
20210907,1.178,158623.0,155897.0
20210908,11.99,171477.0,168797.0
20210909,13.222,171455.0,168787.0
20210910,13.328,179114.0,176725.0
20210911,13.766,144129.0,141907.0
20210912,13.08,108344.0,106460.0
20210913,12.614,169233.0,166665.0
20210914,12.646,171167.0,168242.0
20210915,12.718,176678.0,173519.0
20210916,13.51,177467.0,173559.0
20210917,13.83,184219.0,184722.0
20210918,12.54,129099.0,132407.0
20210919,10.596,95479.0,97128.0
20210920,9.514,77965.0,78401.0
20210921,7.432,68543.0,64498.0
20210922,10.58,101256.0,95810.0
20210923,13.218,164935.0,162540.0
20210924,13.664,175655.0,173965.0
20210925,13.542,134694.0,133492.0
20210926,13.616,104617.0,102741.0
20210927,11.354,168119.0,166151.0
20210928,7.302,168632.0,166286.0
20210929,5.252,163971.0,160922.0
20210930,13.082,173888.0,171061.0
20211001,12.176,183772.0,180967.0
20211002,13.204,145134.0,145237.0
20211003,13.926,115624.0,113845.0
20211004,7.594,114516.0,112542.0
20211005,10.248,169991.0,167166.0
20211006,7.41,170233.0,166514.0
20211007,10.308,171605.0,168505.0
20211008,6.074,180892.0,179729.0
20211009,11.336,138112.0,138108.0
20211010,3.48,102065.0,100207.0
20211011,11.192,127782.0,125409.0
20211012,11.64,174084.0,171298.0
20211013,12.562,178665.0,176023.0
20211014,12.85,176491.0,173447.0
20211015,11.29,183047.0,180577.0
20211016,7.82,145403.0,144826.0
20211017,6.438,104792.0,103508.0
20211018,7.526,168865.0,166130.0
20211019,8.604,172152.0,169221.0
20211020,9.734,177424.0,175111.0
20211021,10.014,177623.0,174507.0
20211022,11.18,187082.0,185038.0
20211023,10.384,154598.0,152869.0
20211024,9.84,116470.0,114739.0
20211025,10.66,176932.0,174684.0
20211026,11.468,180793.0,177933.0
20211027,11.236,184448.0,181251.0
20211028,11.618,184272.0,180652.0
20211029,11.844,194327.0,192092.0
20211030,10.536,160253.0,159174.0
20211031,8.61,125208.0,123345.0
20211101,10.632,179101.0,179101.0
20211102,11.508,182379.0,182379.0
20211103,11.33,185999.0,185999.0
20211104,11.29,185756.0,185756.0
20211105,11.95,198100.0,198100.0
20211106,11.27,163892.0,163892.0
20211107,10.56,126527.0,126527.0
20211108,1.796,170537.0,170537.0
20211109,3.904,177737.0,177737.0
20211110,7.078,186451.0,186451.0
20211111,8.1,189392.0,189392.0
20211112,8.068,195745.0,195745.0
20211113,7.962,157017.0,157017.0
20211114,8.412,119277.0,119277.0
20211115,9.348,180131.0,180131.0
20211116,9.772,183999.0,183999.0
20211117,9.51,186571.0,186571.0
20211118,9.598,184703.0,184703.0
20211119,10.072,197688.0,197688.0
20211120,8.238,166291.0,166291.0
20211121,6.226,114684.0,114684.0
20211122,6.234,180424.0,180424.0
20211123,6.186,181974.0,181974.0
20211124,7.268,185089.0,185089.0
20211125,7.666,187595.0,187595.0
20211126,7.408,195661.0,195661.0
20211127,6.572,154890.0,154890.0
20211128,6.248,119600.0,119600.0
20211129,8.454,180787.0,180787.0
20211130,2.648,173360.0,173360.0
20211201,5.412,181481.0,179071.0
20211202,6.152,180625.0,176870.0
20211203,6.342,190103.0,188109.0
20211204,5.46,143188.0,142370.0
20211205,5.494,105436.0,104863.0
20211206,7.536,174470.0,171672.0
20211207,7.892,177156.0,174123.0
20211208,7.932,177555.0,174361.0
20211209,8.086,177328.0,174034.0
20211210,6.766,183535.0,181405.0
20211211,6.562,138379.0,137635.0
20211212,4.37,102969.0,102585.0
20211213,5.814,168555.0,166064.0
20211214,5.034,173064.0,170236.0
20211215,5.994,177000.0,173566.0
20211216,7.146,177921.0,175007.0
20211217,4.468,185100.0,183231.0
20211218,2.316,138524.0,137889.0
20211219,1.77,106644.0,105671.0
20211220,5.364,175430.0,173141.0
20211221,6.468,180681.0,177650.0
20211222,6.436,185149.0,181618.0
20211223,6.668,186424.0,182814.0
20211224,5.02,191421.0,189728.0
20211225,1.946,118835.0,117100.0
20211226,1.62,91311.0,90976.0
20211227,3.83,167056.0,165106.0
20211228,4.51,175166.0,172276.0
20211229,4.49,180834.0,178342.0
20211230,4.444,190152.0,186945.0
20211231,3.616,173873.0,174032.0
