일시,동대문구,승차총승객수,하차총승객수
20200215,2.248,81769.0,82733.0
20200216,0.538,54710.0,53824.0
20200217,0.996,92874.0,93720.0
20200218,1.452,94005.0,95353.0
20200219,2.448,97203.0,98147.0
20200220,2.766,95224.0,96795.0
20200221,2.23,95057.0,95781.0
20200222,1.28,61416.0,61508.0
20200223,1.742,40953.0,40578.0
20200224,2.698,79642.0,80100.0
20200225,1.186,70741.0,71536.0
20200226,2.758,75272.0,76543.0
20200227,2.796,73878.0,75022.0
20200228,1.038,69902.0,70844.0
20200229,2.424,46518.0,47576.0
20200301,1.692,30169.0,30252.0
20200302,2.644,70333.0,71191.0
20200303,2.712,70632.0,71765.0
20200304,2.302,68959.0,69991.0
20200305,2.436,69468.0,70257.0
20200306,2.914,73602.0,75061.0
20200307,2.64,48459.0,48965.0
20200308,3.2,34131.0,34202.0
20200309,3.544,72801.0,73839.0
20200310,0.746,66632.0,67504.0
20200311,3.154,71617.0,72772.0
20200312,3.204,70312.0,70662.0
20200313,3.126,72249.0,73224.0
20200314,2.764,49215.0,49860.0
20200315,2.358,33159.0,33091.0
20200316,2.866,72410.0,73506.0
20200317,3.126,70665.0,71508.0
20200318,3.89,74374.0,75227.0
20200319,1.926,68280.0,69295.0
20200320,3.66,78314.0,79544.0
20200321,3.984,52632.0,53139.0
20200322,3.804,36566.0,36281.0
20200323,4.2,74526.0,75409.0
20200324,4.524,73952.0,75067.0
20200325,4.944,76104.0,77463.0
20200326,3.226,74059.0,75267.0
20200327,4.272,77209.0,78050.0
20200328,4.208,54579.0,55423.0
20200329,4.228,37679.0,37424.0
20200330,4.62,76237.0,76984.0
20200331,5.112,76109.0,77067.0
20200401,4.858,75275.0,76329.0
20200402,4.742,76675.0,77857.0
20200403,5.056,79612.0,80956.0
20200404,4.69,55226.0,55455.0
20200405,4.126,38314.0,38268.0
20200406,4.534,78344.0,78999.0
20200407,5.03,78101.0,78982.0
20200408,5.264,78441.0,79641.0
20200409,5.152,78940.0,80048.0
20200410,4.99,81961.0,83525.0
20200411,4.994,58145.0,58759.0
20200412,3.926,40520.0,40075.0
20200413,5.504,81237.0,82201.0
20200414,5.958,80224.0,82032.0
20200415,5.666,50951.0,51845.0
20200416,5.53,81675.0,82622.0
20200417,2.7,77975.0,78495.0
20200418,6.128,63219.0,64266.0
20200419,1.924,40693.0,40714.0
20200420,3.894,82719.0,83684.0
20200421,4.234,84700.0,85878.0
20200422,3.732,81949.0,83406.0
20200423,4.59,85432.0,86544.0
20200424,5.06,90792.0,91765.0
20200425,5.208,67031.0,68187.0
20200426,5.26,48984.0,48439.0
20200427,5.264,88896.0,90339.0
20200428,5.97,90580.0,91730.0
20200429,6.128,93123.0,94953.0
20200430,5.988,62364.0,63180.0
20200501,6.216,68705.0,70160.0
20200502,5.424,64032.0,64531.0
20200503,5.416,49513.0,49523.0
20200504,5.876,83812.0,84392.0
20200505,5.546,55703.0,56182.0
20200506,6.274,92460.0,93745.0
20200507,6.014,93887.0,95261.0
20200508,4.554,96094.0,98036.0
20200509,0.66,56079.0,56893.0
20200510,4.198,50240.0,50162.0
20200511,5.27,90817.0,91962.0
20200512,5.47,87316.0,88799.0
20200513,5.88,89610.0,90902.0
20200514,6.478,88403.0,89900.0
20200515,1.044,84071.0,85142.0
20200516,4.538,64919.0,66543.0
20200517,5.972,49336.0,49265.0
20200518,2.816,85255.0,86414.0
20200519,4.012,83864.0,84665.0
20200520,6.51,92929.0,94528.0
20200521,6.682,92229.0,93452.0
20200522,6.448,95889.0,97320.0
20200523,6.764,73232.0,75055.0
20200524,5.562,47155.0,46636.0
20200525,6.402,92785.0,94354.0
20200526,5.06,91003.0,92060.0
20200527,7.032,93056.0,94558.0
20200528,6.998,91434.0,92410.0
20200529,7.312,93710.0,94816.0
20200530,6.894,68096.0,69204.0
20200531,6.274,48692.0,48696.0
20200601,6.674,89831.0,90621.0
20200602,5.862,85471.0,86575.0
20200603,7.328,91263.0,92427.0
20200604,7.192,89892.0,91460.0
20200605,7.682,94662.0,96159.0
20200606,7.078,63504.0,64882.0
20200607,7.156,49574.0,48975.0
20200608,7.644,88390.0,89628.0
20200609,7.41,87687.0,89001.0
20200610,4.368,88708.0,90598.0
20200611,7.154,88541.0,89550.0
20200612,8.07,92891.0,94691.0
20200613,6.434,67231.0,68476.0
20200614,6.286,48677.0,48057.0
20200615,7.78,89944.0,90657.0
20200616,7.654,89054.0,90577.0
20200617,7.506,89479.0,90977.0
20200618,7.672,90158.0,91174.0
20200619,7.93,93176.0,94576.0
20200620,6.942,68061.0,69372.0
20200621,6.632,48927.0,48169.0
20200622,7.204,86791.0,87883.0
20200623,7.604,90199.0,91690.0
20200624,1.364,82483.0,83816.0
20200625,2.976,88760.0,90204.0
20200626,6.414,96500.0,98294.0
20200627,7.24,71890.0,73398.0
20200628,6.704,50773.0,50037.0
20200629,5.296,90563.0,92324.0
20200630,2.812,86954.0,87818.0
20200701,7.746,92142.0,93569.0
20200702,7.74,92472.0,94090.0
20200703,7.18,95466.0,96972.0
20200704,6.468,70462.0,72009.0
20200705,7.026,51188.0,50218.0
20200706,7.786,91314.0,92481.0
20200707,7.19,91844.0,93062.0
20200708,7.906,91464.0,92930.0
20200709,8.022,91494.0,92539.0
20200710,6.654,92677.0,93617.0
20200711,7.334,71353.0,72359.0
20200712,4.17,52209.0,51488.0
20200713,0.39,82307.0,82240.0
20200714,6.208,92650.0,94287.0
20200715,7.616,95931.0,97327.0
20200716,7.336,92675.0,93813.0
20200717,7.232,95122.0,96614.0
20200718,6.954,72266.0,73144.0
20200719,4.566,43335.0,41726.0
20200720,5.63,87354.0,87977.0
20200721,7.398,92948.0,94205.0
20200722,4.4,88164.0,88900.0
20200723,0.76,85285.0,86691.0
20200724,5.076,94603.0,95923.0
20200725,7.134,73699.0,75084.0
20200726,6.432,52886.0,52238.0
20200727,3.908,88351.0,89066.0
20200728,4.408,90993.0,92129.0
20200729,2.544,83819.0,85163.0
20200730,6.736,90692.0,92149.0
20200731,7.02,95155.0,96812.0
20200801,2.652,60433.0,61335.0
20200802,0.912,39904.0,39370.0
20200803,1.314,74130.0,74754.0
20200804,3.838,80967.0,81852.0
20200805,2.196,81159.0,79849.0
20200806,3.924,84686.0,85176.0
20200807,6.078,94768.0,95924.0
20200808,3.398,68637.0,70053.0
20200809,1.034,38455.0,37470.0
20200810,1.59,86299.0,87591.0
20200811,3.95,84777.0,85936.0
20200812,6.108,92387.0,93881.0
20200813,5.998,91267.0,92646.0
20200814,5.378,91202.0,93181.0
20200815,2.058,56506.0,57874.0
20200816,4.596,49078.0,49240.0
20200817,5.44,60219.0,61613.0
20200818,6.196,82131.0,83243.0
20200819,6.54,78817.0,79432.0
20200820,6.386,78006.0,78751.0
20200821,5.828,78072.0,79663.0
20200822,2.628,49701.0,50791.0
20200823,5.482,37499.0,36995.0
20200824,6.734,75628.0,76681.0
20200825,6.694,76649.0,77691.0
20200826,3.04,73942.0,75697.0
20200827,2.374,67386.0,68491.0
20200828,4.892,75220.0,76983.0
20200829,2.668,46948.0,47744.0
20200830,3.254,32560.0,32652.0
20200831,6.51,72599.0,74197.0
20200901,6.526,70374.0,72103.0
20200902,1.07,66405.0,67724.0
20200903,5.364,67067.0,68394.0
20200904,7.498,77872.0,80171.0
20200905,7.086,53538.0,55236.0
20200906,3.646,35797.0,35802.0
20200907,0.268,63855.0,65455.0
20200908,7.024,77852.0,79384.0
20200909,5.316,75491.0,76967.0
20200910,7.396,78217.0,79815.0
20200911,4.896,81346.0,83278.0
20200912,3.146,54604.0,56236.0
20200913,7.338,41407.0,41948.0
20200914,7.496,83426.0,84947.0
20200915,8.17,84830.0,86935.0
20200916,6.442,80675.0,82431.0
20200917,8.116,85713.0,87460.0
20200918,8.948,90429.0,92010.0
20200919,8.092,67055.0,69122.0
20200920,7.248,47883.0,48073.0
20200921,8.168,89165.0,91156.0
20200922,8.038,91076.0,92874.0
20200923,7.826,90704.0,92776.0
20200924,8.356,90608.0,92590.0
20200925,8.152,95373.0,97260.0
20200926,8.118,71803.0,73888.0
20200927,7.354,51862.0,52747.0
20200928,7.622,94944.0,97433.0
20200929,7.876,92616.0,94781.0
20200930,4.854,44352.0,44410.0
20201001,5.274,25129.0,24965.0
20201002,4.816,33144.0,33408.0
20201003,5.756,44443.0,44271.0
20201004,5.796,40471.0,41517.0
20201005,6.12,84913.0,86216.0
20201006,7.168,87348.0,88675.0
20201007,7.424,88782.0,89857.0
20201008,7.674,92693.0,93741.0
20201009,6.892,64076.0,64996.0
20201010,6.862,66993.0,67172.0
20201011,6.184,48750.0,48592.0
20201012,7.09,91739.0,92910.0
20201013,7.3,93382.0,94723.0
20201014,6.898,92978.0,94179.0
20201015,6.984,93184.0,94551.0
20201016,6.876,95787.0,96693.0
20201017,6.782,76205.0,77149.0
20201018,6.212,54009.0,53881.0
20201019,6.88,91225.0,92307.0
20201020,7.394,95234.0,96499.0
20201021,7.25,94138.0,95272.0
20201022,6.854,93652.0,94914.0
20201023,6.038,99237.0,100355.0
20201024,5.692,77606.0,78587.0
20201025,5.494,57586.0,56855.0
20201026,6.832,94233.0,95493.0
20201027,7.14,97040.0,97384.0
20201028,7.192,95790.0,96809.0
20201029,6.994,95684.0,97146.0
20201030,6.662,100318.0,101518.0
20201031,6.306,78533.0,79239.0
20201101,2.508,48558.0,47734.0
20201102,6.742,94937.0,96094.0
20201103,5.19,94435.0,94863.0
20201104,5.586,93477.0,93804.0
20201105,6.262,96344.0,96655.0
20201106,6.834,98869.0,99121.0
20201107,5.924,78499.0,79400.0
20201108,4.77,58165.0,57673.0
20201109,6.012,93323.0,93389.0
20201110,6.368,96148.0,96998.0
20201111,6.684,96557.0,97208.0
20201112,6.712,96988.0,97746.0
20201113,6.824,95055.0,95125.0
20201114,5.938,75521.0,76499.0
20201115,5.368,55500.0,54714.0
20201116,6.73,92957.0,93728.0
20201117,6.308,93105.0,93320.0
20201118,3.208,89787.0,89842.0
20201119,2.764,82397.0,81945.0
20201120,4.714,95855.0,92792.0
20201121,4.67,67844.0,68729.0
20201122,2.828,45338.0,44545.0
20201123,4.456,87765.0,87895.0
20201124,4.782,85779.0,86509.0
20201125,4.8,87324.0,87883.0
20201126,5.038,85669.0,86459.0
20201127,4.748,85461.0,86834.0
20201128,3.05,56853.0,57630.0
20201129,2.638,40606.0,40446.0
20201130,3.852,81100.0,82188.0
20201201,4.186,81298.0,82681.0
20201202,4.386,82578.0,83852.0
20201203,3.992,81349.0,82497.0
20201204,3.984,83722.0,84984.0
20201205,3.408,56762.0,58151.0
20201206,3.006,40159.0,40331.0
20201207,3.682,79982.0,81092.0
20201208,3.712,76222.0,77034.0
20201209,3.916,77044.0,77991.0
20201210,4.18,77462.0,78361.0
20201211,4.244,80023.0,81249.0
20201212,3.244,54498.0,55466.0
20201213,1.124,31682.0,31523.0
20201214,2.08,68844.0,69658.0
20201215,2.146,68205.0,68809.0
20201216,2.136,68595.0,69397.0
20201217,2.462,71002.0,71993.0
20201218,2.522,76925.0,78156.0
20201219,1.884,48363.0,49160.0
20201220,1.834,33112.0,33314.0
20201221,2.946,73347.0,74690.0
20201222,3.306,73710.0,75009.0
20201223,3.382,74591.0,75754.0
20201224,3.164,76120.0,77320.0
20201225,2.164,38978.0,39689.0
20201226,2.77,46178.0,46997.0
20201227,2.604,32624.0,32591.0
20201228,3.588,75713.0,77007.0
20201229,3.054,75061.0,76821.0
20201230,1.812,67663.0,68635.0
20201231,2.018,69000.0,69674.0
20210101,1.65,24538.0,24651.0
20210102,1.906,41136.0,41951.0
20210103,1.854,31795.0,32386.0
20210104,2.716,76327.0,77660.0
20210105,2.372,75130.0,76166.0
20210106,1.832,72758.0,74523.0
20210107,0.5,69172.0,68813.0
20210108,0.822,66499.0,67230.0
20210109,0.944,45449.0,46292.0
20210110,1.0,32459.0,32453.0
20210111,1.756,74022.0,74941.0
20210112,1.134,81562.0,82022.0
20210113,1.666,78897.0,80062.0
20210114,2.66,82709.0,84213.0
20210115,2.618,81385.0,82251.0
20210116,1.988,59063.0,60310.0
20210117,1.702,37805.0,37790.0
20210118,1.672,78034.0,78936.0
20210119,2.366,76136.0,77309.0
20210120,3.062,86198.0,87217.0
20210121,1.378,82389.0,83670.0
20210122,2.908,84994.0,85893.0
20210123,3.226,63825.0,65175.0
20210124,3.694,43593.0,44076.0
20210125,4.354,87176.0,88540.0
20210126,2.182,81284.0,82351.0
20210127,3.588,90378.0,91872.0
20210128,1.944,80785.0,81907.0
20210129,2.174,79906.0,80414.0
20210130,2.146,63894.0,65186.0
20210131,3.012,46384.0,46758.0
20210201,3.476,88661.0,90300.0
20210202,2.796,85051.0,86814.0
20210203,2.71,90389.0,92196.0
20210204,1.82,85067.0,86279.0
20210205,3.26,94243.0,96086.0
20210206,3.24,69846.0,71762.0
20210207,2.714,49500.0,50271.0
20210208,2.852,91390.0,93269.0
20210209,3.438,92230.0,93647.0
20210210,3.6,89288.0,90691.0
20210211,2.842,40358.0,41249.0
20210212,2.738,23658.0,23897.0
20210213,3.706,38082.0,38235.0
20210214,3.364,38430.0,39094.0
20210215,2.772,79952.0,80733.0
20210216,1.984,81509.0,82179.0
20210217,2.022,78763.0,79441.0
20210218,2.51,80840.0,81440.0
20210219,3.514,90103.0,91505.0
20210220,4.582,69119.0,70537.0
20210221,5.126,48956.0,48670.0
20210222,4.498,89314.0,90117.0
20210223,3.712,87856.0,88470.0
20210224,4.416,88789.0,89762.0
20210225,4.548,87652.0,88542.0
20210226,5.126,90955.0,91759.0
20210227,5.648,70535.0,71888.0
20210228,4.644,51720.0,51261.0
20210301,0.322,40147.0,39926.0
20210302,4.208,88137.0,88446.0
20210303,5.154,89919.0,90797.0
20210304,5.366,89662.0,90229.0
20210305,6.098,94867.0,95200.0
20210306,4.59,71047.0,72351.0
20210307,5.252,51690.0,51806.0
20210308,5.786,89359.0,90193.0
20210309,5.812,91129.0,91489.0
20210310,6.298,90929.0,91723.0
20210311,5.89,90465.0,91052.0
20210312,5.428,92866.0,93444.0
20210313,5.976,72180.0,73689.0
20210314,5.518,51883.0,51641.0
20210315,5.94,89803.0,90586.0
20210316,5.818,90901.0,91518.0
20210317,6.284,91750.0,92812.0
20210318,6.992,92622.0,93424.0
20210319,7.658,97552.0,97947.0
20210320,2.346,63456.0,64479.0
20210321,4.364,53562.0,53707.0
20210322,5.948,90872.0,91796.0
20210323,6.65,92267.0,92815.0
20210324,7.064,92263.0,93184.0
20210325,7.394,93937.0,94915.0
20210326,7.596,99151.0,100089.0
20210327,1.646,66365.0,67439.0
20210328,2.424,45675.0,45773.0
20210329,6.116,91031.0,92265.0
20210330,7.796,93251.0,94121.0
20210331,8.488,93370.0,94541.0
20210401,8.896,92334.0,93797.0
20210402,8.382,97297.0,98039.0
20210403,1.236,57990.0,58975.0
20210404,6.442,53230.0,53777.0
20210405,8.166,92836.0,93780.0
20210406,8.91,93473.0,94217.0
20210407,8.566,91191.0,91775.0
20210408,8.032,93015.0,93878.0
20210409,8.496,97122.0,98240.0
20210410,7.666,75134.0,76439.0
20210411,7.658,55132.0,54462.0
20210412,2.386,84973.0,85853.0
20210413,6.298,90128.0,91105.0
20210414,7.65,90783.0,91957.0
20210415,8.292,92908.0,93345.0
20210416,6.608,90293.0,90741.0
20210417,5.144,69964.0,71407.0
20210418,7.162,53636.0,53293.0
20210419,8.368,90528.0,91019.0
20210420,8.498,92232.0,93054.0
20210421,9.12,91569.0,92487.0
20210422,8.894,90986.0,91300.0
20210423,8.862,94605.0,95591.0
20210424,8.46,72495.0,73675.0
20210425,8.612,53301.0,52844.0
20210426,9.326,91458.0,91866.0
20210427,7.974,90402.0,91456.0
20210428,8.604,91275.0,91753.0
20210429,8.144,91298.0,91675.0
20210430,6.348,94281.0,95226.0
20210501,3.014,66078.0,67382.0
20210502,7.848,55191.0,54792.0
20210503,9.37,93622.0,94342.0
20210504,2.172,85833.0,86807.0
20210505,8.32,63280.0,64167.0
20210506,8.946,93796.0,94174.0
20210507,6.78,92684.0,92787.0
20210508,5.456,64930.0,66298.0
20210509,7.846,53223.0,52549.0
20210510,7.794,87896.0,88451.0
20210511,10.048,93498.0,93986.0
20210512,10.058,92781.0,93356.0
20210513,10.236,92734.0,93007.0
20210514,9.876,96854.0,97772.0
20210515,2.904,67799.0,69532.0
20210516,0.218,39837.0,39106.0
20210517,4.974,86294.0,86683.0
20210518,9.858,96330.0,97414.0
20210519,9.448,65568.0,66176.0
20210520,5.488,89022.0,89136.0
20210521,6.058,93115.0,93706.0
20210522,9.218,75478.0,76896.0
20210523,8.37,53731.0,52941.0
20210524,9.524,91192.0,91723.0
20210525,7.382,90213.0,90888.0
20210526,9.358,92733.0,93734.0
20210527,5.878,85497.0,85304.0
20210528,6.328,90173.0,90530.0
20210529,4.902,71339.0,72325.0
20210530,6.366,55255.0,55214.0
20210531,8.674,90158.0,90429.0
20210601,8.192,89549.0,90475.0
20210602,10.086,90889.0,91439.0
20210603,3.542,85143.0,85752.0
20210604,9.88,96590.0,99490.0
20210605,8.624,74531.0,75446.0
20210606,8.376,53146.0,52362.0
20210607,9.402,88795.0,89353.0
20210608,10.22,90091.0,90762.0
20210609,9.82,89226.0,90162.0
20210610,6.588,91095.0,91985.0
20210611,9.162,91600.0,92274.0
20210612,8.188,70962.0,72686.0
20210613,7.234,51362.0,50480.0
20210614,9.712,88421.0,88954.0
20210615,7.832,87784.0,87972.0
20210616,10.862,91404.0,92196.0
20210617,9.114,92231.0,92970.0
20210618,6.65,91402.0,91888.0
20210619,8.602,75257.0,76305.0
20210620,8.296,54237.0,53522.0
20210621,10.7,93030.0,93392.0
20210622,9.77,91602.0,92298.0
20210623,9.848,91554.0,92273.0
20210624,9.408,92855.0,92975.0
20210625,10.44,98164.0,99324.0
20210626,7.588,72309.0,73093.0
20210627,6.936,54557.0,54419.0
20210628,9.082,90372.0,91242.0
20210629,8.034,91250.0,92167.0
20210630,9.28,90350.0,91229.0
20210701,10.31,92354.0,93271.0
20210702,9.88,96648.0,97633.0
20210703,3.946,68478.0,70246.0
20210704,2.556,42997.0,41670.0
20210705,10.232,92758.0,93570.0
20210706,10.606,92566.0,93382.0
20210707,9.21,89343.0,90689.0
20210708,9.158,86716.0,87420.0
20210709,10.536,90176.0,91459.0
20210710,8.424,62339.0,64049.0
20210711,6.198,42259.0,41712.0
20210712,9.89,79464.0,79796.0
20210713,9.756,79497.0,80120.0
20210714,9.744,78012.0,78725.0
20210715,7.556,77327.0,78169.0
20210716,9.07,81519.0,82474.0
20210717,7.276,57254.0,59207.0
20210718,7.392,41702.0,40925.0
20210719,8.518,78903.0,79802.0
20210720,9.962,80570.0,81344.0
20210721,9.106,77880.0,78394.0
20210722,9.044,76090.0,76193.0
20210723,9.042,80293.0,81477.0
20210724,7.12,55367.0,56343.0
20210725,6.21,40159.0,39497.0
20210726,8.96,78215.0,78927.0
20210727,8.922,77397.0,78214.0
20210728,8.77,77137.0,77795.0
20210729,8.672,76744.0,77674.0
20210730,8.79,79383.0,80677.0
20210731,6.774,55510.0,57528.0
20210801,3.536,40685.0,40203.0
20210802,7.51,74417.0,74406.0
20210803,9.148,74849.0,75113.0
20210804,9.338,74102.0,74595.0
20210805,9.054,77010.0,77733.0
20210806,9.08,79097.0,80056.0
20210807,8.254,58684.0,60385.0
20210808,6.246,43063.0,42539.0
20210809,10.128,80773.0,81367.0
20210810,10.214,80515.0,81453.0
20210811,10.108,78977.0,79612.0
20210812,7.534,79360.0,80115.0
20210813,10.404,82478.0,84302.0
20210814,8.988,61647.0,63486.0
20210815,8.684,45799.0,45107.0
20210816,9.068,57978.0,58721.0
20210817,6.456,82242.0,82750.0
20210818,9.176,80719.0,81570.0
20210819,10.918,83058.0,84002.0
20210820,10.458,86811.0,88060.0
20210821,2.778,51931.0,53379.0
20210822,7.818,48002.0,47516.0
20210823,4.032,80580.0,81273.0
20210824,2.99,78019.0,78565.0
20210825,9.276,84748.0,85770.0
20210826,9.242,85954.0,86761.0
20210827,6.692,85233.0,86196.0
20210828,9.304,68702.0,70763.0
20210829,8.588,49493.0,48334.0
20210830,11.016,87352.0,87186.0
20210831,2.262,79001.0,80014.0
20210901,8.796,83716.0,84334.0
20210902,11.172,87752.0,88015.0
20210903,11.348,91505.0,91538.0
20210904,10.02,71127.0,71210.0
20210905,9.676,52273.0,50871.0
20210906,6.21,88300.0,87908.0
20210907,1.2,77611.0,76894.0
20210908,10.618,90466.0,90129.0
20210909,11.708,91153.0,91108.0
20210910,10.932,94157.0,93900.0
20210911,9.524,74687.0,74743.0
20210912,9.192,54790.0,53534.0
20210913,11.012,91431.0,92479.0
20210914,10.83,92263.0,93824.0
20210915,11.14,93943.0,95722.0
20210916,11.15,96738.0,97631.0
20210917,11.102,96461.0,97603.0
20210918,9.008,72293.0,73448.0
20210919,7.336,54062.0,54453.0
20210920,6.532,40538.0,40439.0
20210921,5.268,25401.0,26063.0
20210922,7.758,37663.0,39320.0
20210923,10.958,79766.0,79717.0
20210924,11.068,85763.0,86223.0
20210925,9.788,65619.0,66577.0
20210926,9.248,48647.0,48133.0
20210927,9.72,86308.0,86887.0
20210928,7.084,85256.0,86104.0
20210929,4.564,79157.0,78957.0
20210930,11.298,88514.0,88702.0
20211001,10.488,91432.0,92160.0
20211002,9.494,69899.0,70815.0
20211003,8.944,52908.0,52583.0
20211004,5.814,59147.0,59772.0
20211005,8.41,85952.0,86624.0
20211006,5.912,82551.0,82676.0
20211007,8.638,86591.0,86780.0
20211008,5.58,89083.0,89908.0
20211009,7.942,69239.0,69851.0
20211010,2.682,47410.0,46897.0
20211011,8.218,65291.0,65769.0
20211012,9.666,88895.0,88111.0
20211013,10.522,90026.0,89501.0
20211014,10.668,90474.0,89747.0
20211015,9.474,91966.0,91304.0
20211016,6.428,73452.0,73400.0
20211017,5.36,51662.0,50189.0
20211018,6.642,86771.0,85946.0
20211019,7.852,87319.0,86994.0
20211020,8.754,91278.0,91665.0
20211021,8.864,91193.0,91941.0
20211022,9.138,95705.0,96676.0
20211023,7.322,76656.0,77890.0
20211024,6.806,56283.0,56252.0
20211025,8.548,92492.0,93652.0
20211026,9.44,93255.0,94412.0
20211027,9.492,93340.0,94000.0
20211028,9.684,93630.0,94092.0
20211029,9.604,96984.0,97904.0
20211030,7.766,77021.0,77927.0
20211031,6.486,58279.0,58345.0
20211101,9.248,92318.0,92318.0
20211102,9.898,93099.0,93099.0
20211103,9.942,94226.0,94226.0
20211104,9.596,93448.0,93448.0
20211105,9.91,98531.0,98531.0
20211106,8.254,80869.0,80869.0
20211107,7.628,60737.0,60737.0
20211108,1.958,82254.0,82254.0
20211109,3.654,87663.0,87663.0
20211110,6.594,92146.0,92146.0
20211111,7.1,94662.0,94662.0
20211112,7.024,97168.0,97168.0
20211113,6.212,81574.0,81574.0
20211114,6.496,57593.0,57593.0
20211115,8.186,91265.0,91265.0
20211116,8.266,91910.0,91910.0
20211117,8.166,93565.0,93565.0
20211118,7.828,91400.0,91400.0
20211119,8.288,97301.0,97301.0
20211120,6.54,77308.0,77308.0
20211121,5.12,56695.0,56695.0
20211122,5.7,89674.0,89674.0
20211123,5.7,88371.0,88371.0
20211124,6.636,90057.0,90057.0
20211125,6.834,93879.0,93879.0
20211126,6.27,96230.0,96230.0
20211127,5.17,76164.0,76164.0
20211128,5.1,57377.0,57377.0
20211129,7.214,90575.0,90575.0
20211130,2.326,80730.0,80730.0
20211201,4.854,87217.0,87687.0
20211202,4.94,88869.0,88883.0
20211203,5.55,93519.0,93289.0
20211204,4.492,71696.0,72568.0
20211205,4.478,53786.0,53115.0
20211206,6.586,86817.0,87635.0
20211207,7.09,88456.0,88850.0
20211208,7.01,88194.0,88699.0
20211209,6.898,88137.0,88426.0
20211210,5.5,89530.0,89047.0
20211211,5.094,69520.0,70090.0
20211212,3.454,51548.0,50617.0
20211213,5.174,81738.0,81814.0
20211214,4.564,84970.0,85566.0
20211215,4.932,85934.0,86505.0
20211216,6.286,87934.0,88418.0
20211217,3.74,87924.0,87432.0
20211218,1.79,64189.0,65094.0
20211219,1.682,50212.0,49341.0
20211220,4.868,88016.0,88074.0
20211221,5.618,89262.0,89983.0
20211222,5.612,90363.0,90976.0
20211223,5.69,91839.0,92136.0
20211224,4.028,94498.0,95192.0
20211225,1.474,53788.0,54177.0
20211226,1.378,42464.0,41824.0
20211227,3.416,80882.0,80708.0
20211228,3.89,86623.0,87303.0
20211229,3.524,90105.0,91072.0
20211230,3.574,88939.0,90310.0
20211231,3.21,85976.0,86691.0
