자치구,사용일자,승차총승객수,하차총승객수
광진구,20211202,180625.0,176870.0
광진구,20211203,190103.0,188109.0
광진구,20211204,143188.0,142370.0
광진구,20211205,105436.0,104863.0
광진구,20211206,174470.0,171672.0
광진구,20211207,177156.0,174123.0
광진구,20211208,177555.0,174361.0
광진구,20211209,177328.0,174034.0
광진구,20211210,183535.0,181405.0
광진구,20211211,138379.0,137635.0
광진구,20211212,102969.0,102585.0
광진구,20211213,168555.0,166064.0
광진구,20211214,173064.0,170236.0
광진구,20211215,177000.0,173566.0
광진구,20211216,177921.0,175007.0
광진구,20211217,185100.0,183231.0
광진구,20211218,138524.0,137889.0
광진구,20211219,106644.0,105671.0
광진구,20211220,175430.0,173141.0
광진구,20211221,180681.0,177650.0
광진구,20211222,185149.0,181618.0
광진구,20211223,186424.0,182814.0
광진구,20211224,191421.0,189728.0
광진구,20211225,118835.0,117100.0
광진구,20211226,91311.0,90976.0
광진구,20211227,167056.0,165106.0
광진구,20211228,175166.0,172276.0
광진구,20211229,180834.0,178342.0
광진구,20211230,190152.0,186945.0
광진구,20211231,173873.0,174032.0
동대문구,20180101,58590.0,56703.0
동대문구,20180102,108956.0,111200.0
동대문구,20180103,108759.0,111695.0
동대문구,20180104,109524.0,112351.0
동대문구,20180105,117646.0,121570.0
동대문구,20180106,99403.0,101909.0
동대문구,20180107,72049.0,72381.0
동대문구,20180108,112422.0,115466.0
동대문구,20180109,107949.0,110724.0
동대문구,20180110,106237.0,108507.0
동대문구,20180111,99933.0,102075.0
동대문구,20180112,102296.0,105447.0
동대문구,20180113,97596.0,100987.0
동대문구,20180114,75128.0,74986.0
동대문구,20180115,113714.0,116569.0
동대문구,20180116,110841.0,113789.0
동대문구,20180117,113542.0,116860.0
동대문구,20180118,113302.0,116316.0
동대문구,20180119,121472.0,125260.0
동대문구,20180120,104045.0,107151.0
동대문구,20180121,77036.0,77201.0
동대문구,20180122,114195.0,117091.0
동대문구,20180123,100376.0,102703.0
동대문구,20180124,95006.0,96773.0
동대문구,20180125,97937.0,99994.0
동대문구,20180126,100357.0,102357.0
동대문구,20180127,88754.0,90508.0
동대문구,20180128,71150.0,71723.0
동대문구,20180129,104709.0,106971.0
동대문구,20180130,117301.0,118182.0
동대문구,20180131,115066.0,118158.0
동대문구,20180201,117427.0,120727.0
동대문구,20180202,124089.0,128262.0
동대문구,20180203,99353.0,102471.0
동대문구,20180204,69020.0,69213.0
동대문구,20180205,106089.0,108462.0
동대문구,20180206,105803.0,108314.0
동대문구,20180207,112444.0,115422.0
동대문구,20180208,121558.0,125485.0
동대문구,20180209,125234.0,129273.0
동대문구,20180210,107324.0,110319.0
동대문구,20180211,75513.0,75501.0
동대문구,20180212,116329.0,119221.0
동대문구,20180213,120221.0,124197.0
동대문구,20180214,117049.0,122578.0
동대문구,20180215,57232.0,58755.0
동대문구,20180216,43388.0,43234.0
동대문구,20180217,58718.0,57936.0
동대문구,20180218,66592.0,65319.0
동대문구,20180219,108543.0,110072.0
동대문구,20180220,113465.0,115747.0
동대문구,20180221,115445.0,116415.0
동대문구,20180222,116149.0,117983.0
동대문구,20180223,119854.0,121995.0
동대문구,20180224,105922.0,107131.0
동대문구,20180225,77540.0,77113.0
동대문구,20180226,116329.0,117682.0
동대문구,20180227,112500.0,115197.0
동대문구,20180228,111199.0,113582.0
동대문구,20180301,81846.0,84152.0
동대문구,20180302,113559.0,116121.0
동대문구,20180303,100710.0,103599.0
동대문구,20180304,70110.0,70713.0
동대문구,20180305,113744.0,116859.0
동대문구,20180306,118933.0,122040.0
동대문구,20180307,117932.0,121319.0
동대문구,20180308,114750.0,116681.0
동대문구,20180309,123397.0,126598.0
동대문구,20180310,106775.0,109360.0
동대문구,20180311,80338.0,81314.0
동대문구,20180312,116564.0,119200.0
동대문구,20180313,117488.0,120387.0
동대문구,20180314,118623.0,121607.0
동대문구,20180315,109563.0,111408.0
동대문구,20180316,124979.0,127529.0
동대문구,20180317,108657.0,110940.0
동대문구,20180318,82827.0,82115.0
동대문구,20180319,112186.0,114056.0
동대문구,20180320,117320.0,120197.0
동대문구,20180321,112134.0,114874.0
동대문구,20180322,120209.0,123119.0
동대문구,20180323,126579.0,129440.0
동대문구,20180324,108814.0,112102.0
동대문구,20180325,80143.0,80994.0
동대문구,20180326,116635.0,119466.0
동대문구,20180327,117680.0,120684.0
동대문구,20180328,119969.0,122933.0
동대문구,20180329,120206.0,122637.0
동대문구,20180330,126556.0,129627.0
동대문구,20180331,106548.0,109274.0
동대문구,20180401,76235.0,77693.0
동대문구,20180402,117509.0,119953.0
동대문구,20180403,118028.0,120863.0
동대문구,20180404,116483.0,119257.0
동대문구,20180405,110338.0,112632.0
동대문구,20180406,122997.0,126243.0
동대문구,20180407,103263.0,106192.0
동대문구,20180408,75929.0,76858.0
동대문구,20180409,116564.0,119510.0
동대문구,20180410,118424.0,122564.0
동대문구,20180411,118760.0,121521.0
동대문구,20180412,120511.0,123131.0
동대문구,20180413,124582.0,127783.0
동대문구,20180414,92385.0,94507.0
동대문구,20180415,82298.0,82741.0
동대문구,20180416,118033.0,121023.0
동대문구,20180417,120020.0,122893.0
동대문구,20180418,119113.0,122166.0
동대문구,20180419,118662.0,121847.0
동대문구,20180420,122581.0,126513.0
동대문구,20180421,106993.0,110791.0
동대문구,20180422,72293.0,72188.0
동대문구,20180423,101308.0,102936.0
동대문구,20180424,115956.0,118855.0
동대문구,20180425,122598.0,126004.0
동대문구,20180426,121315.0,124330.0
동대문구,20180427,123432.0,126962.0
동대문구,20180428,108647.0,111219.0
동대문구,20180429,81304.0,82179.0
동대문구,20180430,118769.0,121809.0
동대문구,20180501,99634.0,102537.0
동대문구,20180502,111189.0,113837.0
동대문구,20180503,119817.0,122512.0
동대문구,20180504,130189.0,134536.0
동대문구,20180505,97282.0,101077.0
동대문구,20180506,67898.0,67648.0
동대문구,20180507,89604.0,90697.0
동대문구,20180508,118335.0,121344.0
동대문구,20180509,120197.0,123213.0
동대문구,20180510,120872.0,123708.0
동대문구,20180511,126269.0,129084.0
동대문구,20180512,99154.0,101743.0
동대문구,20180513,83114.0,83528.0
동대문구,20180514,118883.0,122134.0
동대문구,20180515,120530.0,123776.0
동대문구,20180516,105309.0,108024.0
동대문구,20180517,110196.0,111861.0
동대문구,20180518,122750.0,126395.0
동대문구,20180519,112062.0,115564.0
동대문구,20180520,83267.0,84090.0
동대문구,20180521,117943.0,121265.0
동대문구,20180522,85738.0,88037.0
동대문구,20180523,118909.0,121529.0
동대문구,20180524,119645.0,121947.0
동대문구,20180525,125207.0,128309.0
동대문구,20180526,107857.0,110377.0
동대문구,20180527,79933.0,80640.0
동대문구,20180528,117081.0,119386.0
동대문구,20180529,116338.0,119364.0
동대문구,20180530,117293.0,120587.0
동대문구,20180531,117608.0,120022.0
동대문구,20180601,122106.0,125039.0
동대문구,20180602,103521.0,105769.0
동대문구,20180603,77156.0,77679.0
동대문구,20180604,115017.0,117771.0
동대문구,20180605,118356.0,121914.0
동대문구,20180606,84414.0,86083.0
동대문구,20180607,116469.0,118673.0
동대문구,20180608,121766.0,125089.0
동대문구,20180609,101370.0,104043.0
동대문구,20180610,75385.0,75380.0
동대문구,20180611,113785.0,116570.0
동대문구,20180612,116936.0,119769.0
동대문구,20180613,84045.0,85791.0
동대문구,20180614,113219.0,115291.0
동대문구,20180615,122671.0,126319.0
동대문구,20180616,102742.0,105460.0
동대문구,20180617,76209.0,76006.0
동대문구,20180618,113612.0,115934.0
동대문구,20180619,115057.0,117283.0
동대문구,20180620,116719.0,119428.0
동대문구,20180621,118398.0,120371.0
동대문구,20180622,121417.0,125168.0
동대문구,20180623,103927.0,106127.0
동대문구,20180624,74928.0,75138.0
동대문구,20180625,115283.0,117451.0
동대문구,20180626,99329.0,101230.0
동대문구,20180627,115439.0,117858.0
동대문구,20180628,113930.0,116381.0
동대문구,20180629,120560.0,123524.0
동대문구,20180630,96533.0,99616.0
동대문구,20180701,57844.0,57492.0
동대문구,20180702,103931.0,105672.0
동대문구,20180703,112811.0,115168.0
동대문구,20180704,113455.0,115735.0
동대문구,20180705,114016.0,116775.0
동대문구,20180706,122059.0,125488.0
동대문구,20180707,103558.0,106733.0
동대문구,20180708,78172.0,77629.0
동대문구,20180709,107818.0,110005.0
동대문구,20180710,112820.0,116299.0
동대문구,20180711,112639.0,115494.0
동대문구,20180712,115024.0,118100.0
동대문구,20180713,119935.0,124039.0
동대문구,20180714,100337.0,103156.0
동대문구,20180715,74913.0,74221.0
동대문구,20180716,109836.0,111677.0
동대문구,20180717,110818.0,112988.0
동대문구,20180718,110481.0,112992.0
동대문구,20180719,110919.0,113072.0
동대문구,20180720,115677.0,119291.0
동대문구,20180721,94166.0,96623.0
동대문구,20180722,70476.0,69892.0
동대문구,20180723,108467.0,110700.0
동대문구,20180724,106351.0,108666.0
동대문구,20180725,110492.0,113888.0
동대문구,20180726,110967.0,113582.0
동대문구,20180727,113559.0,117626.0
동대문구,20180728,88757.0,92195.0
동대문구,20180729,70970.0,70639.0
동대문구,20180730,105725.0,107671.0
동대문구,20180731,103921.0,106434.0
동대문구,20180801,101082.0,104396.0
동대문구,20180802,100481.0,102810.0
동대문구,20180803,104513.0,107684.0
동대문구,20180804,86809.0,88553.0
동대문구,20180805,68304.0,66276.0
동대문구,20180806,100821.0,102859.0
동대문구,20180807,103375.0,106320.0
동대문구,20180808,104862.0,106868.0
동대문구,20180809,105198.0,108030.0
동대문구,20180810,111795.0,116037.0
동대문구,20180811,93271.0,96501.0
동대문구,20180812,71694.0,71175.0
동대문구,20180813,106328.0,108651.0
동대문구,20180814,108545.0,112200.0
동대문구,20180815,79365.0,81018.0
동대문구,20180816,108327.0,110283.0
동대문구,20180817,114775.0,118182.0
동대문구,20180818,96506.0,99307.0
동대문구,20180819,74202.0,73428.0
동대문구,20180820,110604.0,112873.0
동대문구,20180821,109740.0,112677.0
동대문구,20180822,113719.0,116474.0
동대문구,20180823,103262.0,105921.0
동대문구,20180824,102565.0,105259.0
동대문구,20180825,101875.0,105420.0
동대문구,20180826,73402.0,73302.0
동대문구,20180827,106346.0,108616.0
동대문구,20180828,106476.0,109242.0
동대문구,20180829,105857.0,108389.0
동대문구,20180830,112121.0,114397.0
동대문구,20180831,121139.0,124828.0
동대문구,20180901,104050.0,107242.0
동대문구,20180902,77621.0,78655.0
동대문구,20180903,109196.0,111796.0
동대문구,20180904,118186.0,121275.0
동대문구,20180905,119574.0,122766.0
동대문구,20180906,119651.0,122741.0
동대문구,20180907,124723.0,128414.0
동대문구,20180908,110903.0,114787.0
동대문구,20180909,82372.0,83233.0
동대문구,20180910,118795.0,121821.0
동대문구,20180911,120829.0,124524.0
동대문구,20180912,121451.0,125094.0
동대문구,20180913,122650.0,125931.0
동대문구,20180914,126019.0,129745.0
동대문구,20180915,107517.0,110236.0
동대문구,20180916,80972.0,81682.0
동대문구,20180917,124101.0,128279.0
동대문구,20180918,123865.0,128768.0
동대문구,20180919,125732.0,130514.0
동대문구,20180920,122538.0,125900.0
동대문구,20180921,128995.0,133746.0
동대문구,20180922,100247.0,105677.0
동대문구,20180923,60418.0,63423.0
동대문구,20180924,46986.0,47042.0
동대문구,20180925,62099.0,60126.0
동대문구,20180926,71982.0,72354.0
동대문구,20180927,110757.0,113091.0
동대문구,20180928,117613.0,121108.0
동대문구,20180929,100260.0,102846.0
동대문구,20180930,75458.0,76315.0
동대문구,20181001,114262.0,117263.0
동대문구,20181002,118545.0,121247.0
동대문구,20181003,88292.0,90599.0
동대문구,20181004,117606.0,120189.0
동대문구,20181005,113010.0,115845.0
동대문구,20181006,89598.0,91246.0
동대문구,20181007,83712.0,84297.0
동대문구,20181008,118204.0,121084.0
동대문구,20181009,87195.0,88795.0
동대문구,20181010,116549.0,118926.0
동대문구,20181011,117559.0,119475.0
동대문구,20181012,122990.0,126712.0
동대문구,20181013,108074.0,110625.0
동대문구,20181014,82500.0,81912.0
동대문구,20181015,115405.0,118035.0
동대문구,20181016,117574.0,120580.0
동대문구,20181017,118171.0,121278.0
동대문구,20181018,120731.0,123165.0
동대문구,20181019,123566.0,126615.0
동대문구,20181020,108700.0,111020.0
동대문구,20181021,82394.0,82813.0
동대문구,20181022,116912.0,119508.0
동대문구,20181023,112338.0,115448.0
동대문구,20181024,118759.0,121467.0
동대문구,20181025,121639.0,124632.0
동대문구,20181026,116914.0,119591.0
동대문구,20181027,113018.0,115295.0
동대문구,20181028,76804.0,77745.0
동대문구,20181029,116691.0,119213.0
동대문구,20181030,117006.0,120114.0
동대문구,20181031,119839.0,122378.0
동대문구,20181101,119198.0,122037.0
동대문구,20181102,125277.0,128283.0
동대문구,20181103,111073.0,113708.0
동대문구,20181104,81327.0,81970.0
동대문구,20181105,116642.0,119154.0
동대문구,20181106,116808.0,119601.0
동대문구,20181107,114175.0,116686.0
동대문구,20181108,106817.0,108069.0
동대문구,20181109,124263.0,127415.0
동대문구,20181110,107478.0,110238.0
동대문구,20181111,77532.0,78505.0
동대문구,20181112,116565.0,118825.0
동대문구,20181113,117819.0,120649.0
동대문구,20181114,117815.0,120948.0
동대문구,20181115,118218.0,120980.0
동대문구,20181116,124234.0,126898.0
동대문구,20181117,106441.0,109018.0
동대문구,20181118,77713.0,79098.0
동대문구,20181119,114879.0,117392.0
동대문구,20181120,116954.0,119316.0
동대문구,20181121,114011.0,116786.0
동대문구,20181122,118101.0,120530.0
동대문구,20181123,122267.0,125002.0
동대문구,20181124,100101.0,102258.0
동대문구,20181125,78972.0,79667.0
동대문구,20181126,115351.0,118199.0
동대문구,20181127,114096.0,116354.0
동대문구,20181128,117267.0,119528.0
동대문구,20181129,116651.0,119187.0
동대문구,20181130,122536.0,125485.0
동대문구,20181201,106505.0,109197.0
동대문구,20181202,77849.0,78422.0
동대문구,20181203,106622.0,108490.0
동대문구,20181204,114719.0,117169.0
동대문구,20181205,115679.0,117775.0
동대문구,20181206,118593.0,121144.0
동대문구,20181207,116101.0,118562.0
동대문구,20181208,94569.0,96625.0
동대문구,20181209,68964.0,69180.0
동대문구,20181210,112267.0,114119.0
동대문구,20181211,114808.0,117187.0
동대문구,20181212,117443.0,119921.0
동대문구,20181213,115367.0,117526.0
동대문구,20181214,121252.0,123780.0
동대문구,20181215,108404.0,110567.0
동대문구,20181216,76240.0,76158.0
동대문구,20181217,116623.0,118747.0
동대문구,20181218,117639.0,119764.0
동대문구,20181219,118538.0,121606.0
동대문구,20181220,125693.0,128071.0
동대문구,20181221,128213.0,130303.0
동대문구,20181222,108694.0,111328.0
동대문구,20181223,80684.0,80636.0
동대문구,20181224,116265.0,118157.0
동대문구,20181225,81483.0,82806.0
동대문구,20181226,118739.0,121304.0
동대문구,20181227,107311.0,109324.0
동대문구,20181228,111135.0,112992.0
동대문구,20181229,92596.0,94780.0
동대문구,20181230,70929.0,71801.0
동대문구,20181231,111223.0,116001.0
동대문구,20190101,55708.0,54097.0
동대문구,20190102,108425.0,109952.0
동대문구,20190103,112841.0,114967.0
동대문구,20190104,118767.0,121863.0
동대문구,20190105,97997.0,100928.0
동대문구,20190106,73883.0,74189.0
동대문구,20190107,113374.0,115231.0
동대문구,20190108,113032.0,115602.0
동대문구,20190109,108145.0,110431.0
동대문구,20190110,114452.0,117231.0
동대문구,20190111,120899.0,124214.0
동대문구,20190112,102902.0,106437.0
동대문구,20190113,75601.0,75586.0
동대문구,20190114,109185.0,111459.0
동대문구,20190115,111490.0,114418.0
동대문구,20190116,111717.0,114257.0
동대문구,20190117,118053.0,120339.0
동대문구,20190118,122905.0,126621.0
동대문구,20190119,103421.0,106075.0
동대문구,20190120,77119.0,77126.0
동대문구,20190121,112647.0,114880.0
동대문구,20190122,118524.0,121368.0
동대문구,20190123,119052.0,121583.0
동대문구,20190124,119596.0,122123.0
동대문구,20190125,125727.0,129155.0
동대문구,20190126,106047.0,109229.0
동대문구,20190127,80601.0,80370.0
동대문구,20190128,118870.0,121806.0
동대문구,20190129,120282.0,123595.0
동대문구,20190130,122325.0,125614.0
동대문구,20190131,119953.0,123601.0
동대문구,20190201,122310.0,126755.0
동대문구,20190202,96640.0,102578.0
동대문구,20190203,58611.0,61237.0
동대문구,20190204,54179.0,56350.0
동대문구,20190205,44111.0,43054.0
동대문구,20190206,57691.0,57194.0
동대문구,20190207,103807.0,105177.0
동대문구,20190208,109908.0,111691.0
동대문구,20190209,95171.0,97969.0
동대문구,20190210,69692.0,69576.0
동대문구,20190211,112976.0,114749.0
동대문구,20190212,114568.0,116450.0
동대문구,20190213,115159.0,117673.0
동대문구,20190214,116949.0,119114.0
동대문구,20190215,119126.0,121446.0
동대문구,20190216,106185.0,108721.0
동대문구,20190217,78928.0,79273.0
동대문구,20190218,113722.0,115699.0
동대문구,20190219,106520.0,107881.0
동대문구,20190220,116196.0,119178.0
동대문구,20190221,117338.0,119507.0
동대문구,20190222,123848.0,125601.0
동대문구,20190223,109613.0,111826.0
동대문구,20190224,81090.0,81228.0
동대문구,20190225,116402.0,118029.0
동대문구,20190226,116761.0,119079.0
동대문구,20190227,118040.0,120712.0
동대문구,20190228,120367.0,124331.0
동대문구,20190301,96257.0,99522.0
동대문구,20190302,98481.0,99526.0
동대문구,20190303,77277.0,77072.0
동대문구,20190304,113757.0,116112.0
동대문구,20190305,113506.0,115758.0
동대문구,20190306,114779.0,116839.0
동대문구,20190307,120480.0,122905.0
동대문구,20190308,127296.0,129767.0
동대문구,20190309,109221.0,111866.0
동대문구,20190310,77928.0,79286.0
동대문구,20190311,117974.0,120671.0
동대문구,20190312,114482.0,116501.0
동대문구,20190313,116983.0,118687.0
동대문구,20190314,119971.0,121293.0
동대문구,20190315,124204.0,125764.0
동대문구,20190316,107407.0,109514.0
동대문구,20190317,85856.0,85089.0
동대문구,20190318,117967.0,120420.0
동대문구,20190319,119060.0,121274.0
동대문구,20190320,115552.0,117926.0
동대문구,20190321,118099.0,120413.0
동대문구,20190322,126034.0,127871.0
동대문구,20190323,100973.0,102826.0
동대문구,20190324,79202.0,80180.0
동대문구,20190325,116340.0,118737.0
동대문구,20190326,118480.0,121132.0
동대문구,20190327,117435.0,120064.0
동대문구,20190328,120191.0,122219.0
동대문구,20190329,126591.0,128560.0
동대문구,20190330,98851.0,100995.0
동대문구,20190331,76224.0,76972.0
동대문구,20190401,115937.0,118035.0
동대문구,20190402,117395.0,120080.0
동대문구,20190403,118385.0,120835.0
동대문구,20190404,118885.0,120202.0
동대문구,20190405,123733.0,126307.0
동대문구,20190406,100013.0,102133.0
동대문구,20190407,80655.0,82348.0
동대문구,20190408,117002.0,119577.0
동대문구,20190409,112925.0,115813.0
동대문구,20190410,111917.0,113835.0
동대문구,20190411,121715.0,124032.0
동대문구,20190412,126380.0,128711.0
동대문구,20190413,108462.0,110840.0
동대문구,20190414,69842.0,70528.0
동대문구,20190415,116737.0,118694.0
동대문구,20190416,117894.0,120078.0
동대문구,20190417,118938.0,121036.0
동대문구,20190418,115780.0,116641.0
동대문구,20190419,122403.0,124781.0
동대문구,20190420,106121.0,107456.0
동대문구,20190421,77487.0,77161.0
동대문구,20190422,116492.0,118138.0
동대문구,20190423,114776.0,116263.0
동대문구,20190424,116761.0,119014.0
동대문구,20190425,114584.0,116155.0
동대문구,20190426,121312.0,123189.0
동대문구,20190427,110999.0,113072.0
동대문구,20190428,80115.0,80557.0
동대문구,20190429,118002.0,120207.0
동대문구,20190430,122048.0,124560.0
동대문구,20190501,102969.0,105061.0
동대문구,20190502,120928.0,122036.0
동대문구,20190503,128206.0,128531.0
동대문구,20190504,109272.0,112319.0
동대문구,20190505,81389.0,80991.0
동대문구,20190506,85972.0,87383.0
동대문구,20190507,117383.0,119236.0
동대문구,20190508,117013.0,119125.0
동대문구,20190509,118787.0,120285.0
동대문구,20190510,124603.0,125953.0
동대문구,20190511,108740.0,109281.0
동대문구,20190512,81778.0,81486.0
동대문구,20190513,114816.0,116714.0
동대문구,20190514,117871.0,119780.0
동대문구,20190515,119820.0,121830.0
동대문구,20190516,118139.0,119673.0
동대문구,20190517,123540.0,124531.0
동대문구,20190518,106163.0,106831.0
동대문구,20190519,69246.0,69236.0
동대문구,20190520,116981.0,118807.0
동대문구,20190521,117340.0,119275.0
동대문구,20190522,117730.0,119155.0
동대문구,20190523,119025.0,119869.0
동대문구,20190524,123534.0,124557.0
동대문구,20190525,105874.0,107046.0
동대문구,20190526,78950.0,79307.0
동대문구,20190527,105411.0,106642.0
동대문구,20190528,119023.0,120841.0
동대문구,20190529,118485.0,120057.0
동대문구,20190530,117668.0,119437.0
동대문구,20190531,124603.0,126598.0
동대문구,20190601,106860.0,108497.0
동대문구,20190602,78601.0,78433.0
동대문구,20190603,114468.0,116703.0
동대문구,20190604,115036.0,116954.0
동대문구,20190605,120350.0,122199.0
동대문구,20190606,83662.0,85868.0
동대문구,20190607,110295.0,111753.0
동대문구,20190608,102193.0,103828.0
동대문구,20190609,73167.0,72359.0
동대문구,20190610,112008.0,113976.0
동대문구,20190611,115320.0,117155.0
동대문구,20190612,115246.0,117276.0
동대문구,20190613,116329.0,118003.0
동대문구,20190614,121359.0,123309.0
동대문구,20190615,104263.0,106090.0
동대문구,20190616,75664.0,75785.0
동대문구,20190617,113120.0,114862.0
동대문구,20190618,111373.0,113163.0
동대문구,20190619,114044.0,116136.0
동대문구,20190620,118481.0,119989.0
동대문구,20190621,121506.0,122844.0
동대문구,20190622,105736.0,106450.0
동대문구,20190623,77527.0,76952.0
동대문구,20190624,113335.0,114930.0
동대문구,20190625,114912.0,117063.0
동대문구,20190626,115926.0,118200.0
동대문구,20190627,113849.0,115640.0
동대문구,20190628,120814.0,122883.0
동대문구,20190629,97927.0,99651.0
동대문구,20190630,74968.0,74284.0
동대문구,20190701,112259.0,113524.0
동대문구,20190702,113462.0,115167.0
동대문구,20190703,113583.0,115886.0
동대문구,20190704,113661.0,115124.0
동대문구,20190705,118292.0,120332.0
동대문구,20190706,96686.0,98423.0
동대문구,20190707,74288.0,74217.0
동대문구,20190708,111903.0,113390.0
동대문구,20190709,113838.0,115796.0
동대문구,20190710,114350.0,116544.0
동대문구,20190711,114481.0,116358.0
동대문구,20190712,121215.0,123321.0
동대문구,20190713,99857.0,101503.0
동대문구,20190714,75392.0,74474.0
동대문구,20190715,107893.0,109280.0
동대문구,20190716,111408.0,113095.0
동대문구,20190717,113350.0,114664.0
동대문구,20190718,113932.0,115875.0
동대문구,20190719,118814.0,121029.0
동대문구,20190720,94424.0,96222.0
동대문구,20190721,70262.0,69684.0
동대문구,20190722,110950.0,112159.0
동대문구,20190723,109250.0,110909.0
동대문구,20190724,108670.0,110189.0
동대문구,20190725,107558.0,109605.0
동대문구,20190726,103889.0,105234.0
동대문구,20190727,93956.0,95701.0
동대문구,20190728,62642.0,62330.0
동대문구,20190729,109190.0,111579.0
동대문구,20190730,107258.0,109687.0
동대문구,20190731,100335.0,102801.0
동대문구,20190801,105397.0,107784.0
동대문구,20190802,109400.0,111676.0
동대문구,20190803,88023.0,89192.0
동대문구,20190804,69632.0,68498.0
동대문구,20190805,99849.0,100605.0
동대문구,20190806,102433.0,103736.0
동대문구,20190807,103047.0,104863.0
동대문구,20190808,106550.0,108805.0
동대문구,20190809,111647.0,113763.0
동대문구,20190810,90844.0,92703.0
동대문구,20190811,71017.0,70192.0
동대문구,20190812,99936.0,101353.0
동대문구,20190813,108205.0,109933.0
동대문구,20190814,109444.0,111439.0
동대문구,20190815,74067.0,75552.0
동대문구,20190816,109480.0,111349.0
동대문구,20190817,94777.0,96222.0
동대문구,20190818,73985.0,73173.0
동대문구,20190819,110383.0,112093.0
동대문구,20190820,111941.0,113973.0
동대문구,20190821,113458.0,114895.0
동대문구,20190822,112725.0,114532.0
동대문구,20190823,120692.0,122695.0
동대문구,20190824,102689.0,104190.0
동대문구,20190825,76281.0,75186.0
동대문구,20190826,113469.0,115715.0
동대문구,20190827,114541.0,116615.0
동대문구,20190828,116628.0,118586.0
동대문구,20190829,111473.0,113047.0
동대문구,20190830,123407.0,125689.0
동대문구,20190831,104452.0,107046.0
동대문구,20190901,77899.0,78422.0
동대문구,20190902,117962.0,120474.0
동대문구,20190903,121719.0,124533.0
동대문구,20190904,111387.0,113615.0
동대문구,20190905,113666.0,115586.0
동대문구,20190906,125889.0,128913.0
동대문구,20190907,72895.0,74109.0
동대문구,20190908,82041.0,84442.0
동대문구,20190909,124711.0,128454.0
동대문구,20190910,117524.0,121140.0
동대문구,20190911,127603.0,130750.0
동대문구,20190912,61863.0,64823.0
동대문구,20190913,47764.0,47346.0
동대문구,20190914,62408.0,61425.0
동대문구,20190915,67825.0,68400.0
동대문구,20190916,109040.0,111140.0
동대문구,20190917,114026.0,115670.0
동대문구,20190918,115766.0,117603.0
동대문구,20190919,116590.0,118019.0
동대문구,20190920,122781.0,123911.0
동대문구,20190921,104376.0,107395.0
동대문구,20190922,68309.0,68520.0
동대문구,20190923,114404.0,116550.0
동대문구,20190924,116032.0,117792.0
동대문구,20190925,118075.0,119923.0
동대문구,20190926,118372.0,120121.0
동대문구,20190927,123548.0,124903.0
동대문구,20190928,106789.0,107397.0
동대문구,20190929,78551.0,79052.0
동대문구,20190930,114928.0,117051.0
동대문구,20191001,115633.0,117949.0
동대문구,20191002,114425.0,115071.0
동대문구,20191003,89129.0,92166.0
동대문구,20191004,117987.0,119671.0
동대문구,20191005,106603.0,106453.0
동대문구,20191006,79056.0,79269.0
동대문구,20191007,103909.0,105637.0
동대문구,20191008,120439.0,122450.0
동대문구,20191009,93820.0,95954.0
동대문구,20191010,116479.0,118075.0
동대문구,20191011,121078.0,122406.0
동대문구,20191012,101667.0,102890.0
동대문구,20191013,76268.0,76090.0
동대문구,20191014,113425.0,116019.0
동대문구,20191015,116041.0,118305.0
동대문구,20191016,115687.0,117390.0
동대문구,20191017,116782.0,118603.0
동대문구,20191018,120623.0,122640.0
동대문구,20191019,107796.0,109300.0
동대문구,20191020,79663.0,79610.0
동대문구,20191021,114638.0,116841.0
동대문구,20191022,115543.0,117563.0
동대문구,20191023,116364.0,118094.0
동대문구,20191024,116724.0,118163.0
동대문구,20191025,126005.0,127711.0
동대문구,20191026,110439.0,112340.0
동대문구,20191027,82091.0,82404.0
동대문구,20191028,116559.0,119066.0
동대문구,20191029,116628.0,118937.0
동대문구,20191030,119014.0,121294.0
동대문구,20191031,119068.0,120933.0
동대문구,20191101,122748.0,124058.0
동대문구,20191102,106166.0,107466.0
동대문구,20191103,80167.0,80230.0
동대문구,20191104,116030.0,118352.0
동대문구,20191105,117600.0,119706.0
동대문구,20191106,116973.0,119217.0
동대문구,20191107,118378.0,120809.0
동대문구,20191108,121545.0,124013.0
동대문구,20191109,105315.0,106857.0
동대문구,20191110,79159.0,78959.0
동대문구,20191111,112858.0,114956.0
동대문구,20191112,116658.0,119353.0
동대문구,20191113,110522.0,112496.0
동대문구,20191114,112504.0,114452.0
동대문구,20191115,114168.0,115525.0
동대문구,20191116,103369.0,104942.0
동대문구,20191117,66582.0,66346.0
동대문구,20191118,112777.0,115198.0
동대문구,20191119,112310.0,113720.0
동대문구,20191120,111790.0,114288.0
동대문구,20191121,113883.0,116115.0
동대문구,20191122,117802.0,119679.0
동대문구,20191123,98677.0,101156.0
동대문구,20191124,69038.0,69685.0
동대문구,20191125,109999.0,111976.0
동대문구,20191126,114933.0,117420.0
동대문구,20191127,116743.0,119123.0
동대문구,20191128,117674.0,119554.0
동대문구,20191129,122611.0,124279.0
동대문구,20191130,105246.0,106397.0
동대문구,20191201,67415.0,67449.0
동대문구,20191202,111849.0,113767.0
동대문구,20191203,111556.0,113793.0
동대문구,20191204,115010.0,116695.0
동대문구,20191205,112335.0,113976.0
동대문구,20191206,114641.0,115175.0
동대문구,20191207,100901.0,102400.0
동대문구,20191208,76025.0,76001.0
