일시,광진구,동대문구,성동구,중랑구,광진구_따릉이대여소,동대문구_따릉이대여소,성동구_따릉이대여소,중랑구_따릉이대여소,광진구_하차총승객수_mean,광진구_하차총승객수_sum,광진구_하차총승객수_size,동대문구_하차총승객수_mean,동대문구_하차총승객수_sum,동대문구_하차총승객수_size,성동구_하차총승객수_mean,성동구_하차총승객수_sum,성동구_하차총승객수_size,중랑구_하차총승객수_mean,중랑구_하차총승객수_sum,중랑구_하차총승객수_size
20181122,3.77,2.26,3.058,1.514,50,49,56,49,164.5148095909732,116641.0,709.0,189.2618683001532,247176.0,1306.0,136.41309012875536,127137.0,932.0,115.95292439372324,162566.0,1402.0
20181123,3.752,2.17,3.04,1.462,50,49,56,49,166.02560455192034,116716.0,703.0,185.7419601837672,242579.0,1306.0,134.4523043944266,125444.0,933.0,115.08185053380782,161690.0,1405.0
20181124,1.44,0.702,1.012,0.57,50,49,56,49,128.74576271186442,91152.0,708.0,141.78001549186678,183038.0,1291.0,97.19614147909968,90684.0,933.0,89.19729344729345,125233.0,1404.0
20181125,2.636,1.4,1.922,0.936,50,49,56,49,98.234375,69157.0,704.0,105.46542346542348,135734.0,1287.0,72.68186753528774,66940.0,921.0,64.82234957020057,90492.0,1396.0
20181126,4.074,2.472,2.99,1.398,50,49,56,49,158.3512747875354,111796.0,706.0,180.8728943338438,236220.0,1306.0,130.068669527897,121224.0,932.0,111.9472182596291,156950.0,1402.0
20181127,3.648,2.218,2.886,1.464,50,49,56,49,160.1184767277856,113524.0,709.0,182.9969372128637,238994.0,1306.0,131.24356223175965,122319.0,932.0,112.57744468236972,157721.0,1401.0
20181128,3.918,2.304,2.916,1.486,50,49,56,49,162.4449152542373,115011.0,708.0,185.37949502677887,242291.0,1307.0,134.112660944206,124993.0,932.0,114.74324324324324,161329.0,1406.0
20181129,3.72,2.21,2.878,1.444,50,49,56,49,158.33614627285513,112577.0,711.0,184.8866768759571,241462.0,1306.0,132.16845493562232,123181.0,932.0,112.27524893314369,157859.0,1406.0
20181130,3.522,2.206,2.878,1.47,50,49,56,49,162.5203366058906,115877.0,713.0,186.63504208110177,243932.0,1307.0,133.33510638297872,125335.0,940.0,115.00071073205402,161806.0,1407.0
20181201,2.986,1.746,2.424,1.366,50,49,56,49,124.74405594405594,89192.0,715.0,141.15879163439195,182236.0,1291.0,96.29348986125932,90227.0,937.0,84.97934472934473,119311.0,1404.0
20181202,2.892,1.612,2.164,1.138,50,49,56,49,97.23762376237624,68747.0,707.0,104.65658914728682,135007.0,1290.0,71.15301724137932,66030.0,928.0,64.8558106169297,90409.0,1394.0
20181203,1.4,0.682,1.112,0.438,50,49,56,49,154.49718309859156,109693.0,710.0,174.08282208588955,227004.0,1304.0,126.4726688102894,117999.0,933.0,109.08798283261802,152505.0,1398.0
20181204,2.548,1.52,2.134,1.08,50,49,56,49,157.96652719665272,113262.0,717.0,183.52792654934964,239871.0,1307.0,131.7147435897436,123285.0,936.0,113.16002844950214,159103.0,1406.0
20181205,3.132,1.878,2.342,1.174,50,49,56,49,159.18105849582173,114292.0,718.0,184.71745788667687,241241.0,1306.0,132.63101604278074,124010.0,935.0,114.1104775481112,160097.0,1403.0
20181206,2.986,1.81,2.408,1.192,50,49,56,49,158.2709497206704,113322.0,716.0,183.75880551301685,239989.0,1306.0,131.27777777777777,122876.0,936.0,112.59814418272664,157750.0,1401.0
20181207,1.988,1.188,1.522,0.828,50,49,56,49,162.57102672292547,115588.0,711.0,180.99770466717675,236564.0,1307.0,130.4162219850587,122200.0,937.0,111.58919687277896,157006.0,1407.0
20181208,1.306,0.83,0.862,0.538,50,49,56,49,117.96218487394958,84225.0,714.0,129.81099922540668,167586.0,1291.0,89.48239060832444,83845.0,937.0,81.04211277658816,113540.0,1401.0
20181209,1.252,0.698,0.818,0.51,50,49,56,49,91.48158640226627,64586.0,706.0,95.16108949416342,122282.0,1285.0,64.98272138228941,60174.0,926.0,60.848310567936736,84640.0,1391.0
20181210,2.194,1.364,1.75,0.862,50,49,56,49,157.03661971830985,111496.0,710.0,178.25823754789272,232627.0,1305.0,127.5,118575.0,930.0,111.0958512160229,155312.0,1398.0
20181211,2.564,1.522,2.186,1.024,50,49,56,49,158.182841068917,112468.0,711.0,181.8021472392638,237070.0,1304.0,129.9776357827476,122049.0,939.0,111.40071174377223,156518.0,1405.0
20181212,2.372,1.482,2.018,0.892,50,49,56,49,162.3687150837989,116256.0,716.0,185.18606431852987,241853.0,1306.0,133.32904608788854,124396.0,933.0,114.41553813257306,160525.0,1403.0
20181213,1.508,0.964,1.28,0.666,50,49,56,49,161.5963687150838,115703.0,716.0,185.48928024502297,242249.0,1306.0,134.45891141942369,125988.0,937.0,115.21961620469084,162114.0,1407.0
20181214,1.826,1.176,1.648,0.792,50,49,56,49,164.76363636363635,117806.0,715.0,184.26283524904213,240463.0,1305.0,134.0405117270789,125730.0,938.0,114.4608262108262,160703.0,1404.0
20181215,1.562,1.108,1.136,0.672,50,49,56,49,125.59861111111113,90431.0,720.0,141.27872670807454,181967.0,1288.0,95.01172707889124,89121.0,938.0,88.1240199572345,123638.0,1403.0
20181216,1.286,0.942,1.082,0.604,50,49,56,49,95.78028169014084,68004.0,710.0,102.3372274143302,131401.0,1284.0,68.93003229278794,64036.0,929.0,64.97785714285715,90969.0,1400.0
20181217,2.158,1.324,1.978,0.872,50,49,56,49,155.938202247191,111028.0,712.0,176.94482758620688,230913.0,1305.0,128.83655913978495,119818.0,930.0,107.78658101356174,151009.0,1401.0
20181218,2.522,1.62,2.156,0.91,50,49,56,49,157.81005586592178,112992.0,716.0,181.75938697318009,237196.0,1305.0,129.80085197018104,121883.0,939.0,110.21602288984263,154082.0,1398.0
20181219,2.65,1.634,2.342,1.0,50,49,56,49,160.0909090909091,114465.0,715.0,182.6071975497703,238485.0,1306.0,132.54322305229456,124193.0,937.0,110.95367070563078,155668.0,1403.0
20181220,2.64,1.744,2.458,1.058,50,49,56,49,179.6643550624133,129538.0,721.0,203.6761102603369,266001.0,1306.0,148.11489361702127,139228.0,940.0,123.5181236673774,173790.0,1407.0
20181221,2.648,1.674,2.472,1.094,50,49,56,49,165.3351877607789,118876.0,719.0,187.0956388676358,244534.0,1307.0,136.4813233724653,127883.0,937.0,112.61968838526911,159019.0,1412.0
20181222,1.958,1.312,1.516,0.952,50,49,56,49,130.12831241283124,93302.0,717.0,144.2747678018576,186403.0,1292.0,97.70971184631804,91554.0,937.0,89.41559370529328,125003.0,1398.0
20181223,1.6,1.09,1.198,0.74,50,49,56,49,97.69546742209631,68973.0,706.0,103.94314641744548,133463.0,1284.0,68.83836206896552,63882.0,928.0,63.65858873841768,89313.0,1403.0
20181224,1.872,1.068,1.752,0.86,50,49,56,49,155.6216596343179,110647.0,711.0,173.947932618683,227176.0,1306.0,124.36034115138592,116650.0,938.0,108.37695590327168,152378.0,1406.0
20181225,1.502,0.93,1.162,0.708,50,49,56,49,103.35734463276836,73177.0,708.0,110.06821705426356,141988.0,1290.0,72.85974304068523,68051.0,934.0,69.40830945558739,96894.0,1396.0
20181226,2.162,1.274,1.766,0.894,50,49,56,49,158.18741258741258,113104.0,715.0,176.76587605202755,231033.0,1307.0,130.6812834224599,122187.0,935.0,109.81468282252315,154070.0,1403.0
20181227,1.406,0.768,1.12,0.64,50,49,56,49,153.36820083682008,109965.0,717.0,168.34712643678162,219693.0,1305.0,125.43009605122732,117528.0,937.0,105.62775800711744,148407.0,1405.0
20181228,1.158,0.712,1.124,0.526,50,49,56,49,157.00280504908835,111943.0,713.0,170.46442234123947,222797.0,1307.0,127.04055496264677,119037.0,937.0,106.7455579246624,150191.0,1407.0
20181229,0.956,0.59,0.726,0.462,50,49,56,49,113.36185133239832,80827.0,713.0,119.7420604182804,154587.0,1291.0,84.12098501070663,78569.0,934.0,78.04008589835361,109022.0,1397.0
20181230,0.998,0.56,0.746,0.46,50,49,56,49,90.14851485148516,63735.0,707.0,94.94790046656298,122103.0,1286.0,63.75323275862069,59163.0,928.0,61.31893448524118,85172.0,1389.0
20181231,1.394,0.828,1.206,0.604,50,49,56,49,147.22379603399435,103940.0,706.0,160.80306513409965,209848.0,1305.0,114.54019292604502,106866.0,933.0,100.50322118826055,140403.0,1397.0
20190101,1.108,0.618,0.744,0.47,51,50,56,49,79.3870523415978,57635.0,726.0,73.1609375,93646.0,1280.0,51.97939262472885,47925.0,922.0,47.74584837545127,66128.0,1385.0
20190102,1.678,1.066,1.514,0.696,51,50,56,49,153.4002751031637,111522.0,727.0,159.98153846153846,207976.0,1300.0,118.91926803013992,110476.0,929.0,100.73823109843082,141235.0,1402.0
20190103,1.906,1.232,1.78,0.762,51,50,56,49,155.6763085399449,113021.0,726.0,165.91027607361963,216347.0,1304.0,123.29126213592232,114291.0,927.0,103.6077032810271,145258.0,1402.0
20190104,2.194,1.202,1.862,0.848,51,50,56,49,159.75,116298.0,728.0,169.38343558282207,220876.0,1304.0,124.5668103448276,115598.0,928.0,105.06281227694504,147193.0,1401.0
20190105,1.598,0.912,1.094,0.748,51,50,56,49,122.66483516483515,89300.0,728.0,130.94483294483294,168526.0,1287.0,88.14886731391586,81714.0,927.0,79.87919942816298,111751.0,1399.0
20190106,1.398,0.87,1.018,0.604,51,50,56,49,95.25069252077564,68771.0,722.0,97.00624512099922,124265.0,1281.0,65.40238611713666,60301.0,922.0,61.77674084709261,86055.0,1393.0
20190107,2.018,1.164,1.716,0.806,51,50,56,49,155.35068493150686,113406.0,730.0,165.62442396313364,215643.0,1302.0,122.44,113257.0,925.0,103.13908701854494,144601.0,1402.0
20190108,1.944,1.07,1.68,0.816,51,50,56,49,157.4504132231405,114309.0,726.0,167.9247311827957,218638.0,1302.0,123.65086206896552,114748.0,928.0,103.6593014967926,145434.0,1403.0
20190109,1.944,1.062,1.666,0.792,51,50,56,49,155.2876712328767,113360.0,730.0,164.8541826554106,214805.0,1303.0,122.50377562028048,113561.0,927.0,103.14785714285716,144407.0,1400.0
20190110,2.138,1.22,1.87,0.892,51,50,56,49,157.17994505494505,114427.0,728.0,167.79447852760737,218804.0,1304.0,124.72521551724138,115745.0,928.0,104.21270521056388,146002.0,1401.0
20190111,2.396,1.356,2.064,1.018,51,50,56,49,159.39699863574353,116838.0,733.0,171.09600614439324,222767.0,1302.0,126.86961206896552,117735.0,928.0,105.6460113960114,148327.0,1404.0
20190112,1.908,1.054,1.268,0.798,51,50,56,49,123.077975376197,89970.0,731.0,131.02954898911352,168504.0,1286.0,89.34344528710726,82464.0,923.0,80.9243397573162,113375.0,1401.0
20190113,1.576,0.862,1.034,0.69,51,50,56,49,94.52486187845304,68436.0,724.0,96.72464898595943,124001.0,1282.0,64.00541711809318,59077.0,923.0,59.68165596002855,83614.0,1401.0
20190114,1.874,1.064,1.616,0.668,51,50,56,49,153.75619834710744,111627.0,726.0,163.1564417177914,212756.0,1304.0,120.76839826839829,111590.0,924.0,101.21026372059872,141998.0,1403.0
20190115,1.798,1.046,1.566,0.67,51,50,56,49,155.93112947658403,113206.0,726.0,167.63343558282207,218594.0,1304.0,123.83063646170444,114791.0,927.0,103.35994297933,145014.0,1403.0
20190116,2.006,1.068,1.614,0.752,51,50,56,49,156.80578512396696,113841.0,726.0,168.25652841781874,219070.0,1302.0,123.87176724137932,114953.0,928.0,103.53109363831308,144840.0,1399.0
20190117,2.214,1.244,1.9,0.894,51,50,56,49,156.9793388429752,113967.0,726.0,168.0928626247122,219025.0,1303.0,124.54153182308522,115450.0,927.0,103.48042704626334,145390.0,1405.0
20190118,2.266,1.36,1.91,0.864,51,50,56,49,159.8986301369863,116726.0,730.0,171.35533384497313,223276.0,1303.0,126.7491926803014,117750.0,929.0,105.14387464387464,147622.0,1404.0
20190119,1.924,1.016,1.326,0.782,51,50,56,49,123.40082079343364,90206.0,731.0,132.20325833979828,170410.0,1289.0,88.83926645091694,82354.0,927.0,80.74357142857143,113041.0,1400.0
20190120,1.486,0.818,0.932,0.678,51,50,56,49,96.33655172413792,69844.0,725.0,99.82982045277129,127882.0,1281.0,66.27982646420824,61110.0,922.0,62.673395818312905,86928.0,1387.0
20190121,1.972,1.28,1.75,0.766,51,50,56,49,153.4387895460798,111550.0,727.0,162.7542242703533,211906.0,1302.0,120.64293419633223,111836.0,927.0,101.43326195574588,142108.0,1401.0
20190122,2.326,1.408,2.064,0.94,51,50,56,49,154.33378932968537,112818.0,731.0,168.46963873943122,219179.0,1301.0,123.91693635382956,114871.0,927.0,102.42307692307692,143802.0,1404.0
20190123,2.314,1.244,2.022,0.842,51,50,56,49,158.50617283950618,115551.0,729.0,170.12913143735588,221338.0,1301.0,124.70150862068964,115723.0,928.0,104.69329529243936,146780.0,1402.0
20190124,2.242,1.394,2.146,0.96,51,50,56,49,156.8986301369863,114536.0,730.0,168.75748273215655,219891.0,1303.0,124.5123789020452,115672.0,929.0,103.52040085898354,144618.0,1397.0
20190125,2.224,1.29,1.804,0.854,51,50,56,49,161.1687242798354,117492.0,729.0,172.92638036809817,225496.0,1304.0,128.88038793103448,119601.0,928.0,106.40769779044903,149290.0,1403.0
20190126,1.646,0.974,1.278,0.768,51,50,56,49,126.27134986225896,91673.0,726.0,135.4957331264546,174654.0,1289.0,91.49137931034484,84904.0,928.0,82.30434782608695,115473.0,1403.0
20190127,1.564,0.956,1.152,0.58,51,50,56,49,97.55739972337484,70534.0,723.0,102.15444617784712,130962.0,1282.0,66.90712742980561,61956.0,926.0,62.18790496760259,86379.0,1389.0
20190128,1.966,1.22,1.814,0.808,51,50,56,49,155.880658436214,113637.0,729.0,168.61579754601226,219875.0,1304.0,124.72216216216216,115368.0,925.0,102.61340941512124,143864.0,1402.0
20190129,2.248,1.484,2.036,0.932,51,50,56,49,156.63474692202462,114500.0,731.0,171.21779141104295,223268.0,1304.0,126.86975242195908,117862.0,929.0,103.55152807391612,145697.0,1407.0
20190130,2.534,1.402,2.118,1.052,51,50,56,49,162.8710562414266,118733.0,729.0,177.73615384615383,231057.0,1300.0,130.51668460710442,121250.0,929.0,108.68217609162492,151829.0,1397.0
20190131,2.028,1.332,1.878,0.844,51,50,56,49,160.9217032967033,117151.0,728.0,174.82461538461538,227272.0,1300.0,129.8837459634015,120662.0,929.0,106.77706552706552,149915.0,1404.0
20190201,2.162,1.214,1.764,0.854,51,50,56,49,163.11157024793388,118419.0,726.0,173.64055299539172,226080.0,1302.0,128.9665587918015,119552.0,927.0,108.66737891737893,152569.0,1404.0
20190202,1.66,0.966,1.324,0.736,51,50,56,49,111.97950819672133,81969.0,732.0,125.10920436817472,160390.0,1282.0,83.66127292340884,77554.0,927.0,79.36762589928057,110321.0,1390.0
20190203,0.254,0.182,0.188,0.13,51,50,56,49,76.28155339805825,54999.0,721.0,80.76053042121684,103535.0,1282.0,56.18043478260869,51686.0,920.0,54.25487364620938,75143.0,1385.0
20190204,0.95,0.646,0.774,0.602,51,50,56,49,62.18715083798882,44526.0,716.0,67.27594339622641,85575.0,1272.0,44.72559652928417,41237.0,922.0,45.14774381368268,62033.0,1374.0
20190205,1.058,0.602,0.976,0.564,51,50,56,49,56.57082748948107,40335.0,713.0,56.07698350353496,71386.0,1273.0,38.574421168687984,34987.0,907.0,41.11184210526316,56241.0,1368.0
20190206,1.606,0.854,1.252,0.766,51,50,56,49,77.67445054945055,56547.0,728.0,74.55886970172685,94988.0,1274.0,51.3528773072747,47296.0,921.0,50.06879073135409,69145.0,1381.0
20190207,1.768,0.944,1.468,0.726,51,50,56,49,149.9672131147541,109776.0,732.0,155.90636991557943,203146.0,1303.0,116.96753246753246,108078.0,924.0,101.18051575931231,141248.0,1396.0
20190208,1.808,0.988,1.462,0.742,51,50,56,49,156.64295485636114,114506.0,731.0,162.7052954719877,212005.0,1303.0,122.37432578209275,113441.0,927.0,105.576512455516,148335.0,1405.0
20190209,1.518,0.862,1.17,0.72,51,50,56,49,122.86795048143054,89325.0,727.0,130.1430793157076,167364.0,1286.0,88.48380129589633,81936.0,926.0,81.26967095851217,113615.0,1398.0
20190210,1.172,0.712,0.798,0.556,51,50,56,49,94.3181818181818,68475.0,726.0,94.79358874120406,121241.0,1279.0,64.00433839479393,59012.0,922.0,60.65373563218391,84430.0,1392.0
20190211,2.042,1.202,1.624,0.774,51,50,56,49,158.45228215767634,114561.0,723.0,168.42133537989255,219453.0,1303.0,123.19222462203024,114076.0,926.0,106.94436519258204,149936.0,1402.0
20190212,2.286,1.32,1.87,0.884,51,50,56,49,158.63287671232877,115802.0,730.0,170.30007674597084,221901.0,1303.0,126.0182992465016,117071.0,929.0,108.14030064423766,151072.0,1397.0
20190213,2.226,1.302,1.994,0.858,51,50,56,49,162.77685950413223,118176.0,726.0,172.60261337432743,224556.0,1301.0,128.32686084142395,118959.0,927.0,109.621698786581,153580.0,1401.0
20190214,2.292,1.268,2.012,0.804,51,50,56,49,160.3656207366985,117548.0,733.0,172.06067588325652,224023.0,1302.0,127.83512931034484,118631.0,928.0,109.04125177809388,153312.0,1406.0
20190215,1.134,0.664,1.12,0.456,51,50,56,49,165.03287671232877,120474.0,730.0,174.42977743668456,227282.0,1303.0,131.1885775862069,121743.0,928.0,110.23328591749645,154988.0,1406.0
20190216,1.596,0.994,1.228,0.706,51,50,56,49,134.16643741403027,97539.0,727.0,139.83294483294483,179965.0,1287.0,96.22702702702702,89010.0,925.0,86.82537419814683,121816.0,1403.0
20190217,1.742,0.914,1.438,0.75,51,50,56,49,103.37741046831955,75052.0,726.0,104.33255451713396,133963.0,1284.0,70.97828447339847,65371.0,921.0,66.25321888412017,92622.0,1398.0
20190218,2.304,1.478,2.086,0.868,51,50,56,49,158.82216142270863,116099.0,731.0,169.82321291314375,220940.0,1301.0,125.14439655172414,116134.0,928.0,106.19115549215408,148880.0,1402.0
20190219,1.398,0.918,1.098,0.578,51,50,56,49,159.63315217391303,117490.0,736.0,168.544128933231,219613.0,1303.0,126.3771551724138,117278.0,928.0,107.14245014245014,150428.0,1404.0
20190220,2.302,1.45,2.014,0.968,51,50,56,49,164.939477303989,119911.0,727.0,176.0529547198772,229397.0,1303.0,128.79418103448276,119521.0,928.0,108.97157071783936,153323.0,1407.0
20190221,2.736,1.52,2.218,1.022,51,50,56,49,163.01508916323732,118838.0,729.0,172.67484662576686,225168.0,1304.0,128.42349137931035,119177.0,928.0,109.89372325249644,154071.0,1402.0
20190222,2.61,1.468,2.26,1.014,51,50,56,49,167.86301369863014,122540.0,730.0,178.81901840490798,233180.0,1304.0,130.36490850376748,121109.0,929.0,110.7508896797153,155605.0,1405.0
20190223,3.04,1.672,2.418,1.104,51,50,56,49,135.12482853223594,98506.0,729.0,142.47944142746314,183656.0,1289.0,99.19805194805195,91659.0,924.0,89.69098712446352,125388.0,1398.0
20190224,3.004,1.418,2.23,1.048,51,50,56,49,105.55922865013774,76636.0,726.0,108.35225505443236,139341.0,1286.0,72.82702702702703,67365.0,925.0,66.93620071684587,93376.0,1395.0
20190225,2.842,1.648,2.36,1.106,51,50,56,49,162.22696011004126,117939.0,727.0,171.02229054573405,222500.0,1301.0,125.71844660194176,116541.0,927.0,106.91945830363508,150008.0,1403.0
20190226,3.36,1.896,2.978,1.304,51,50,56,49,160.890560875513,117611.0,731.0,171.6922486569455,223715.0,1303.0,127.78771551724138,118587.0,928.0,107.74643874643874,151276.0,1404.0
20190227,3.522,2.004,2.962,1.404,51,50,56,49,164.119341563786,119643.0,729.0,173.4228702993093,225970.0,1303.0,129.9105603448276,120557.0,928.0,108.77920227920228,152726.0,1404.0
20190228,3.254,1.888,2.682,1.388,51,50,56,49,164.9768076398363,120928.0,733.0,174.86876438986954,227854.0,1303.0,129.62135922330097,120159.0,927.0,109.3423487544484,153626.0,1405.0
20190301,2.734,1.512,2.108,1.142,51,50,56,49,115.5315934065934,84107.0,728.0,122.012470771629,156542.0,1283.0,82.41774891774892,76154.0,924.0,74.06832740213522,104066.0,1405.0
20190302,3.07,1.648,2.22,1.162,51,50,56,49,125.54258241758242,91395.0,728.0,133.27583527583528,171526.0,1287.0,89.67098166127292,83125.0,927.0,82.60760401721664,115155.0,1394.0
20190303,3.214,1.666,2.32,1.294,51,50,56,49,105.38213762811128,71976.0,683.0,108.89204545454544,134155.0,1232.0,71.25,64980.0,912.0,70.06563706563706,90735.0,1295.0
20190304,3.62,2.096,2.592,1.404,51,50,56,49,167.96016483516485,122275.0,728.0,185.93701996927803,242090.0,1302.0,133.5059331175836,123760.0,927.0,116.87232524964335,163855.0,1402.0
20190305,3.236,1.9,2.552,1.184,51,50,56,49,167.12087912087912,121664.0,728.0,186.35176651305684,242630.0,1302.0,132.20172599784252,122551.0,927.0,115.50107066381156,161817.0,1401.0
20190306,3.29,2.092,2.566,1.286,51,50,56,49,169.2798353909465,123405.0,729.0,187.53261703760552,244355.0,1303.0,134.07650862068965,124423.0,928.0,116.8903133903134,164114.0,1404.0
20190307,4.146,2.246,3.248,1.594,51,50,56,49,170.1436388508892,124375.0,731.0,189.2311827956989,246379.0,1302.0,133.71197411003237,123951.0,927.0,114.96370106761566,161524.0,1405.0
20190308,4.034,2.206,3.506,1.6,51,50,56,49,173.01909959072304,126823.0,733.0,189.2471220260936,246589.0,1303.0,137.32181425485962,127160.0,926.0,116.26173541963016,163464.0,1406.0
20190309,4.272,2.164,3.21,1.518,51,50,56,49,138.60356652949247,101042.0,729.0,146.02797202797203,187938.0,1287.0,100.99137931034484,93720.0,928.0,89.18368794326241,125749.0,1410.0
20190310,4.158,1.888,3.21,1.534,51,50,56,49,103.64285714285714,75452.0,728.0,105.44133644133645,135703.0,1287.0,71.63675675675675,66264.0,925.0,65.59110473457676,91434.0,1394.0
20190311,3.746,2.256,3.156,1.544,51,50,56,49,165.26373626373626,120312.0,728.0,184.7344589409056,240709.0,1303.0,129.6569579288026,120192.0,927.0,114.33547925608012,159841.0,1398.0
20190312,3.126,1.898,2.646,1.192,51,50,56,49,165.67078189300412,120774.0,729.0,185.73312883435585,242196.0,1304.0,130.88146551724137,121458.0,928.0,115.5480631276901,161074.0,1394.0
20190313,3.688,2.04,2.972,1.328,51,50,56,49,168.99725274725276,123030.0,728.0,188.0361260568793,244635.0,1301.0,133.2508073196986,123790.0,929.0,115.69586894586897,162437.0,1404.0
20190314,4.138,2.24,3.17,1.492,51,50,56,49,167.32147742818057,122312.0,731.0,187.2463545663853,243982.0,1303.0,131.6254036598493,122280.0,929.0,115.22388059701493,162120.0,1407.0
20190315,2.772,1.568,1.998,0.988,51,50,56,49,169.81755829903975,123797.0,729.0,185.80368098159508,242288.0,1304.0,133.08629989212514,123371.0,927.0,115.96935138987884,162705.0,1403.0
20190316,3.336,1.872,2.676,1.336,51,50,56,49,136.13835616438357,99381.0,730.0,145.6298600311042,187280.0,1286.0,98.53987068965516,91445.0,928.0,88.1300929235168,123294.0,1399.0
20190317,4.762,2.314,4.06,1.73,51,50,56,49,99.9764542936288,72183.0,722.0,108.45291828793776,139362.0,1285.0,70.40195016251354,64981.0,923.0,66.54656160458453,92899.0,1396.0
20190318,4.776,2.686,3.698,1.656,51,50,56,49,164.4281805745554,120197.0,731.0,183.16973886328725,238487.0,1302.0,129.2850971922246,119718.0,926.0,111.83772241992882,157132.0,1405.0
20190319,5.388,3.138,4.016,1.898,51,50,56,49,166.7239010989011,121375.0,728.0,186.91947852760737,243743.0,1304.0,132.95150862068965,123379.0,928.0,114.40442225392296,160395.0,1402.0
20190320,2.252,1.24,1.57,0.878,51,50,56,49,165.28257887517148,120491.0,729.0,185.5949269792468,241459.0,1301.0,131.70797413793105,122225.0,928.0,114.99713261648743,160421.0,1395.0
20190321,3.456,1.944,2.718,1.136,51,50,56,49,168.02479338842974,121986.0,726.0,186.3494623655914,242627.0,1302.0,132.24784482758622,122726.0,928.0,114.77437722419928,161258.0,1405.0
20190322,4.06,2.498,3.156,1.594,51,50,56,49,170.52868852459017,124827.0,732.0,187.38726993865032,244353.0,1304.0,134.6885775862069,124991.0,928.0,116.2747330960854,163366.0,1405.0
20190323,2.664,1.632,2.11,1.138,51,50,56,49,131.01513067400276,95248.0,727.0,138.6560559006211,178589.0,1288.0,96.2365010799136,89115.0,926.0,85.38241601143675,119450.0,1399.0
20190324,4.184,2.072,3.1,1.456,51,50,56,49,105.98758620689657,76841.0,725.0,107.30607476635514,137781.0,1284.0,73.40151515151516,67823.0,924.0,65.95057306590257,92067.0,1396.0
20190325,4.564,2.55,3.426,1.522,51,50,56,49,162.35342465753425,118518.0,730.0,182.4167306216424,237689.0,1303.0,128.57974137931035,119322.0,928.0,112.63187991422444,157572.0,1399.0
20190326,5.606,3.016,4.2,1.972,51,50,56,49,164.98767123287672,120441.0,730.0,185.8227168073676,242127.0,1303.0,132.0530303030303,122017.0,924.0,113.66142857142856,159126.0,1400.0
20190327,4.836,2.692,3.518,1.744,51,50,56,49,168.47592847317745,122482.0,727.0,187.204754601227,244115.0,1304.0,131.95909580193756,122590.0,929.0,114.8716119828816,161050.0,1402.0
20190328,5.4,2.948,3.654,1.862,51,50,56,49,167.05486968449932,121783.0,729.0,187.19109746738297,243910.0,1303.0,131.93211206896552,122433.0,928.0,114.3328581610834,160409.0,1403.0
20190329,5.732,2.966,4.564,2.1,51,50,56,49,170.7129120879121,124279.0,728.0,187.85889570552143,244968.0,1304.0,136.19375672766415,126524.0,929.0,115.93309608540925,162886.0,1405.0
20190330,1.512,0.9,1.23,0.634,51,50,56,49,126.09028727770178,92172.0,731.0,136.9208688906129,176491.0,1289.0,94.16936353829556,87295.0,927.0,84.86944045911048,118308.0,1394.0
20190331,2.91,1.54,2.008,1.012,51,50,56,49,102.58206896551724,74372.0,725.0,104.9171875,134294.0,1280.0,73.17316017316017,67612.0,924.0,66.1941049604601,92076.0,1391.0
20190401,5.068,2.754,3.784,1.738,51,50,56,49,162.0480109739369,118133.0,729.0,182.6062931696086,237936.0,1303.0,128.20581896551724,118975.0,928.0,111.7079772079772,156838.0,1404.0
20190402,5.508,2.894,4.188,1.892,51,50,56,49,163.35646258503402,120067.0,735.0,185.84432515337423,242341.0,1304.0,130.6530172413793,121246.0,928.0,112.7660485021398,158098.0,1402.0
20190403,5.532,2.932,4.316,2.064,51,50,56,49,167.15047879616964,122187.0,731.0,186.16436251920123,242386.0,1302.0,131.53125,122061.0,928.0,113.56929637526652,159792.0,1407.0
20190404,6.162,3.18,4.572,2.162,51,50,56,49,166.71056241426612,121532.0,729.0,185.46810146041503,241294.0,1301.0,131.11099137931035,121671.0,928.0,112.91233071988596,158416.0,1403.0
20190405,6.054,2.996,4.592,1.878,51,50,56,49,169.85909712722298,124167.0,731.0,186.26917177914112,242895.0,1304.0,133.23358449946178,123774.0,929.0,115.06041222459132,161890.0,1407.0
20190406,3.398,1.726,2.404,1.144,51,50,56,49,132.7760989010989,96661.0,728.0,140.5194099378882,180989.0,1288.0,96.3459051724138,89409.0,928.0,83.89942938659058,117627.0,1402.0
20190407,7.436,3.206,6.056,2.452,51,50,56,49,117.18257261410788,84723.0,723.0,115.4580745341615,148710.0,1288.0,80.11904761904762,74030.0,924.0,69.06527977044476,96277.0,1394.0
20190408,6.604,3.686,5.156,2.308,51,50,56,49,164.06593406593407,119440.0,728.0,183.62442396313364,239079.0,1302.0,129.1956756756757,119506.0,925.0,111.88357142857144,156637.0,1400.0
20190409,3.432,1.85,2.348,1.126,51,50,56,49,162.95586206896553,118143.0,725.0,183.6968534151957,239357.0,1303.0,130.92672413793105,121500.0,928.0,112.01635846372687,157495.0,1406.0
20190410,3.288,1.894,2.71,1.178,51,50,56,49,164.38987688098496,120169.0,731.0,183.829754601227,239714.0,1304.0,131.1477885652643,121574.0,927.0,112.9169034090909,158987.0,1408.0
