일시,광진구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20180625,5.752,233364.0,230863.0,27.1,21.3,32.9,0.0,0.0,3.2,1.2,57.1,0.0,0.0,50,115761.0,163.50423728813558,708.0
20180626,0.74,211366.0,208050.0,22.3,20.2,26.9,20.17,71.5,5.7,2.4,88.3,0.0,0.97,50,107489.0,152.25070821529744,706.0
20180627,4.816,232741.0,230319.0,22.3,19.1,25.5,8.83,1.0,4.5,2.0,81.9,0.0,0.0,50,116482.0,164.9886685552408,706.0
20180628,3.366,228739.0,225019.0,23.3,20.6,27.3,7.5,26.5,4.3,1.1,85.1,0.0,0.0,50,113368.0,160.35077793493636,707.0
20180629,4.992,246046.0,245634.0,24.7,21.9,29.1,7.67,6.5,3.2,1.5,78.5,0.0,0.0,50,94461.1509951956,129.59122831689874,729.3397391901167
20180630,3.318,194069.0,194991.0,24.4,21.6,27.9,4.33,14.5,5.1,0.9,83.8,0.0,0.0,50,86891.0,122.5543018335684,709.0
20180701,0.506,128676.0,127428.0,21.9,21.0,22.8,19.25,83.5,2.3,0.8,94.6,0.0,0.0,50,58336.0,83.0997150997151,702.0
20180702,0.468,212235.0,209848.0,22.6,20.6,25.3,21.58,59.5,2.9,0.7,95.4,0.0,0.0,50,109546.0,154.94483734087694,707.0
20180703,4.802,226455.0,223536.0,27.4,22.5,32.6,1.58,0.1,2.6,0.8,74.4,0.0,0.0,50,115639.0,162.64275668073137,711.0
20180704,5.44,230934.0,228242.0,27.3,24.0,31.8,0.0,0.0,3.9,1.7,69.6,0.0,0.0,50,118627.0,167.31593794076164,709.0
20180705,4.848,231204.0,228100.0,25.3,23.4,29.0,2.67,0.5,3.0,1.2,72.8,0.0,0.0,50,116901.0,164.41772151898735,711.0
20180706,6.028,252438.0,252495.0,23.9,21.5,27.1,0.0,0.0,3.4,1.8,57.8,0.0,0.0,50,119798.0,169.44554455445544,707.0
20180707,6.11,222219.0,225533.0,23.7,19.5,29.2,0.0,0.0,2.3,1.6,51.4,0.0,0.0,50,93535.0,131.18513323983169,713.0
20180708,6.502,167842.0,167006.0,23.3,17.7,28.1,0.0,0.0,2.8,1.5,51.5,0.0,0.0,50,72070.0,101.50704225352112,710.0
20180709,1.016,221409.0,219177.0,20.8,20.1,24.2,17.58,14.0,1.8,1.1,82.3,0.0,0.0,50,111948.0,158.34229137199435,707.0
20180710,3.242,231254.0,227616.0,23.7,20.4,26.5,8.67,16.5,1.6,0.7,87.8,0.0,0.0,50,115154.0,163.3390070921986,705.0
20180711,4.512,234126.0,230343.0,26.8,24.4,29.5,10.58,3.0,3.9,1.3,82.9,0.0,0.0,50,118668.0,167.1380281690141,710.0
20180712,5.434,234446.0,231075.0,26.6,25.1,28.2,6.08,1.0,3.6,1.5,82.4,0.0,0.0,50,117443.0,164.4859943977591,714.0
20180713,5.408,250955.0,251305.0,27.3,24.7,30.9,0.0,0.0,3.4,1.8,74.8,0.0,0.0,50,121618.0,171.53455571227082,709.0
20180714,4.964,211521.0,214827.0,27.9,24.6,31.9,0.33,0.0,4.2,1.9,69.6,0.0,0.0,50,94461.1509951956,129.59122831689874,729.3397391901167
20180715,4.286,161828.0,160422.0,28.3,24.5,33.2,0.0,0.0,3.7,1.6,69.6,0.0,0.0,50,72241.0,102.1796322489392,707.0
20180716,5.27,224444.0,221227.0,28.7,24.0,34.0,0.0,0.0,3.6,1.7,64.3,0.0,0.0,50,115930.0,163.51198871650212,709.0
20180717,5.146,226805.0,224452.0,28.1,23.9,32.1,0.0,0.0,4.1,1.7,66.5,0.0,0.0,50,117923.0,167.02974504249292,706.0
20180718,5.158,228611.0,225824.0,28.2,23.7,33.2,0.0,0.0,4.1,1.6,64.8,0.0,0.0,50,119626.0,168.48732394366198,710.0
20180719,5.13,229407.0,226558.0,28.7,23.2,34.1,0.0,0.0,3.2,1.6,64.1,0.0,0.0,50,119047.0,168.1454802259887,708.0
20180720,4.844,245503.0,246713.0,29.5,24.6,34.7,0.0,0.0,3.3,1.5,62.6,0.0,0.0,50,123934.0,174.55492957746478,710.0
20180721,4.098,203738.0,205998.0,30.6,24.9,36.9,0.0,0.0,3.6,1.5,53.6,0.0,0.0,50,92381.0,130.29760225669958,709.0
20180722,3.706,154463.0,153295.0,31.8,25.3,38.0,0.0,0.0,3.7,1.4,49.6,0.0,0.0,50,69174.0,98.25852272727272,704.0
20180723,4.828,223311.0,220179.0,31.7,29.2,35.7,0.0,0.0,4.0,1.8,53.8,0.0,0.0,50,115842.0,164.54829545454547,704.0
20180724,4.614,219402.0,216432.0,31.4,27.2,36.8,0.0,0.0,4.0,1.6,59.5,0.0,0.0,50,115145.0,163.09490084985836,706.0
20180725,4.612,224428.0,222919.0,30.1,27.7,34.1,0.0,0.0,3.8,2.4,66.3,0.0,0.0,50,118471.0,167.56859971711458,707.0
20180726,4.626,224058.0,221221.0,30.1,27.3,33.7,0.0,0.0,3.4,1.5,68.8,0.0,0.0,50,117069.0,165.1184767277856,709.0
20180727,3.904,235237.0,236861.0,30.9,27.2,35.4,0.0,0.0,3.7,1.9,69.3,0.0,0.0,50,119606.0,168.22222222222223,711.0
20180728,3.252,184247.0,186218.0,29.5,28.0,35.2,1.83,7.5,3.6,1.2,77.1,0.0,0.0,50,85406.0,121.14326241134752,705.0
20180729,3.656,147180.0,146405.0,31.3,26.4,36.7,0.0,0.0,2.9,1.2,52.4,0.0,0.0,50,69462.0,97.8338028169014,710.0
20180730,4.62,217008.0,215786.0,31.7,26.2,36.9,0.0,0.0,2.4,1.2,50.9,0.0,0.0,50,111095.0,155.8134642356241,713.0
20180731,4.414,215968.0,213804.0,32.6,27.8,38.3,0.0,0.0,3.6,1.5,50.5,0.0,0.0,50,110578.0,157.07102272727272,704.0
20180801,3.874,211521.0,210874.0,33.6,27.8,39.6,0.0,0.0,4.0,1.7,55.5,0.0,0.0,50,108801.0,154.10906515580737,706.0
20180802,3.966,208544.0,207452.0,33.7,30.3,37.9,0.0,0.0,3.2,1.6,54.4,0.0,0.0,50,105576.0,148.9083215796897,709.0
20180803,3.832,216066.0,219048.0,33.1,30.0,37.9,0.0,0.0,4.2,1.9,55.3,0.0,0.0,50,106665.0,150.65677966101694,708.0
20180804,3.636,177347.0,180589.0,31.1,28.0,34.9,0.0,0.0,4.6,2.4,60.6,0.0,0.0,50,81138.0,115.08936170212766,705.0
20180805,3.522,144073.0,142605.0,30.0,27.2,33.9,2.5,2.0,4.9,2.6,71.8,0.0,0.0,50,66852.0,94.82553191489362,705.0
20180806,3.48,211239.0,208185.0,30.5,28.3,35.3,3.83,6.5,4.4,1.6,71.6,0.0,0.0,50,107968.0,153.36363636363637,704.0
20180807,4.564,217841.0,215338.0,30.5,26.8,35.9,0.0,0.0,3.7,1.5,63.4,0.0,0.0,50,110675.0,156.76345609065154,706.0
20180808,4.7,220915.0,219229.0,31.0,27.6,35.3,0.0,0.0,4.6,2.1,64.8,0.0,0.0,50,113786.0,160.71468926553672,708.0
20180809,3.714,216892.0,214684.0,28.8,27.1,32.5,3.5,2.0,4.2,1.5,76.3,0.0,0.0,50,110757.0,156.4364406779661,708.0
20180810,4.604,234468.0,235453.0,30.7,25.7,36.8,0.0,0.0,3.6,1.4,60.9,0.0,0.0,50,116859.0,165.75744680851065,705.0
20180811,4.242,191145.0,194403.0,31.0,26.4,36.0,0.0,0.0,3.3,1.5,55.8,0.0,0.0,50,89674.0,127.19716312056738,705.0
20180812,3.992,150277.0,149765.0,30.6,27.2,35.3,2.0,5.0,3.7,1.5,61.3,0.0,0.0,50,68666.0,97.26062322946176,706.0
20180813,4.642,217262.0,214262.0,30.5,26.7,34.4,1.58,1.0,3.2,1.4,68.6,0.0,0.0,50,112610.0,159.0536723163842,708.0
20180814,4.67,226337.0,227246.0,31.7,27.7,37.2,0.0,0.0,4.0,1.3,58.3,0.0,0.0,50,114809.0,161.70281690140845,710.0
20180815,3.304,159497.0,159077.0,31.7,28.3,38.0,0.92,1.0,5.8,1.2,59.5,0.0,0.0,50,76561.0,108.44334277620396,706.0
20180816,5.412,223742.0,221104.0,29.9,24.1,35.6,0.0,0.0,3.0,1.7,51.0,0.0,0.0,50,115859.0,164.10623229461757,706.0
20180817,6.114,240711.0,241156.0,27.2,21.7,33.8,0.0,0.0,3.5,1.8,39.8,0.0,0.0,50,117652.0,167.1193181818182,704.0
20180818,6.202,205997.0,207921.0,26.7,21.5,32.1,0.0,0.0,3.8,1.4,44.6,0.0,0.0,50,91758.0,129.78500707213578,707.0
20180819,5.626,158825.0,158458.0,28.2,23.0,34.4,0.0,0.0,3.3,1.2,50.6,0.0,0.0,50,71018.0,101.3095577746077,701.0
20180820,5.216,222864.0,220202.0,29.1,25.1,33.3,0.33,0.0,5.1,2.0,55.6,0.0,0.0,50,115147.0,162.6370056497175,708.0
20180821,5.028,224977.0,222595.0,26.6,23.4,31.0,6.5,5.0,7.1,2.5,71.4,0.0,0.0,50,115885.0,163.67937853107344,708.0
20180822,5.446,234107.0,230706.0,30.7,23.4,37.6,0.0,0.0,3.2,1.1,54.1,0.0,0.0,50,121062.0,171.7191489361702,705.0
20180823,2.892,203555.0,199543.0,29.4,25.7,32.2,9.42,3.0,2.8,1.7,59.1,0.0,0.0,50,111333.0,157.25,708.0
20180824,1.85,205509.0,206236.0,24.4,23.2,26.3,16.25,7.5,4.2,2.5,86.3,0.0,0.0,50,105577.0,149.33097595473834,707.0
20180825,5.794,223006.0,227852.0,25.2,22.7,29.3,0.0,0.0,5.3,2.6,68.0,0.0,0.0,50,94727.0,133.795197740113,708.0
20180826,3.844,157874.0,158945.0,23.2,20.3,29.0,4.67,2.0,3.8,1.2,70.0,0.0,0.0,50,70060.0,99.8005698005698,702.0
20180827,2.888,225838.0,223083.0,22.7,20.2,24.9,15.17,19.5,2.1,0.8,91.0,0.0,0.0,50,113821.0,161.6775568181818,704.0
20180828,1.798,222180.0,219682.0,23.7,22.5,26.1,12.92,96.5,3.7,0.9,92.4,0.0,0.0,50,110676.0,157.21022727272728,704.0
20180829,1.752,222287.0,219459.0,25.2,22.7,27.4,10.92,42.0,4.5,2.4,86.0,0.0,0.0,50,114323.0,161.7015558698727,707.0
20180830,4.33,231434.0,228235.0,25.3,23.9,28.2,6.25,9.5,3.7,1.8,80.9,0.0,0.0,50,117207.0,165.7807637906648,707.0
20180831,5.86,251826.0,249409.0,25.6,22.8,30.3,5.08,0.1,3.7,1.6,67.4,0.0,0.0,50,121637.0,171.56135401974612,709.0
20180901,5.654,217061.0,218642.0,25.5,20.8,30.9,0.0,0.0,2.3,1.3,59.4,0.0,0.0,50,94819.0,133.54788732394366,710.0
20180902,6.662,165151.0,167178.0,25.1,20.1,29.6,0.0,0.0,2.8,1.5,55.8,0.0,0.0,50,72889.0,103.3886524822695,705.0
20180903,2.404,224205.0,222817.0,23.3,21.4,25.8,10.83,34.5,5.5,1.0,85.3,0.0,0.0,50,112603.0,159.04378531073445,708.0
20180904,6.474,239999.0,236117.0,23.2,20.0,27.8,0.0,0.0,5.2,2.2,69.4,0.0,0.0,50,118491.0,166.8887323943662,710.0
20180905,7.338,245604.0,242786.0,24.0,19.6,28.5,0.0,0.0,5.7,2.5,63.5,0.0,0.0,50,119865.0,168.58649789029536,711.0
20180906,5.384,242902.0,238599.0,24.1,20.9,28.2,0.75,1.0,5.0,2.0,69.9,0.0,0.0,50,118123.0,167.31303116147308,706.0
20180907,6.992,262061.0,259103.0,22.0,19.1,25.5,1.58,0.5,4.3,2.5,54.6,0.0,0.0,50,120922.0,169.83426966292134,712.0
20180908,7.328,230651.0,233165.0,21.7,15.9,27.7,0.0,0.0,3.9,1.7,48.8,0.0,0.0,50,95970.0,135.93484419263456,706.0
20180909,6.908,178009.0,179876.0,22.2,15.6,28.9,0.0,0.0,2.8,1.2,49.0,0.0,0.0,50,74266.0,104.8954802259887,708.0
20180910,7.156,241521.0,239914.0,22.9,18.6,28.4,0.0,0.0,2.7,1.6,49.5,0.0,0.0,50,117332.0,165.95756718528995,707.0
20180911,7.036,241014.0,237956.0,21.6,16.8,26.1,0.0,0.0,2.4,1.5,48.1,0.0,0.0,50,115857.0,163.63983050847455,708.0
20180912,7.606,244691.0,241528.0,22.8,16.8,28.2,0.0,0.0,3.2,1.4,52.0,0.0,0.0,50,118555.0,167.92492917847025,706.0
20180913,6.988,245751.0,241398.0,23.5,20.3,28.3,0.0,0.0,2.4,1.2,63.5,0.0,0.0,50,117057.0,165.33474576271186,708.0
20180914,5.812,260039.0,256327.0,23.5,20.3,26.8,1.75,0.5,2.6,1.3,66.9,0.0,0.0,50,121086.0,171.5099150141643,706.0
20180915,5.852,224993.0,225852.0,23.3,21.0,26.0,4.75,0.2,2.4,1.0,76.0,0.0,0.0,50,94350.0,134.21052631578948,703.0
20180916,3.168,159490.0,163476.0,22.2,21.0,23.9,14.33,2.0,3.7,1.7,83.6,0.0,0.0,50,71411.0,102.16165951359083,699.0
20180917,6.8,238418.0,236505.0,22.3,18.5,27.7,1.83,0.1,3.8,1.9,64.3,0.0,0.0,50,116523.0,165.04674220963173,706.0
20180918,7.248,242777.0,240049.0,22.0,17.7,26.5,0.0,0.0,3.4,1.2,59.8,0.0,0.0,50,117752.0,166.31638418079095,708.0
20180919,5.88,244952.0,241489.0,22.1,18.9,26.6,6.83,0.2,2.9,1.0,59.1,0.0,0.0,50,121490.0,171.3540197461213,709.0
20180920,2.96,246854.0,242078.0,19.0,17.8,20.1,10.92,5.0,2.9,1.8,82.4,0.0,0.0,50,119491.0,169.49078014184397,705.0
20180921,3.892,257581.0,257702.0,19.4,17.6,21.9,11.83,18.0,2.3,1.3,85.8,0.0,0.0,50,121995.0,172.3093220338983,708.0
20180922,6.262,177016.0,184475.0,20.8,17.2,25.5,1.0,6.5,5.3,1.8,62.3,0.0,0.0,50,80682.0,114.44255319148937,705.0
20180923,4.47,115681.0,122418.0,19.4,15.6,25.3,1.5,0.0,4.3,1.6,52.9,0.0,0.0,50,51822.0,74.35007173601147,697.0
20180924,4.374,107406.0,104957.0,17.6,14.2,22.1,0.0,0.0,4.4,2.1,48.3,0.0,0.0,50,40632.0,58.88695652173913,690.0
20180925,6.29,145990.0,143579.0,17.8,10.8,24.3,0.0,0.0,2.2,1.1,48.0,0.0,0.0,50,54959.0,78.85078909612625,697.0
20180926,7.42,164542.0,163055.0,19.4,16.2,24.8,0.0,0.0,2.7,1.7,47.9,0.0,0.0,50,68270.0,96.4265536723164,708.0
20180927,7.838,234632.0,232152.0,18.9,13.2,25.0,0.0,0.0,2.4,1.3,47.6,0.0,0.0,50,112144.0,158.61951909476662,707.0
20180928,7.628,250691.0,248125.0,17.5,14.3,22.2,0.0,0.0,2.1,1.2,58.1,0.0,0.0,50,116712.0,164.84745762711864,708.0
20180929,8.014,217600.0,218491.0,20.2,14.6,27.0,0.0,0.0,2.4,1.0,55.5,0.0,0.0,50,91974.0,130.64488636363637,704.0
20180930,7.148,162490.0,164984.0,17.6,14.0,21.6,0.0,0.0,5.5,2.3,52.5,0.0,0.0,50,71119.0,101.16500711237552,703.0
20181001,6.446,233990.0,232377.0,15.4,13.0,19.7,0.58,0.0,6.1,2.9,55.1,0.0,0.0,50,113074.0,160.61647727272728,704.0
20181002,7.14,248290.0,247672.0,15.9,10.3,22.0,0.0,0.0,4.1,1.6,61.4,0.0,0.0,50,116586.0,164.9024045261669,707.0
20181003,8.724,186515.0,185993.0,17.3,11.2,24.2,0.0,0.0,4.0,1.3,58.0,0.0,0.0,50,80495.0,113.85431400282886,707.0
20181004,7.52,244764.0,239406.0,19.3,13.0,25.6,0.0,0.0,2.4,1.3,56.5,0.0,0.0,50,116014.0,164.55886524822694,705.0
20181005,1.076,247812.0,245580.0,16.9,15.7,19.0,17.17,36.5,3.2,1.7,84.1,0.0,0.0,50,117136.0,165.68033946251768,707.0
20181006,3.698,194308.0,196027.0,18.0,16.3,21.7,12.67,55.5,5.3,2.2,84.0,0.0,0.0,50,84481.0,119.4922206506365,707.0
20181007,7.168,173228.0,177326.0,16.4,12.3,21.1,0.0,0.0,3.6,1.7,53.5,0.0,0.0,50,74012.0,104.8328611898017,706.0
20181008,7.306,248508.0,249796.0,14.8,9.2,20.9,0.0,0.0,2.7,1.1,47.0,0.0,0.0,50,113779.0,160.93210749646394,707.0
20181009,7.552,182051.0,181320.0,15.3,10.7,19.8,0.42,0.0,2.7,1.1,52.5,0.0,0.0,50,77862.0,110.44255319148937,705.0
20181010,5.486,238776.0,235950.0,12.0,7.9,16.7,2.67,7.0,4.7,2.5,61.0,0.0,0.0,50,115339.0,163.13861386138615,707.0
20181011,5.416,242274.0,237967.0,9.7,6.1,13.9,0.0,0.0,5.6,2.1,51.0,0.0,0.0,50,114951.0,162.5898161244696,707.0
20181012,5.634,261239.0,258577.0,10.9,5.2,17.4,0.0,0.0,3.2,1.3,54.0,0.0,0.0,50,116436.0,164.22566995768688,709.0
20181013,5.99,239369.0,242216.0,12.5,6.1,19.8,0.0,0.0,2.9,1.0,54.0,0.0,0.0,50,93629.0,132.80709219858156,705.0
20181014,5.804,183415.0,182761.0,13.2,6.8,20.3,0.0,0.0,3.1,1.5,60.0,0.0,0.0,50,73260.0,104.0625,704.0
20181015,6.32,234501.0,232583.0,15.2,10.9,21.0,0.0,0.0,3.5,1.4,69.9,0.0,0.0,50,112164.0,158.87252124645892,706.0
20181016,6.152,239061.0,236939.0,14.5,9.9,20.3,0.0,0.0,3.0,1.3,55.9,0.0,0.0,50,114765.0,162.7872340425532,705.0
20181017,5.858,239025.0,234931.0,12.4,8.4,18.6,0.0,0.0,3.6,1.3,53.3,0.0,0.0,50,115223.0,163.43687943262412,705.0
20181018,5.816,247391.0,242871.0,12.7,7.5,19.0,0.0,0.0,2.7,1.1,59.5,0.0,0.0,50,120158.0,170.67897727272728,704.0
20181019,6.032,262850.0,259438.0,13.1,7.2,20.4,0.0,0.0,3.8,1.4,54.3,0.0,0.0,50,118362.0,167.88936170212767,705.0
20181020,5.998,232735.0,234485.0,13.4,6.9,21.4,0.0,0.0,3.0,1.2,53.9,0.0,0.0,50,93492.0,131.49367088607596,711.0
20181021,5.83,177398.0,179280.0,13.4,7.2,21.1,0.0,0.0,2.9,1.1,49.5,0.0,0.0,50,73341.0,104.02978723404256,705.0
20181022,6.424,233409.0,232709.0,14.0,8.8,20.6,0.0,0.0,2.6,1.0,50.0,0.0,0.0,50,111290.0,156.52601969057665,711.0
20181023,4.714,230353.0,227334.0,12.2,9.8,16.9,3.0,5.0,5.0,1.1,75.1,0.0,0.0,50,111081.0,156.23206751054852,711.0
20181024,6.232,239323.0,236316.0,12.5,7.6,18.7,0.0,0.0,3.4,1.3,66.0,0.0,0.0,50,114100.0,161.3861386138614,707.0
20181025,6.446,248366.0,243735.0,13.8,7.0,21.2,0.0,0.0,1.6,0.9,55.5,0.0,0.0,50,114839.0,162.20197740112994,708.0
20181026,2.996,253677.0,251158.0,12.2,9.9,14.7,8.58,11.0,5.4,1.6,74.1,0.0,0.0,50,115299.0,163.54468085106382,705.0
20181027,3.826,241458.0,242963.0,8.7,6.2,11.6,0.0,0.0,5.8,3.2,49.6,0.0,0.0,50,93848.0,132.5536723163842,708.0
20181028,2.49,161496.0,164686.0,8.3,5.2,13.5,4.67,5.5,5.9,1.5,77.1,0.0,0.0,50,67341.0,95.65482954545456,704.0
20181029,4.36,234478.0,233830.0,7.2,3.4,11.7,0.83,0.0,5.3,2.0,57.3,0.0,0.0,50,111351.0,157.94468085106382,705.0
20181030,4.454,238013.0,235666.0,6.1,0.7,11.6,1.58,0.0,3.5,1.6,51.3,0.0,0.0,50,112924.0,159.2722143864598,709.0
20181031,4.752,241854.0,238637.0,7.4,3.0,12.6,1.58,0.0,4.1,1.6,55.4,0.0,0.0,50,114828.0,162.1864406779661,708.0
20181101,5.112,242531.0,238187.0,8.4,2.5,15.2,0.0,0.0,3.6,1.3,53.4,0.0,0.0,50,113526.0,160.80169971671387,706.0
20181102,5.5,260913.0,258760.0,10.6,4.0,19.0,0.0,0.0,2.5,1.1,54.9,0.0,0.0,50,115618.0,162.61322081575247,711.0
20181103,5.074,231045.0,234420.0,11.2,5.0,19.1,0.0,0.0,4.0,1.3,56.0,0.0,0.0,50,92559.0,130.73305084745763,708.0
20181104,4.796,179107.0,181146.0,11.6,5.3,19.4,0.0,0.0,3.4,1.3,55.0,0.0,0.0,50,73040.0,104.34285714285714,700.0
20181105,5.122,235975.0,234132.0,11.9,6.6,18.3,0.0,0.0,2.3,1.1,65.5,0.0,0.0,50,111926.0,158.3111739745403,707.0
20181106,4.956,238151.0,235935.0,12.2,8.0,17.5,0.0,0.0,2.6,0.9,70.5,0.0,0.0,50,113087.0,159.7274011299435,708.0
20181107,3.778,238575.0,235009.0,12.8,10.3,15.7,11.0,2.0,2.8,1.1,79.5,0.0,0.8,50,114797.0,161.9139633286319,709.0
20181108,0.344,233434.0,229461.0,11.8,10.5,14.7,24.0,64.0,5.0,1.8,93.8,0.0,0.0,50,111252.0,157.58073654390935,706.0
20181109,4.012,260250.0,258956.0,12.1,9.5,15.4,3.5,1.0,5.6,3.1,69.0,0.0,0.0,50,116816.0,164.52957746478873,710.0
20181110,3.862,223393.0,226880.0,11.9,8.8,17.1,1.08,0.0,3.3,1.4,69.1,0.0,0.0,50,91916.0,129.4591549295775,710.0
20181111,2.94,165764.0,168370.0,8.1,5.4,10.9,2.33,0.0,3.7,1.1,67.6,0.0,0.0,50,69090.0,98.55920114122682,701.0
20181112,4.836,235921.0,235061.0,8.1,3.1,15.1,0.0,0.0,3.3,1.2,52.3,0.0,0.0,50,111217.0,156.42334739803096,711.0
20181113,4.916,236726.0,234006.0,8.8,4.1,15.4,0.0,0.0,3.0,1.1,51.6,0.0,0.0,50,112182.0,158.22566995768688,709.0
20181114,5.12,243296.0,240613.0,9.8,4.8,16.6,0.0,0.0,3.1,1.1,55.5,0.0,0.0,50,117057.0,165.80311614730877,706.0
20181115,4.902,245770.0,241394.0,9.7,4.7,16.2,0.0,0.0,2.4,1.0,55.4,0.0,0.0,50,113087.0,159.2774647887324,710.0
20181116,4.656,260419.0,258868.0,8.8,4.2,14.5,0.0,0.0,4.0,1.7,65.1,0.0,0.0,50,116547.0,164.38222849083215,709.0
20181117,3.574,243713.0,246140.0,4.9,0.6,11.4,0.0,0.0,3.7,1.4,50.8,0.0,0.0,50,91378.0,129.98293029871977,703.0
20181118,3.294,166108.0,169948.0,6.1,1.9,10.7,0.0,0.0,3.1,1.1,48.8,0.0,0.0,50,70034.0,99.48011363636364,704.0
20181119,4.462,234308.0,233260.0,6.5,3.3,11.3,0.0,0.0,4.4,1.4,50.4,0.0,0.0,50,111362.0,158.1846590909091,704.0
20181120,4.452,238704.0,235547.0,6.5,0.0,12.7,0.83,0.2,4.2,1.8,39.9,0.0,0.0,50,112800.0,160.0,705.0
20181121,3.572,236664.0,234070.0,5.8,3.1,8.2,3.83,1.0,4.5,1.2,57.1,0.0,0.0,50,113085.0,159.95049504950495,707.0
20181122,3.77,248642.0,244335.0,2.3,-1.3,7.1,0.0,0.0,5.6,2.4,35.0,0.0,0.0,50,116641.0,164.5148095909732,709.0
20181123,3.752,257031.0,255881.0,1.9,-3.1,7.6,0.0,0.0,3.7,1.4,29.6,0.0,0.0,50,116716.0,166.02560455192034,703.0
20181124,1.44,223125.0,225269.0,2.6,0.3,3.8,4.33,10.9,3.3,1.8,71.1,8.8,0.0,50,91152.0,128.74576271186442,708.0
20181125,2.636,166789.0,170683.0,4.8,1.3,9.8,0.0,0.0,1.9,1.0,77.8,0.0,0.0,50,69157.0,98.234375,704.0
20181126,4.074,237092.0,236179.0,6.3,1.6,13.6,0.0,0.0,1.9,1.0,70.1,0.0,0.0,50,111796.0,158.3512747875354,706.0
20181127,3.648,235056.0,232561.0,7.1,3.1,12.5,0.0,0.0,3.7,1.5,65.0,0.0,0.0,50,113524.0,160.1184767277856,709.0
20181128,3.918,241183.0,237885.0,5.0,2.1,11.1,0.0,0.0,3.7,1.6,27.1,0.0,0.0,50,115011.0,162.4449152542373,708.0
20181129,3.72,240074.0,235822.0,3.5,0.6,6.7,0.67,0.0,3.3,1.3,41.4,0.0,0.0,50,112577.0,158.33614627285513,711.0
20181130,3.522,255961.0,253083.0,2.7,-1.5,8.0,0.0,0.0,3.3,1.4,46.1,0.0,0.0,50,115877.0,162.5203366058906,713.0
20181201,2.986,218210.0,218621.0,5.5,0.8,12.4,0.0,0.0,2.5,1.0,42.3,0.0,0.0,50,89192.0,124.74405594405594,715.0
20181202,2.892,158356.0,161234.0,8.2,2.8,11.8,0.0,0.0,2.2,1.3,50.1,0.0,0.0,50,68747.0,97.23762376237624,707.0
20181203,1.4,226345.0,224413.0,11.5,9.3,13.5,13.25,9.5,3.2,1.4,87.4,0.0,1.05,50,109693.0,154.49718309859156,710.0
20181204,2.548,234833.0,231448.0,6.7,-0.3,11.8,6.75,5.0,5.6,2.7,74.9,0.0,3.0,50,113262.0,157.96652719665272,717.0
20181205,3.132,235888.0,233606.0,0.0,-4.3,3.4,0.0,0.0,4.0,1.5,39.5,0.0,0.0,50,114292.0,159.18105849582173,718.0
20181206,2.986,242888.0,238534.0,2.4,-1.0,6.8,1.25,0.0,5.7,2.3,50.5,0.0,0.0,50,113322.0,158.2709497206704,716.0
20181207,1.988,250350.0,247134.0,-7.3,-9.6,-1.1,0.0,0.0,5.9,3.8,37.1,0.0,0.0,50,115588.0,162.57102672292547,711.0
20181208,1.306,203731.0,205407.0,-8.3,-11.4,-4.4,0.0,0.0,5.5,2.6,37.1,0.0,0.0,50,84225.0,117.96218487394958,714.0
20181209,1.252,144539.0,147616.0,-7.2,-11.8,-2.1,0.0,0.0,3.4,1.5,27.0,0.0,0.0,50,64586.0,91.48158640226627,706.0
20181210,2.194,229975.0,227802.0,-2.5,-8.1,4.6,0.0,0.0,2.9,0.9,33.3,0.0,0.0,50,111496.0,157.03661971830985,710.0
20181211,2.564,235951.0,232622.0,0.2,-2.4,2.9,0.0,0.0,3.9,1.2,44.8,0.0,0.0,50,112468.0,158.182841068917,711.0
20181212,2.372,239712.0,236407.0,-1.9,-5.0,2.4,0.0,0.0,4.0,2.2,39.0,0.0,0.0,50,116256.0,162.3687150837989,716.0
20181213,1.508,247701.0,242862.0,-2.2,-5.9,2.1,9.0,1.3,5.8,2.0,57.4,1.7,0.0,50,115703.0,161.5963687150838,716.0
20181214,1.826,257328.0,254598.0,-4.4,-7.8,0.6,0.0,0.0,3.5,1.7,44.3,0.0,0.0,50,117806.0,164.76363636363635,715.0
20181215,1.562,217122.0,217462.0,-2.4,-7.8,3.2,0.0,0.0,2.1,1.0,46.8,0.0,0.0,50,90431.0,125.59861111111113,720.0
20181216,1.286,154308.0,156543.0,0.0,-2.6,2.1,6.25,0.3,1.7,0.9,63.8,0.4,0.0,50,68004.0,95.78028169014084,710.0
20181217,2.158,233579.0,230710.0,1.6,-1.5,5.9,0.67,0.3,4.3,1.8,60.1,0.0,0.0,50,111028.0,155.938202247191,712.0
20181218,2.522,237188.0,233920.0,2.6,-2.8,7.4,0.0,0.0,4.1,1.4,56.3,0.0,0.0,50,112992.0,157.81005586592178,716.0
20181219,2.65,242044.0,237771.0,4.0,1.3,9.5,0.0,0.0,3.3,1.4,53.4,0.0,0.0,50,114465.0,160.0909090909091,715.0
20181220,2.64,258740.0,253141.0,3.4,-1.1,10.4,0.0,0.0,2.4,0.9,45.5,0.0,0.0,50,129538.0,179.6643550624133,721.0
