일시,성동구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20180625,5.252,194490.0,195238.0,27.1,21.3,32.9,0.0,0.0,3.2,1.2,57.1,0.0,0.0,56,123743.0,132.7714592274678,932.0
20180626,0.704,184519.0,185317.0,22.3,20.2,26.9,20.17,71.5,5.7,2.4,88.3,0.0,0.97,56,116433.0,125.87351351351352,925.0
20180627,4.638,198047.0,199202.0,22.3,19.1,25.5,8.83,1.0,4.5,2.0,81.9,0.0,0.0,56,125525.0,134.68347639484978,932.0
20180628,2.938,194452.0,194708.0,23.3,20.6,27.3,7.5,26.5,4.3,1.1,85.1,0.0,0.0,56,122956.0,132.4956896551724,928.0
20180629,4.698,200792.0,201266.0,24.7,21.9,29.1,7.67,6.5,3.2,1.5,78.5,0.0,0.0,56,95937.56348661632,100.139604976089,960.2594371997254
20180630,2.814,129387.0,128884.0,24.4,21.6,27.9,4.33,14.5,5.1,0.9,83.8,0.0,0.0,56,87178.0,94.45070422535213,923.0
20180701,0.464,82103.0,83120.0,21.9,21.0,22.8,19.25,83.5,2.3,0.8,94.6,0.0,0.0,56,56950.0,61.76789587852495,922.0
20180702,0.602,186036.0,187368.0,22.6,20.6,25.3,21.58,59.5,2.9,0.7,95.4,0.0,0.0,56,119283.0,129.09415584415584,924.0
20180703,4.548,195171.0,195588.0,27.4,22.5,32.6,1.58,0.1,2.6,0.8,74.4,0.0,0.0,56,125630.0,135.23143164693218,929.0
20180704,4.94,198250.0,198766.0,27.3,24.0,31.8,0.0,0.0,3.9,1.7,69.6,0.0,0.0,56,127950.0,136.84491978609626,935.0
20180705,4.304,196554.0,197654.0,25.3,23.4,29.0,2.67,0.5,3.0,1.2,72.8,0.0,0.0,56,126856.0,135.8201284796574,934.0
20180706,5.46,204318.0,204491.0,23.9,21.5,27.1,0.0,0.0,3.4,1.8,57.8,0.0,0.0,56,128301.0,137.07371794871796,936.0
20180707,5.444,140428.0,139527.0,23.7,19.5,29.2,0.0,0.0,2.3,1.6,51.4,0.0,0.0,56,92463.0,98.89090909090908,935.0
20180708,5.15,96469.0,97672.0,23.3,17.7,28.1,0.0,0.0,2.8,1.5,51.5,0.0,0.0,56,67823.0,72.69346195069667,933.0
20180709,0.834,189841.0,190987.0,20.8,20.1,24.2,17.58,14.0,1.8,1.1,82.3,0.0,0.0,56,120366.0,129.0096463022508,933.0
20180710,2.812,196859.0,197388.0,23.7,20.4,26.5,8.67,16.5,1.6,0.7,87.8,0.0,0.0,56,126069.0,134.97751605995717,934.0
20180711,3.854,198194.0,198551.0,26.8,24.4,29.5,10.58,3.0,3.9,1.3,82.9,0.0,0.0,56,128258.0,137.7636949516649,931.0
20180712,4.992,198322.0,198979.0,26.6,25.1,28.2,6.08,1.0,3.6,1.5,82.4,0.0,0.0,56,126233.0,136.4681081081081,925.0
20180713,4.848,202241.0,202318.0,27.3,24.7,30.9,0.0,0.0,3.4,1.8,74.8,0.0,0.0,56,130661.0,141.1025917926566,926.0
20180714,3.928,132642.0,132469.0,27.9,24.6,31.9,0.33,0.0,4.2,1.9,69.6,0.0,0.0,56,95937.56348661632,100.139604976089,960.2594371997254
20180715,3.494,94739.0,95607.0,28.3,24.5,33.2,0.0,0.0,3.7,1.6,69.6,0.0,0.0,56,69010.0,74.28417653390743,929.0
20180716,4.328,188491.0,189742.0,28.7,24.0,34.0,0.0,0.0,3.6,1.7,64.3,0.0,0.0,56,125561.0,134.57770632368704,933.0
20180717,4.662,191710.0,192465.0,28.1,23.9,32.1,0.0,0.0,4.1,1.7,66.5,0.0,0.0,56,128575.0,138.10418904403866,931.0
20180718,4.556,193587.0,194415.0,28.2,23.7,33.2,0.0,0.0,4.1,1.6,64.8,0.0,0.0,56,129210.0,138.19251336898395,935.0
20180719,4.332,193618.0,193968.0,28.7,23.2,34.1,0.0,0.0,3.2,1.6,64.1,0.0,0.0,56,128844.0,138.24463519313304,932.0
20180720,4.244,198023.0,198088.0,29.5,24.6,34.7,0.0,0.0,3.3,1.5,62.6,0.0,0.0,56,131928.0,141.25053533190578,934.0
20180721,3.214,127193.0,126708.0,30.6,24.9,36.9,0.0,0.0,3.6,1.5,53.6,0.0,0.0,56,90242.0,96.61884368308353,934.0
20180722,2.78,87865.0,89796.0,31.8,25.3,38.0,0.0,0.0,3.7,1.4,49.6,0.0,0.0,56,64050.0,68.94510226049516,929.0
20180723,4.362,183149.0,183873.0,31.7,29.2,35.7,0.0,0.0,4.0,1.8,53.8,0.0,0.0,56,122634.0,131.01923076923077,936.0
20180724,4.11,185968.0,186357.0,31.4,27.2,36.8,0.0,0.0,4.0,1.6,59.5,0.0,0.0,56,125294.0,133.86111111111111,936.0
20180725,4.284,188531.0,189555.0,30.1,27.7,34.1,0.0,0.0,3.8,2.4,66.3,0.0,0.0,56,127807.0,136.83832976445396,934.0
20180726,4.066,187659.0,188620.0,30.1,27.3,33.7,0.0,0.0,3.4,1.5,68.8,0.0,0.0,56,125803.0,134.83708467309754,933.0
20180727,3.732,190212.0,190318.0,30.9,27.2,35.4,0.0,0.0,3.7,1.9,69.3,0.0,0.0,56,127782.0,136.51923076923077,936.0
20180728,2.416,120923.0,120326.0,29.5,28.0,35.2,1.83,7.5,3.6,1.2,77.1,0.0,0.0,56,83937.0,89.96463022508038,933.0
20180729,2.962,86421.0,87345.0,31.3,26.4,36.7,0.0,0.0,2.9,1.2,52.4,0.0,0.0,56,65525.0,70.68500539374325,927.0
20180730,4.042,174838.0,175853.0,31.7,26.2,36.9,0.0,0.0,2.4,1.2,50.9,0.0,0.0,56,117273.0,125.42566844919786,935.0
20180731,3.906,176026.0,177256.0,32.6,27.8,38.3,0.0,0.0,3.6,1.5,50.5,0.0,0.0,56,118133.0,126.34545454545454,935.0
20180801,3.426,169644.0,171074.0,33.6,27.8,39.6,0.0,0.0,4.0,1.7,55.5,0.0,0.0,56,116398.0,124.62312633832975,934.0
20180802,3.364,165592.0,166541.0,33.7,30.3,37.9,0.0,0.0,3.2,1.6,54.4,0.0,0.0,56,113635.0,121.66488222698072,934.0
20180803,3.606,166813.0,166886.0,33.1,30.0,37.9,0.0,0.0,4.2,1.9,55.3,0.0,0.0,56,113622.0,121.52085561497326,935.0
20180804,2.824,110161.0,110366.0,31.1,28.0,34.9,0.0,0.0,4.6,2.4,60.6,0.0,0.0,56,79627.0,85.25374732334048,934.0
20180805,2.828,83146.0,85297.0,30.0,27.2,33.9,2.5,2.0,4.9,2.6,71.8,0.0,0.0,56,63281.0,67.8980686695279,932.0
20180806,3.028,168872.0,170403.0,30.5,28.3,35.3,3.83,6.5,4.4,1.6,71.6,0.0,0.0,56,113843.0,121.88758029978588,934.0
20180807,4.046,175127.0,176942.0,30.5,26.8,35.9,0.0,0.0,3.7,1.5,63.4,0.0,0.0,56,118547.0,126.92398286937902,934.0
20180808,3.86,178524.0,179975.0,31.0,27.6,35.3,0.0,0.0,4.6,2.1,64.8,0.0,0.0,56,122236.0,132.2900432900433,924.0
20180809,3.248,177718.0,179675.0,28.8,27.1,32.5,3.5,2.0,4.2,1.5,76.3,0.0,0.0,56,119831.0,129.547027027027,925.0
20180810,3.902,185575.0,186416.0,30.7,25.7,36.8,0.0,0.0,3.6,1.4,60.9,0.0,0.0,56,124811.0,133.6306209850107,934.0
20180811,3.216,123234.0,122694.0,31.0,26.4,36.0,0.0,0.0,3.3,1.5,55.8,0.0,0.0,56,88902.0,95.08235294117648,935.0
20180812,2.732,87226.0,89043.0,30.6,27.2,35.3,2.0,5.0,3.7,1.5,61.3,0.0,0.0,56,65769.0,70.79547900968784,929.0
20180813,3.97,174789.0,176226.0,30.5,26.7,34.4,1.58,1.0,3.2,1.4,68.6,0.0,0.0,56,120709.0,129.37727759914256,933.0
20180814,4.028,183021.0,183938.0,31.7,27.7,37.2,0.0,0.0,4.0,1.3,58.3,0.0,0.0,56,126253.0,135.1745182012848,934.0
20180815,2.836,101626.0,102870.0,31.7,28.3,38.0,0.92,1.0,5.8,1.2,59.5,0.0,0.0,56,75416.0,80.74518201284796,934.0
20180816,4.552,182392.0,183804.0,29.9,24.1,35.6,0.0,0.0,3.0,1.7,51.0,0.0,0.0,56,127275.0,136.26873661670234,934.0
20180817,5.272,191541.0,192405.0,27.2,21.7,33.8,0.0,0.0,3.5,1.8,39.8,0.0,0.0,56,128573.0,137.65845824411136,934.0
20180818,5.138,126738.0,126323.0,26.7,21.5,32.1,0.0,0.0,3.8,1.4,44.6,0.0,0.0,56,91388.0,98.16111707841031,931.0
20180819,4.698,92625.0,93113.0,28.2,23.0,34.4,0.0,0.0,3.3,1.2,50.6,0.0,0.0,56,69099.0,74.22019334049409,931.0
20180820,4.93,182356.0,183068.0,29.1,25.1,33.3,0.33,0.0,5.1,2.0,55.6,0.0,0.0,56,125789.0,134.5336898395722,935.0
20180821,4.512,186294.0,187355.0,26.6,23.4,31.0,6.5,5.0,7.1,2.5,71.4,0.0,0.0,56,127306.0,136.74113856068743,931.0
20180822,4.72,190056.0,191260.0,30.7,23.4,37.6,0.0,0.0,3.2,1.1,54.1,0.0,0.0,56,132431.0,141.48611111111111,936.0
20180823,2.43,175970.0,176850.0,29.4,25.7,32.2,9.42,3.0,2.8,1.7,59.1,0.0,0.0,56,122443.0,131.09528907922913,934.0
20180824,1.658,172206.0,173126.0,24.4,23.2,26.3,16.25,7.5,4.2,2.5,86.3,0.0,0.0,56,114818.0,122.8,935.0
20180825,5.258,139582.0,139302.0,25.2,22.7,29.3,0.0,0.0,5.3,2.6,68.0,0.0,0.0,56,95559.0,102.20213903743316,935.0
20180826,3.322,89653.0,90425.0,23.2,20.3,29.0,4.67,2.0,3.8,1.2,70.0,0.0,0.0,56,66219.0,71.20322580645161,930.0
20180827,2.458,182420.0,183228.0,22.7,20.2,24.9,15.17,19.5,2.1,0.8,91.0,0.0,0.0,56,123215.0,131.7807486631016,935.0
20180828,1.364,185101.0,187411.0,23.7,22.5,26.1,12.92,96.5,3.7,0.9,92.4,0.0,0.0,56,121562.0,130.29153269024653,933.0
20180829,1.318,187431.0,189064.0,25.2,22.7,27.4,10.92,42.0,4.5,2.4,86.0,0.0,0.0,56,124776.0,133.7363344051447,933.0
20180830,3.356,192262.0,193481.0,25.3,23.9,28.2,6.25,9.5,3.7,1.8,80.9,0.0,0.0,56,126618.0,135.42032085561496,935.0
20180831,5.14,198174.0,199769.0,25.6,22.8,30.3,5.08,0.1,3.7,1.6,67.4,0.0,0.0,56,131599.0,140.59722222222223,936.0
20180901,4.616,139383.0,139234.0,25.5,20.8,30.9,0.0,0.0,2.3,1.3,59.4,0.0,0.0,56,96813.0,103.6541755888651,934.0
20180902,5.676,95621.0,97434.0,25.1,20.1,29.6,0.0,0.0,2.8,1.5,55.8,0.0,0.0,56,70807.0,76.05477980665951,931.0
20180903,1.74,196361.0,197656.0,23.3,21.4,25.8,10.83,34.5,5.5,1.0,85.3,0.0,0.0,56,123638.0,132.6587982832618,932.0
20180904,5.43,207178.0,207822.0,23.2,20.0,27.8,0.0,0.0,5.2,2.2,69.4,0.0,0.0,56,129923.0,138.95508021390376,935.0
20180905,5.862,207710.0,207766.0,24.0,19.6,28.5,0.0,0.0,5.7,2.5,63.5,0.0,0.0,56,130885.0,139.98395721925132,935.0
20180906,4.426,205244.0,206334.0,24.1,20.9,28.2,0.75,1.0,5.0,2.0,69.9,0.0,0.0,56,129124.0,138.10053475935828,935.0
20180907,6.048,211198.0,211621.0,22.0,19.1,25.5,1.58,0.5,4.3,2.5,54.6,0.0,0.0,56,132165.0,141.35294117647058,935.0
20180908,6.212,146017.0,145177.0,21.7,15.9,27.7,0.0,0.0,3.9,1.7,48.8,0.0,0.0,56,98911.0,105.78716577540106,935.0
20180909,5.716,98590.0,99710.0,22.2,15.6,28.9,0.0,0.0,2.8,1.2,49.0,0.0,0.0,56,70740.0,76.06451612903226,930.0
20180910,5.764,202901.0,203613.0,22.9,18.6,28.4,0.0,0.0,2.7,1.6,49.5,0.0,0.0,56,127544.0,136.55674518201286,934.0
20180911,5.52,208785.0,209257.0,21.6,16.8,26.1,0.0,0.0,2.4,1.5,48.1,0.0,0.0,56,128277.0,137.34154175588864,934.0
20180912,6.028,208140.0,208673.0,22.8,16.8,28.2,0.0,0.0,3.2,1.4,52.0,0.0,0.0,56,130040.0,139.52789699570815,932.0
20180913,5.792,208417.0,209391.0,23.5,20.3,28.3,0.0,0.0,2.4,1.2,63.5,0.0,0.0,56,128853.0,137.66346153846155,936.0
20180914,5.25,211211.0,212374.0,23.5,20.3,26.8,1.75,0.5,2.6,1.3,66.9,0.0,0.0,56,132696.0,141.92085561497325,935.0
20180915,4.85,142695.0,141563.0,23.3,21.0,26.0,4.75,0.2,2.4,1.0,76.0,0.0,0.0,56,97040.0,103.78609625668447,935.0
20180916,2.57,96447.0,97525.0,22.2,21.0,23.9,14.33,2.0,3.7,1.7,83.6,0.0,0.0,56,69817.0,74.99140708915145,931.0
20180917,5.712,203891.0,204477.0,22.3,18.5,27.7,1.83,0.1,3.8,1.9,64.3,0.0,0.0,56,127372.0,136.372591006424,934.0
20180918,5.912,208204.0,209049.0,22.0,17.7,26.5,0.0,0.0,3.4,1.2,59.8,0.0,0.0,56,129570.0,138.57754010695186,935.0
20180919,4.818,211266.0,212483.0,22.1,18.9,26.6,6.83,0.2,2.9,1.0,59.1,0.0,0.0,56,134716.0,144.39013933547696,933.0
20180920,2.446,210845.0,211440.0,19.0,17.8,20.1,10.92,5.0,2.9,1.8,82.4,0.0,0.0,56,131329.0,140.7599142550911,933.0
20180921,2.966,211964.0,207752.0,19.4,17.6,21.9,11.83,18.0,2.3,1.3,85.8,0.0,0.0,56,134908.0,144.75107296137338,932.0
20180922,5.302,115071.0,109462.0,20.8,17.2,25.5,1.0,6.5,5.3,1.8,62.3,0.0,0.0,56,86118.0,92.203426124197,934.0
20180923,4.13,68250.0,62742.0,19.4,15.6,25.3,1.5,0.0,4.3,1.6,52.9,0.0,0.0,56,52425.0,56.86008676789588,922.0
20180924,3.996,56113.0,57833.0,17.6,14.2,22.1,0.0,0.0,4.4,2.1,48.3,0.0,0.0,56,39622.0,43.06739130434783,920.0
20180925,5.224,72492.0,76500.0,17.8,10.8,24.3,0.0,0.0,2.2,1.1,48.0,0.0,0.0,56,50752.0,54.74865156418554,927.0
20180926,6.522,88193.0,94522.0,19.4,16.2,24.8,0.0,0.0,2.7,1.7,47.9,0.0,0.0,56,64077.0,68.97416576964478,929.0
20180927,6.246,195007.0,196700.0,18.9,13.2,25.0,0.0,0.0,2.4,1.3,47.6,0.0,0.0,56,121294.0,130.70474137931035,928.0
20180928,6.178,205880.0,205854.0,17.5,14.3,22.2,0.0,0.0,2.1,1.2,58.1,0.0,0.0,56,126218.0,134.99251336898396,935.0
20180929,6.982,136798.0,136290.0,20.2,14.6,27.0,0.0,0.0,2.4,1.0,55.5,0.0,0.0,56,92083.0,98.48449197860964,935.0
20180930,5.948,95580.0,95996.0,17.6,14.0,21.6,0.0,0.0,5.5,2.3,52.5,0.0,0.0,56,67281.0,72.18991416309012,932.0
20181001,5.258,201435.0,202632.0,15.4,13.0,19.7,0.58,0.0,6.1,2.9,55.1,0.0,0.0,56,122569.0,131.51180257510728,932.0
20181002,5.972,211213.0,210928.0,15.9,10.3,22.0,0.0,0.0,4.1,1.6,61.4,0.0,0.0,56,124599.0,133.2609625668449,935.0
20181003,6.936,119293.0,119351.0,17.3,11.2,24.2,0.0,0.0,4.0,1.3,58.0,0.0,0.0,56,79327.0,85.2062298603652,931.0
20181004,6.198,207076.0,208438.0,19.3,13.0,25.6,0.0,0.0,2.4,1.3,56.5,0.0,0.0,56,125812.0,134.99141630901286,932.0
20181005,0.664,206381.0,208562.0,16.9,15.7,19.0,17.17,36.5,3.2,1.7,84.1,0.0,0.0,56,124989.0,134.25241675617616,931.0
20181006,3.458,134797.0,132836.0,18.0,16.3,21.7,12.67,55.5,5.3,2.2,84.0,0.0,0.0,56,86534.0,92.7481243301179,933.0
20181007,6.23,103582.0,103523.0,16.4,12.3,21.1,0.0,0.0,3.6,1.7,53.5,0.0,0.0,56,69765.0,75.17780172413794,928.0
20181008,6.006,198594.0,198803.0,14.8,9.2,20.9,0.0,0.0,2.7,1.1,47.0,0.0,0.0,56,118646.0,127.30257510729614,932.0
20181009,6.854,113530.0,113814.0,15.3,10.7,19.8,0.42,0.0,2.7,1.1,52.5,0.0,0.0,56,76281.0,81.84656652360515,932.0
20181010,4.552,207640.0,208311.0,12.0,7.9,16.7,2.67,7.0,4.7,2.5,61.0,0.0,0.0,56,125919.0,135.10622317596565,932.0
20181011,4.518,208899.0,209426.0,9.7,6.1,13.9,0.0,0.0,5.6,2.1,51.0,0.0,0.0,56,124822.0,134.3616792249731,929.0
20181012,4.674,211473.0,212878.0,10.9,5.2,17.4,0.0,0.0,3.2,1.3,54.0,0.0,0.0,56,126308.0,135.37834941050374,933.0
20181013,5.22,152114.0,150574.0,12.5,6.1,19.8,0.0,0.0,2.9,1.0,54.0,0.0,0.0,56,94304.0,101.29323308270676,931.0
20181014,4.948,104581.0,104385.0,13.2,6.8,20.3,0.0,0.0,3.1,1.5,60.0,0.0,0.0,56,69538.0,74.77204301075268,930.0
20181015,5.118,203666.0,204198.0,15.2,10.9,21.0,0.0,0.0,3.5,1.4,69.9,0.0,0.0,56,121909.0,130.94414607948443,931.0
20181016,5.204,207264.0,207282.0,14.5,9.9,20.3,0.0,0.0,3.0,1.3,55.9,0.0,0.0,56,123938.0,132.83815648445872,933.0
20181017,4.884,207676.0,208223.0,12.4,8.4,18.6,0.0,0.0,3.6,1.3,53.3,0.0,0.0,56,124170.0,133.51612903225808,930.0
20181018,4.82,212853.0,213625.0,12.7,7.5,19.0,0.0,0.0,2.7,1.1,59.5,0.0,0.0,56,130037.0,139.52467811158797,932.0
20181019,5.132,212690.0,213346.0,13.1,7.2,20.4,0.0,0.0,3.8,1.4,54.3,0.0,0.0,56,127422.0,136.57234726688102,933.0
20181020,4.826,152156.0,151087.0,13.4,6.9,21.4,0.0,0.0,3.0,1.2,53.9,0.0,0.0,56,95773.0,102.98172043010752,930.0
20181021,4.978,107662.0,108123.0,13.4,7.2,21.1,0.0,0.0,2.9,1.1,49.5,0.0,0.0,56,70836.0,76.33189655172414,928.0
20181022,4.908,201067.0,201716.0,14.0,8.8,20.6,0.0,0.0,2.6,1.0,50.0,0.0,0.0,56,120817.0,130.05059203444563,929.0
20181023,3.742,202863.0,203242.0,12.2,9.8,16.9,3.0,5.0,5.0,1.1,75.1,0.0,0.0,56,120727.0,129.67454350161117,931.0
20181024,5.002,206786.0,207631.0,12.5,7.6,18.7,0.0,0.0,3.4,1.3,66.0,0.0,0.0,56,125724.0,134.7524115755627,933.0
20181025,5.05,207096.0,208170.0,13.8,7.0,21.2,0.0,0.0,1.6,0.9,55.5,0.0,0.0,56,124653.0,133.60450160771703,933.0
20181026,2.462,209693.0,209846.0,12.2,9.9,14.7,8.58,11.0,5.4,1.6,74.1,0.0,0.0,56,124294.0,133.362660944206,932.0
20181027,3.406,157832.0,157216.0,8.7,6.2,11.6,0.0,0.0,5.8,3.2,49.6,0.0,0.0,56,94727.0,101.85698924731184,930.0
20181028,1.97,98599.0,100295.0,8.3,5.2,13.5,4.67,5.5,5.9,1.5,77.1,0.0,0.0,56,64790.0,69.74165769644779,929.0
20181029,3.686,203659.0,203999.0,7.2,3.4,11.7,0.83,0.0,5.3,2.0,57.3,0.0,0.0,56,121343.0,130.05680600214362,933.0
20181030,3.794,208149.0,209013.0,6.1,0.7,11.6,1.58,0.0,3.5,1.6,51.3,0.0,0.0,56,122565.0,131.6487647690655,931.0
20181031,3.922,213207.0,214069.0,7.4,3.0,12.6,1.58,0.0,4.1,1.6,55.4,0.0,0.0,56,125924.0,135.11158798283262,932.0
20181101,4.38,211245.0,213208.0,8.4,2.5,15.2,0.0,0.0,3.6,1.3,53.4,0.0,0.0,56,123821.0,132.85515021459227,932.0
20181102,4.648,215237.0,215799.0,10.6,4.0,19.0,0.0,0.0,2.5,1.1,54.9,0.0,0.0,56,126321.0,135.53755364806867,932.0
20181103,4.058,150934.0,149464.0,11.2,5.0,19.1,0.0,0.0,4.0,1.3,56.0,0.0,0.0,56,94664.0,102.00862068965516,928.0
20181104,4.248,104482.0,105354.0,11.6,5.3,19.4,0.0,0.0,3.4,1.3,55.0,0.0,0.0,56,69510.0,74.74193548387096,930.0
20181105,4.478,203504.0,204434.0,11.9,6.6,18.3,0.0,0.0,2.3,1.1,65.5,0.0,0.0,56,120988.0,129.8154506437768,932.0
20181106,4.152,206645.0,207010.0,12.2,8.0,17.5,0.0,0.0,2.6,0.9,70.5,0.0,0.0,56,123543.0,133.1282327586207,928.0
20181107,3.048,208247.0,209292.0,12.8,10.3,15.7,11.0,2.0,2.8,1.1,79.5,0.0,0.8,56,124713.0,133.9559613319012,931.0
20181108,0.286,203697.0,205373.0,11.8,10.5,14.7,24.0,64.0,5.0,1.8,93.8,0.0,0.0,56,121217.0,130.06115879828326,932.0
20181109,3.562,213885.0,213229.0,12.1,9.5,15.4,3.5,1.0,5.6,3.1,69.0,0.0,0.0,56,127382.0,136.67596566523605,932.0
20181110,3.2,147343.0,146510.0,11.9,8.8,17.1,1.08,0.0,3.3,1.4,69.1,0.0,0.0,56,92583.0,99.5516129032258,930.0
20181111,2.174,98164.0,99435.0,8.1,5.4,10.9,2.33,0.0,3.7,1.1,67.6,0.0,0.0,56,65628.0,70.79611650485437,927.0
20181112,3.946,203581.0,204264.0,8.1,3.1,15.1,0.0,0.0,3.3,1.2,52.3,0.0,0.0,56,121859.0,130.89044038668098,931.0
20181113,4.248,208330.0,209070.0,8.8,4.1,15.4,0.0,0.0,3.0,1.1,51.6,0.0,0.0,56,124160.0,133.21888412017168,932.0
20181114,4.37,211325.0,211898.0,9.8,4.8,16.6,0.0,0.0,3.1,1.1,55.5,0.0,0.0,56,127697.0,136.86709539121114,933.0
20181115,4.22,208252.0,208630.0,9.7,4.7,16.2,0.0,0.0,2.4,1.0,55.4,0.0,0.0,56,121225.0,129.93033226152198,933.0
20181116,3.69,216636.0,216754.0,8.8,4.2,14.5,0.0,0.0,4.0,1.7,65.1,0.0,0.0,56,126415.0,135.7841031149302,931.0
20181117,2.682,149511.0,148774.0,4.9,0.6,11.4,0.0,0.0,3.7,1.4,50.8,0.0,0.0,56,90649.0,97.26287553648068,932.0
20181118,2.51,100146.0,101488.0,6.1,1.9,10.7,0.0,0.0,3.1,1.1,48.8,0.0,0.0,56,66558.0,71.49087003222341,931.0
20181119,3.6,202771.0,203689.0,6.5,3.3,11.3,0.0,0.0,4.4,1.4,50.4,0.0,0.0,56,120382.0,129.02679528403002,933.0
20181120,3.702,207588.0,208202.0,6.5,0.0,12.7,0.83,0.2,4.2,1.8,39.9,0.0,0.0,56,123681.0,132.84747583243825,931.0
20181121,2.84,206717.0,207313.0,5.8,3.1,8.2,3.83,1.0,4.5,1.2,57.1,0.0,0.0,56,123505.0,132.5160944206009,932.0
20181122,3.058,210920.0,211241.0,2.3,-1.3,7.1,0.0,0.0,5.6,2.4,35.0,0.0,0.0,56,127137.0,136.41309012875536,932.0
20181123,3.04,211992.0,211703.0,1.9,-3.1,7.6,0.0,0.0,3.7,1.4,29.6,0.0,0.0,56,125444.0,134.4523043944266,933.0
20181124,1.012,160253.0,157695.0,2.6,0.3,3.8,4.33,10.9,3.3,1.8,71.1,8.8,0.0,56,90684.0,97.19614147909968,933.0
20181125,1.922,123632.0,123037.0,4.8,1.3,9.8,0.0,0.0,1.9,1.0,77.8,0.0,0.0,56,66940.0,72.68186753528774,921.0
20181126,2.99,202365.0,202841.0,6.3,1.6,13.6,0.0,0.0,1.9,1.0,70.1,0.0,0.0,56,121224.0,130.068669527897,932.0
20181127,2.886,205989.0,206872.0,7.1,3.1,12.5,0.0,0.0,3.7,1.5,65.0,0.0,0.0,56,122319.0,131.24356223175965,932.0
20181128,2.916,208703.0,209251.0,5.0,2.1,11.1,0.0,0.0,3.7,1.6,27.1,0.0,0.0,56,124993.0,134.112660944206,932.0
20181129,2.878,209377.0,209870.0,3.5,0.6,6.7,0.67,0.0,3.3,1.3,41.4,0.0,0.0,56,123181.0,132.16845493562232,932.0
20181130,2.878,212904.0,212610.0,2.7,-1.5,8.0,0.0,0.0,3.3,1.4,46.1,0.0,0.0,56,125335.0,133.33510638297872,940.0
20181201,2.424,147374.0,146077.0,5.5,0.8,12.4,0.0,0.0,2.5,1.0,42.3,0.0,0.0,56,90227.0,96.29348986125932,937.0
20181202,2.164,101208.0,101845.0,8.2,2.8,11.8,0.0,0.0,2.2,1.3,50.1,0.0,0.0,56,66030.0,71.15301724137932,928.0
20181203,1.112,196612.0,197598.0,11.5,9.3,13.5,13.25,9.5,3.2,1.4,87.4,0.0,1.05,56,117999.0,126.4726688102894,933.0
20181204,2.134,205173.0,205604.0,6.7,-0.3,11.8,6.75,5.0,5.6,2.7,74.9,0.0,3.0,56,123285.0,131.7147435897436,936.0
20181205,2.342,207250.0,207649.0,0.0,-4.3,3.4,0.0,0.0,4.0,1.5,39.5,0.0,0.0,56,124010.0,132.63101604278074,935.0
20181206,2.408,207118.0,207868.0,2.4,-1.0,6.8,1.25,0.0,5.7,2.3,50.5,0.0,0.0,56,122876.0,131.27777777777777,936.0
20181207,1.522,207366.0,208187.0,-7.3,-9.6,-1.1,0.0,0.0,5.9,3.8,37.1,0.0,0.0,56,122200.0,130.4162219850587,937.0
20181208,0.862,142851.0,142136.0,-8.3,-11.4,-4.4,0.0,0.0,5.5,2.6,37.1,0.0,0.0,56,83845.0,89.48239060832444,937.0
20181209,0.818,92715.0,93681.0,-7.2,-11.8,-2.1,0.0,0.0,3.4,1.5,27.0,0.0,0.0,56,60174.0,64.98272138228941,926.0
20181210,1.75,198486.0,199187.0,-2.5,-8.1,4.6,0.0,0.0,2.9,0.9,33.3,0.0,0.0,56,118575.0,127.5,930.0
20181211,2.186,204278.0,205357.0,0.2,-2.4,2.9,0.0,0.0,3.9,1.2,44.8,0.0,0.0,56,122049.0,129.9776357827476,939.0
20181212,2.018,208029.0,208321.0,-1.9,-5.0,2.4,0.0,0.0,4.0,2.2,39.0,0.0,0.0,56,124396.0,133.32904608788854,933.0
20181213,1.28,209854.0,210547.0,-2.2,-5.9,2.1,9.0,1.3,5.8,2.0,57.4,1.7,0.0,56,125988.0,134.45891141942369,937.0
20181214,1.648,211599.0,211825.0,-4.4,-7.8,0.6,0.0,0.0,3.5,1.7,44.3,0.0,0.0,56,125730.0,134.0405117270789,938.0
20181215,1.136,141770.0,140883.0,-2.4,-7.8,3.2,0.0,0.0,2.1,1.0,46.8,0.0,0.0,56,89121.0,95.01172707889124,938.0
20181216,1.082,95487.0,96156.0,0.0,-2.6,2.1,6.25,0.3,1.7,0.9,63.8,0.4,0.0,56,64036.0,68.93003229278794,929.0
20181217,1.978,200855.0,202271.0,1.6,-1.5,5.9,0.67,0.3,4.3,1.8,60.1,0.0,0.0,56,119818.0,128.83655913978495,930.0
20181218,2.156,206982.0,207246.0,2.6,-2.8,7.4,0.0,0.0,4.1,1.4,56.3,0.0,0.0,56,121883.0,129.80085197018104,939.0
20181219,2.342,208730.0,209077.0,4.0,1.3,9.5,0.0,0.0,3.3,1.4,53.4,0.0,0.0,56,124193.0,132.54322305229456,937.0
20181220,2.458,221206.0,220858.0,3.4,-1.1,10.4,0.0,0.0,2.4,0.9,45.5,0.0,0.0,56,139228.0,148.11489361702127,940.0
