일시,중랑구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20180623,2.496,125646.0,118403.0,24.5,20.9,28.9,0.0,0.0,4.4,2.0,50.6,0.0,0.0,49,123385.0,88.57501794687724,1393.0
20180624,2.01,89697.0,85977.0,25.2,20.1,32.1,0.0,0.0,3.7,1.9,62.8,0.0,0.0,49,90285.0,64.76685796269727,1394.0
20180625,2.534,152534.0,145849.0,27.1,21.3,32.9,0.0,0.0,3.2,1.2,57.1,0.0,0.0,49,155384.0,110.67236467236468,1404.0
20180626,0.492,140802.0,134358.0,22.3,20.2,26.9,20.17,71.5,5.7,2.4,88.3,0.0,0.97,49,143214.0,102.07697790449038,1403.0
20180627,2.178,152962.0,146040.0,22.3,19.1,25.5,8.83,1.0,4.5,2.0,81.9,0.0,0.0,49,155853.0,111.16476462196862,1402.0
20180628,1.492,151168.0,143909.0,23.3,20.6,27.3,7.5,26.5,4.3,1.1,85.1,0.0,0.0,49,151565.0,107.9522792022792,1404.0
20180629,2.138,157112.0,148637.0,24.7,21.9,29.1,7.67,6.5,3.2,1.5,78.5,0.0,0.0,49,124972.6925188744,88.71937524847354,1408.6870281400138
20180630,1.53,113445.0,107764.0,24.4,21.6,27.9,4.33,14.5,5.1,0.9,83.8,0.0,0.0,49,114834.0,81.7905982905983,1404.0
20180701,0.312,71999.0,70168.0,21.9,21.0,22.8,19.25,83.5,2.3,0.8,94.6,0.0,0.0,49,78586.0,56.4960460100647,1391.0
20180702,0.246,143046.0,136593.0,22.6,20.6,25.3,21.58,59.5,2.9,0.7,95.4,0.0,0.0,49,147688.0,105.26585887384176,1403.0
20180703,2.224,151011.0,144220.0,27.4,22.5,32.6,1.58,0.1,2.6,0.8,74.4,0.0,0.0,49,156200.0,111.17437722419928,1405.0
20180704,2.364,152712.0,144932.0,27.3,24.0,31.8,0.0,0.0,3.9,1.7,69.6,0.0,0.0,49,159364.0,113.5880256593015,1403.0
20180705,2.162,153239.0,145871.0,25.3,23.4,29.0,2.67,0.5,3.0,1.2,72.8,0.0,0.0,49,158195.0,112.9157744468237,1401.0
20180706,2.5,160264.0,151969.0,23.9,21.5,27.1,0.0,0.0,3.4,1.8,57.8,0.0,0.0,49,160322.0,114.02702702702705,1406.0
20180707,2.594,122885.0,115609.0,23.7,19.5,29.2,0.0,0.0,2.3,1.6,51.4,0.0,0.0,49,121053.0,86.15871886120996,1405.0
20180708,2.372,90247.0,86819.0,23.3,17.7,28.1,0.0,0.0,2.8,1.5,51.5,0.0,0.0,49,91001.0,64.90798858773181,1402.0
20180709,0.414,147272.0,140945.0,20.8,20.1,24.2,17.58,14.0,1.8,1.1,82.3,0.0,0.0,49,150060.0,106.88034188034187,1404.0
20180710,1.334,152829.0,146023.0,23.7,20.4,26.5,8.67,16.5,1.6,0.7,87.8,0.0,0.0,49,156092.0,111.09750889679717,1405.0
20180711,1.732,152930.0,145751.0,26.8,24.4,29.5,10.58,3.0,3.9,1.3,82.9,0.0,0.0,49,158659.0,112.84423897581792,1406.0
20180712,2.444,154044.0,147343.0,26.6,25.1,28.2,6.08,1.0,3.6,1.5,82.4,0.0,0.0,49,157727.0,112.18136557610242,1406.0
20180713,2.39,158344.0,150304.0,27.3,24.7,30.9,0.0,0.0,3.4,1.8,74.8,0.0,0.0,49,163050.0,115.96728307254622,1406.0
20180714,2.196,121070.0,113973.0,27.9,24.6,31.9,0.33,0.0,4.2,1.9,69.6,0.0,0.0,49,124972.6925188744,88.71937524847354,1408.6870281400138
20180715,1.864,89021.0,86026.0,28.3,24.5,33.2,0.0,0.0,3.7,1.6,69.6,0.0,0.0,49,93891.0,67.54748201438849,1390.0
20180716,2.082,147329.0,141374.0,28.7,24.0,34.0,0.0,0.0,3.6,1.7,64.3,0.0,0.0,49,155810.0,111.21341898643826,1401.0
20180717,2.31,150008.0,143201.0,28.1,23.9,32.1,0.0,0.0,4.1,1.7,66.5,0.0,0.0,49,158267.0,112.72578347578347,1404.0
20180718,2.236,151082.0,143982.0,28.2,23.7,33.2,0.0,0.0,4.1,1.6,64.8,0.0,0.0,49,160370.0,114.4682369735903,1401.0
20180719,2.256,150859.0,144102.0,28.7,23.2,34.1,0.0,0.0,3.2,1.6,64.1,0.0,0.0,49,158433.0,113.08565310492506,1401.0
20180720,2.22,156012.0,148310.0,29.5,24.6,34.7,0.0,0.0,3.3,1.5,62.6,0.0,0.0,49,164576.0,117.13594306049822,1405.0
20180721,1.86,115978.0,109160.0,30.6,24.9,36.9,0.0,0.0,3.6,1.5,53.6,0.0,0.0,49,121296.0,86.57815845824412,1401.0
20180722,1.616,84488.0,82137.0,31.8,25.3,38.0,0.0,0.0,3.7,1.4,49.6,0.0,0.0,49,88725.0,63.64777618364419,1394.0
20180723,1.974,145483.0,138848.0,31.7,29.2,35.7,0.0,0.0,4.0,1.8,53.8,0.0,0.0,49,153364.0,109.6240171551108,1399.0
20180724,2.016,145588.0,138817.0,31.4,27.2,36.8,0.0,0.0,4.0,1.6,59.5,0.0,0.0,49,153373.0,109.31789023521026,1403.0
20180725,2.1,148115.0,141287.0,30.1,27.7,34.1,0.0,0.0,3.8,2.4,66.3,0.0,0.0,49,157867.0,112.28093883357042,1406.0
20180726,2.068,147110.0,139904.0,30.1,27.3,33.7,0.0,0.0,3.4,1.5,68.8,0.0,0.0,49,153944.0,109.49075391180656,1406.0
20180727,1.974,149328.0,141369.0,30.9,27.2,35.4,0.0,0.0,3.7,1.9,69.3,0.0,0.0,49,156835.0,112.42652329749104,1395.0
20180728,1.57,108772.0,102595.0,29.5,28.0,35.2,1.83,7.5,3.6,1.2,77.1,0.0,0.0,49,114908.0,81.96005706134095,1402.0
20180729,1.544,82506.0,80009.0,31.3,26.4,36.7,0.0,0.0,2.9,1.2,52.4,0.0,0.0,49,89395.0,64.12840746054519,1394.0
20180730,1.892,139770.0,133665.0,31.7,26.2,36.9,0.0,0.0,2.4,1.2,50.9,0.0,0.0,49,145004.0,103.5003568879372,1401.0
20180731,1.896,139228.0,133141.0,32.6,27.8,38.3,0.0,0.0,3.6,1.5,50.5,0.0,0.0,49,145969.0,104.1148359486448,1402.0
20180801,1.62,135331.0,128933.0,33.6,27.8,39.6,0.0,0.0,4.0,1.7,55.5,0.0,0.0,49,144112.0,102.35227272727272,1408.0
20180802,1.656,132032.0,126492.0,33.7,30.3,37.9,0.0,0.0,3.2,1.6,54.4,0.0,0.0,49,139850.0,100.17908309455588,1396.0
20180803,1.71,135447.0,128373.0,33.1,30.0,37.9,0.0,0.0,4.2,1.9,55.3,0.0,0.0,49,141615.0,100.8653846153846,1404.0
20180804,1.536,101328.0,96225.0,31.1,28.0,34.9,0.0,0.0,4.6,2.4,60.6,0.0,0.0,49,107274.0,76.84383954154728,1396.0
20180805,1.48,79176.0,77056.0,30.0,27.2,33.9,2.5,2.0,4.9,2.6,71.8,0.0,0.0,49,86591.0,62.02793696275072,1396.0
20180806,1.69,136282.0,131195.0,30.5,28.3,35.3,3.83,6.5,4.4,1.6,71.6,0.0,0.0,49,143001.0,101.92516037063436,1403.0
20180807,1.85,139377.0,134166.0,30.5,26.8,35.9,0.0,0.0,3.7,1.5,63.4,0.0,0.0,49,146636.0,104.59058487874464,1402.0
20180808,2.028,142212.0,136450.0,31.0,27.6,35.3,0.0,0.0,4.6,2.1,64.8,0.0,0.0,49,151394.0,107.83048433048432,1404.0
20180809,1.782,140758.0,134976.0,28.8,27.1,32.5,3.5,2.0,4.2,1.5,76.3,0.0,0.0,49,148285.0,105.61609686609688,1404.0
20180810,1.968,147074.0,140982.0,30.7,25.7,36.8,0.0,0.0,3.6,1.4,60.9,0.0,0.0,49,154074.0,109.5832147937411,1406.0
20180811,1.734,111382.0,105259.0,31.0,26.4,36.0,0.0,0.0,3.3,1.5,55.8,0.0,0.0,49,120246.0,86.13610315186246,1396.0
20180812,1.354,82067.0,79835.0,30.6,27.2,35.3,2.0,5.0,3.7,1.5,61.3,0.0,0.0,49,88935.0,63.66141732283464,1397.0
20180813,1.782,140961.0,135423.0,30.5,26.7,34.4,1.58,1.0,3.2,1.4,68.6,0.0,0.0,49,149992.0,107.21372408863472,1399.0
20180814,1.95,144791.0,138189.0,31.7,27.7,37.2,0.0,0.0,4.0,1.3,58.3,0.0,0.0,49,154824.0,110.27350427350429,1404.0
20180815,1.45,92957.0,90006.0,31.7,28.3,38.0,0.92,1.0,5.8,1.2,59.5,0.0,0.0,49,102417.0,73.25965665236052,1398.0
20180816,2.192,144362.0,137923.0,29.9,24.1,35.6,0.0,0.0,3.0,1.7,51.0,0.0,0.0,49,158058.0,113.3032258064516,1395.0
20180817,2.288,150463.0,143847.0,27.2,21.7,33.8,0.0,0.0,3.5,1.8,39.8,0.0,0.0,49,160268.0,113.82670454545456,1408.0
20180818,2.382,114383.0,108601.0,26.7,21.5,32.1,0.0,0.0,3.8,1.4,44.6,0.0,0.0,49,119913.0,85.77467811158799,1398.0
20180819,2.316,86163.0,83475.0,28.2,23.0,34.4,0.0,0.0,3.3,1.2,50.6,0.0,0.0,49,92775.0,66.60086145010769,1393.0
20180820,2.242,146467.0,140302.0,29.1,25.1,33.3,0.33,0.0,5.1,2.0,55.6,0.0,0.0,49,156904.0,112.07428571428572,1400.0
20180821,2.102,147741.0,141042.0,26.6,23.4,31.0,6.5,5.0,7.1,2.5,71.4,0.0,0.0,49,157745.0,112.03480113636364,1408.0
20180822,2.124,150387.0,144429.0,30.7,23.4,37.6,0.0,0.0,3.2,1.1,54.1,0.0,0.0,49,163041.0,116.37473233404712,1401.0
20180823,1.334,140119.0,134164.0,29.4,25.7,32.2,9.42,3.0,2.8,1.7,59.1,0.0,0.0,49,152668.0,109.1265189421015,1399.0
20180824,0.722,136278.0,129314.0,24.4,23.2,26.3,16.25,7.5,4.2,2.5,86.3,0.0,0.0,49,143251.0,102.61532951289398,1396.0
20180825,2.396,121893.0,114305.0,25.2,22.7,29.3,0.0,0.0,5.3,2.6,68.0,0.0,0.0,49,125489.0,89.57102069950035,1401.0
20180826,1.728,86428.0,83566.0,23.2,20.3,29.0,4.67,2.0,3.8,1.2,70.0,0.0,0.0,49,88912.0,63.87356321839081,1392.0
20180827,1.164,147777.0,140637.0,22.7,20.2,24.9,15.17,19.5,2.1,0.8,91.0,0.0,0.0,49,156612.0,111.62651461154668,1403.0
20180828,0.816,146125.0,141678.0,23.7,22.5,26.1,12.92,96.5,3.7,0.9,92.4,0.0,0.0,49,154578.0,110.1767640769779,1403.0
20180829,0.52,143559.0,139272.0,25.2,22.7,27.4,10.92,42.0,4.5,2.4,86.0,0.0,0.0,49,156075.0,111.8015759312321,1396.0
20180830,1.37,151128.0,144567.0,25.3,23.9,28.2,6.25,9.5,3.7,1.8,80.9,0.0,0.0,49,161016.0,114.60213523131672,1405.0
20180831,2.174,158047.0,150118.0,25.6,22.8,30.3,5.08,0.1,3.7,1.6,67.4,0.0,0.0,49,166274.0,118.26031294452348,1406.0
20180901,2.274,121828.0,114767.0,25.5,20.8,30.9,0.0,0.0,2.3,1.3,59.4,0.0,0.0,49,126039.0,89.96359743040685,1401.0
20180902,2.522,89261.0,86053.0,25.1,20.1,29.6,0.0,0.0,2.8,1.5,55.8,0.0,0.0,49,93995.0,67.13928571428572,1400.0
20180903,0.894,149047.0,143399.0,23.3,21.4,25.8,10.83,34.5,5.5,1.0,85.3,0.0,0.0,49,156820.0,111.85449358059914,1402.0
20180904,2.49,155940.0,149218.0,23.2,20.0,27.8,0.0,0.0,5.2,2.2,69.4,0.0,0.0,49,163511.0,116.79357142857144,1400.0
20180905,2.748,156987.0,150834.0,24.0,19.6,28.5,0.0,0.0,5.7,2.5,63.5,0.0,0.0,49,165879.0,117.97937411095306,1406.0
20180906,2.046,156014.0,149476.0,24.1,20.9,28.2,0.75,1.0,5.0,2.0,69.9,0.0,0.0,49,162572.0,115.54513148543,1407.0
20180907,2.754,161475.0,153685.0,22.0,19.1,25.5,1.58,0.5,4.3,2.5,54.6,0.0,0.0,49,166225.0,118.47826086956522,1403.0
20180908,2.854,126541.0,119166.0,21.7,15.9,27.7,0.0,0.0,3.9,1.7,48.8,0.0,0.0,49,125877.0,89.59217081850534,1405.0
20180909,2.684,93210.0,89503.0,22.2,15.6,28.9,0.0,0.0,2.8,1.2,49.0,0.0,0.0,49,93767.0,67.21648745519714,1395.0
20180910,2.906,156381.0,149240.0,22.9,18.6,28.4,0.0,0.0,2.7,1.6,49.5,0.0,0.0,49,161472.0,115.008547008547,1404.0
20180911,2.918,157444.0,150985.0,21.6,16.8,26.1,0.0,0.0,2.4,1.5,48.1,0.0,0.0,49,162844.0,115.73845060412224,1407.0
20180912,2.994,157782.0,151017.0,22.8,16.8,28.2,0.0,0.0,3.2,1.4,52.0,0.0,0.0,49,164188.0,116.85978647686832,1405.0
20180913,2.952,157426.0,150433.0,23.5,20.3,28.3,0.0,0.0,2.4,1.2,63.5,0.0,0.0,49,162070.0,115.1065340909091,1408.0
20180914,2.704,160762.0,153698.0,23.5,20.3,26.8,1.75,0.5,2.6,1.3,66.9,0.0,0.0,49,166383.0,118.4220640569395,1405.0
20180915,2.4,123902.0,116388.0,23.3,21.0,26.0,4.75,0.2,2.4,1.0,76.0,0.0,0.0,49,125344.0,89.46752319771592,1401.0
20180916,1.53,90086.0,86298.0,22.2,21.0,23.9,14.33,2.0,3.7,1.7,83.6,0.0,0.0,49,95394.0,68.18727662616155,1399.0
20180917,3.006,157358.0,149480.0,22.3,18.5,27.7,1.83,0.1,3.8,1.9,64.3,0.0,0.0,49,162286.0,115.50604982206406,1405.0
20180918,2.886,157764.0,150354.0,22.0,17.7,26.5,0.0,0.0,3.4,1.2,59.8,0.0,0.0,49,163565.0,116.25088841506752,1407.0
20180919,2.462,158695.0,151519.0,22.1,18.9,26.6,6.83,0.2,2.9,1.0,59.1,0.0,0.0,49,167589.0,119.3653846153846,1404.0
20180920,1.25,157683.0,149883.0,19.0,17.8,20.1,10.92,5.0,2.9,1.8,82.4,0.0,0.0,49,166404.0,118.6904422253923,1402.0
20180921,1.728,161598.0,152146.0,19.4,17.6,21.9,11.83,18.0,2.3,1.3,85.8,0.0,0.0,49,169620.0,120.72597864768684,1405.0
20180922,2.668,107349.0,98912.0,20.8,17.2,25.5,1.0,6.5,5.3,1.8,62.3,0.0,0.0,49,116364.0,83.11714285714285,1400.0
20180923,2.062,69866.0,63992.0,19.4,15.6,25.3,1.5,0.0,4.3,1.6,52.9,0.0,0.0,49,72739.0,52.70942028985508,1380.0
20180924,2.008,63586.0,62284.0,17.6,14.2,22.1,0.0,0.0,4.4,2.1,48.3,0.0,0.0,49,58656.0,42.50434782608696,1380.0
20180925,2.34,76413.0,75130.0,17.8,10.8,24.3,0.0,0.0,2.2,1.1,48.0,0.0,0.0,49,71678.0,51.67844268204758,1387.0
20180926,2.726,87261.0,84442.0,19.4,16.2,24.8,0.0,0.0,2.7,1.7,47.9,0.0,0.0,49,86758.0,62.28140703517588,1393.0
20180927,2.866,151810.0,145201.0,18.9,13.2,25.0,0.0,0.0,2.4,1.3,47.6,0.0,0.0,49,156456.0,111.6745182012848,1401.0
20180928,3.088,158845.0,151215.0,17.5,14.3,22.2,0.0,0.0,2.1,1.2,58.1,0.0,0.0,49,162241.0,115.30987917555082,1407.0
20180929,3.08,121512.0,114313.0,20.2,14.6,27.0,0.0,0.0,2.4,1.0,55.5,0.0,0.0,49,121388.0,86.58202567760343,1402.0
20180930,2.694,89048.0,85116.0,17.6,14.0,21.6,0.0,0.0,5.5,2.3,52.5,0.0,0.0,49,91744.0,65.81348637015782,1394.0
20181001,2.744,154990.0,147674.0,15.4,13.0,19.7,0.58,0.0,6.1,2.9,55.1,0.0,0.0,49,159560.0,114.0528949249464,1399.0
20181002,3.058,162419.0,152729.0,15.9,10.3,22.0,0.0,0.0,4.1,1.6,61.4,0.0,0.0,49,163072.0,115.98293029871978,1406.0
20181003,3.128,104845.0,99448.0,17.3,11.2,24.2,0.0,0.0,4.0,1.3,58.0,0.0,0.0,49,105451.0,75.64634146341463,1394.0
20181004,2.992,158839.0,151220.0,19.3,13.0,25.6,0.0,0.0,2.4,1.3,56.5,0.0,0.0,49,162478.0,115.8901569186876,1402.0
20181005,0.462,155487.0,149366.0,16.9,15.7,19.0,17.17,36.5,3.2,1.7,84.1,0.0,0.0,49,162783.0,116.02494654312189,1403.0
20181006,1.502,111942.0,105335.0,18.0,16.3,21.7,12.67,55.5,5.3,2.2,84.0,0.0,0.0,49,113567.0,81.11928571428571,1400.0
20181007,2.732,95180.0,90514.0,16.4,12.3,21.1,0.0,0.0,3.6,1.7,53.5,0.0,0.0,49,93911.0,67.41636755204594,1393.0
20181008,2.744,156680.0,148013.0,14.8,9.2,20.9,0.0,0.0,2.7,1.1,47.0,0.0,0.0,49,156903.0,111.83392729864576,1403.0
20181009,2.708,101846.0,97440.0,15.3,10.7,19.8,0.42,0.0,2.7,1.1,52.5,0.0,0.0,49,102406.0,73.56752873563218,1392.0
20181010,2.224,157698.0,150931.0,12.0,7.9,16.7,2.67,7.0,4.7,2.5,61.0,0.0,0.0,49,161152.0,114.78062678062678,1404.0
20181011,2.178,157912.0,151581.0,9.7,6.1,13.9,0.0,0.0,5.6,2.1,51.0,0.0,0.0,49,160017.0,113.89110320284698,1405.0
20181012,2.326,163631.0,156905.0,10.9,5.2,17.4,0.0,0.0,3.2,1.3,54.0,0.0,0.0,49,162755.0,115.83985765124557,1405.0
20181013,2.372,131389.0,124098.0,12.5,6.1,19.8,0.0,0.0,2.9,1.0,54.0,0.0,0.0,49,123668.0,88.20827389443652,1402.0
20181014,2.436,96144.0,91432.0,13.2,6.8,20.3,0.0,0.0,3.1,1.5,60.0,0.0,0.0,49,92658.0,66.46915351506456,1394.0
20181015,2.512,155594.0,149087.0,15.2,10.9,21.0,0.0,0.0,3.5,1.4,69.9,0.0,0.0,49,157504.0,112.1823361823362,1404.0
20181016,2.394,158013.0,150778.0,14.5,9.9,20.3,0.0,0.0,3.0,1.3,55.9,0.0,0.0,49,158529.0,113.235,1400.0
20181017,2.546,158175.0,151696.0,12.4,8.4,18.6,0.0,0.0,3.6,1.3,53.3,0.0,0.0,49,161215.0,114.98930099857348,1402.0
20181018,2.498,159781.0,153787.0,12.7,7.5,19.0,0.0,0.0,2.7,1.1,59.5,0.0,0.0,49,166306.0,118.535994297933,1403.0
20181019,2.67,163110.0,155322.0,13.1,7.2,20.4,0.0,0.0,3.8,1.4,54.3,0.0,0.0,49,162585.0,116.21515368120086,1399.0
20181020,2.598,132558.0,125634.0,13.4,6.9,21.4,0.0,0.0,3.0,1.2,53.9,0.0,0.0,49,126473.0,90.01637010676157,1405.0
20181021,2.366,98182.0,94103.0,13.4,7.2,21.1,0.0,0.0,2.9,1.1,49.5,0.0,0.0,49,95585.0,68.71675053918045,1391.0
20181022,2.398,155380.0,148198.0,14.0,8.8,20.6,0.0,0.0,2.6,1.0,50.0,0.0,0.0,49,155571.0,111.20157255182274,1399.0
20181023,2.022,154353.0,147867.0,12.2,9.8,16.9,3.0,5.0,5.0,1.1,75.1,0.0,0.0,49,155492.0,110.98643825838688,1401.0
20181024,2.608,158161.0,151090.0,12.5,7.6,18.7,0.0,0.0,3.4,1.3,66.0,0.0,0.0,49,159521.0,113.86224125624554,1401.0
20181025,2.552,159626.0,152772.0,13.8,7.0,21.2,0.0,0.0,1.6,0.9,55.5,0.0,0.0,49,160238.0,113.80539772727272,1408.0
20181026,1.342,157466.0,150693.0,12.2,9.9,14.7,8.58,11.0,5.4,1.6,74.1,0.0,0.0,49,159966.0,114.09843081312412,1402.0
20181027,1.824,134085.0,126302.0,8.7,6.2,11.6,0.0,0.0,5.8,3.2,49.6,0.0,0.0,49,128502.0,91.46049822064056,1405.0
20181028,1.018,88320.0,85747.0,8.3,5.2,13.5,4.67,5.5,5.9,1.5,77.1,0.0,0.0,49,86829.0,62.19842406876791,1396.0
20181029,1.794,155541.0,148913.0,7.2,3.4,11.7,0.83,0.0,5.3,2.0,57.3,0.0,0.0,49,156973.0,111.96362339514978,1402.0
20181030,1.812,157018.0,151190.0,6.1,0.7,11.6,1.58,0.0,3.5,1.6,51.3,0.0,0.0,49,158871.0,113.47928571428572,1400.0
20181031,1.878,158561.0,151573.0,7.4,3.0,12.6,1.58,0.0,4.1,1.6,55.4,0.0,0.0,49,161679.0,114.91044776119404,1407.0
20181101,2.096,158297.0,150972.0,8.4,2.5,15.2,0.0,0.0,3.6,1.3,53.4,0.0,0.0,49,158879.0,112.92039800995023,1407.0
20181102,2.132,163151.0,154847.0,10.6,4.0,19.0,0.0,0.0,2.5,1.1,54.9,0.0,0.0,49,161986.0,115.29252669039144,1405.0
20181103,1.954,128344.0,120615.0,11.2,5.0,19.1,0.0,0.0,4.0,1.3,56.0,0.0,0.0,49,123573.0,88.32952108649035,1399.0
20181104,1.952,94540.0,90868.0,11.6,5.3,19.4,0.0,0.0,3.4,1.3,55.0,0.0,0.0,49,92541.0,66.67219020172911,1388.0
20181105,2.27,156115.0,149241.0,11.9,6.6,18.3,0.0,0.0,2.3,1.1,65.5,0.0,0.0,49,155818.0,111.1398002853067,1402.0
20181106,2.188,157068.0,150809.0,12.2,8.0,17.5,0.0,0.0,2.6,0.9,70.5,0.0,0.0,49,157879.0,112.28947368421052,1406.0
20181107,1.546,155680.0,148742.0,12.8,10.3,15.7,11.0,2.0,2.8,1.1,79.5,0.0,0.8,49,158895.0,113.25374198146828,1403.0
20181108,0.162,150404.0,145124.0,11.8,10.5,14.7,24.0,64.0,5.0,1.8,93.8,0.0,0.0,49,152959.0,108.9451566951567,1404.0
20181109,1.698,162812.0,155027.0,12.1,9.5,15.4,3.5,1.0,5.6,3.1,69.0,0.0,0.0,49,162297.0,116.00929235167978,1399.0
20181110,1.81,127277.0,120598.0,11.9,8.8,17.1,1.08,0.0,3.3,1.4,69.1,0.0,0.0,49,121743.0,86.77334283677833,1403.0
20181111,1.368,91259.0,87838.0,8.1,5.4,10.9,2.33,0.0,3.7,1.1,67.6,0.0,0.0,49,89699.0,64.4389367816092,1392.0
20181112,1.938,156096.0,148997.0,8.1,3.1,15.1,0.0,0.0,3.3,1.2,52.3,0.0,0.0,49,156433.0,111.97780959198282,1397.0
20181113,2.172,157654.0,150927.0,8.8,4.1,15.4,0.0,0.0,3.0,1.1,51.6,0.0,0.0,49,158131.0,112.54875444839858,1405.0
20181114,2.138,159741.0,152222.0,9.8,4.8,16.6,0.0,0.0,3.1,1.1,55.5,0.0,0.0,49,164795.0,117.20839260312944,1406.0
20181115,2.08,157545.0,150720.0,9.7,4.7,16.2,0.0,0.0,2.4,1.0,55.4,0.0,0.0,49,155837.0,110.75835110163467,1407.0
20181116,1.96,161990.0,154543.0,8.8,4.2,14.5,0.0,0.0,4.0,1.7,65.1,0.0,0.0,49,162523.0,115.7571225071225,1404.0
20181117,1.554,123825.0,117403.0,4.9,0.6,11.4,0.0,0.0,3.7,1.4,50.8,0.0,0.0,49,119670.0,85.47857142857143,1400.0
20181118,1.416,91081.0,88109.0,6.1,1.9,10.7,0.0,0.0,3.1,1.1,48.8,0.0,0.0,49,91189.0,65.50933908045977,1392.0
20181119,1.676,154874.0,148191.0,6.5,3.3,11.3,0.0,0.0,4.4,1.4,50.4,0.0,0.0,49,156145.0,111.69170243204576,1398.0
20181120,1.642,156979.0,150222.0,6.5,0.0,12.7,0.83,0.2,4.2,1.8,39.9,0.0,0.0,49,158529.0,112.91239316239316,1404.0
20181121,1.51,155090.0,148607.0,5.8,3.1,8.2,3.83,1.0,4.5,1.2,57.1,0.0,0.0,49,159365.0,113.83214285714286,1400.0
20181122,1.514,158046.0,152021.0,2.3,-1.3,7.1,0.0,0.0,5.6,2.4,35.0,0.0,0.0,49,162566.0,115.95292439372324,1402.0
20181123,1.462,160643.0,153274.0,1.9,-3.1,7.6,0.0,0.0,3.7,1.4,29.6,0.0,0.0,49,161690.0,115.08185053380782,1405.0
20181124,0.57,124357.0,117357.0,2.6,0.3,3.8,4.33,10.9,3.3,1.8,71.1,8.8,0.0,49,125233.0,89.19729344729345,1404.0
20181125,0.936,90231.0,87086.0,4.8,1.3,9.8,0.0,0.0,1.9,1.0,77.8,0.0,0.0,49,90492.0,64.82234957020057,1396.0
20181126,1.398,155162.0,148209.0,6.3,1.6,13.6,0.0,0.0,1.9,1.0,70.1,0.0,0.0,49,156950.0,111.9472182596291,1402.0
20181127,1.464,156179.0,149313.0,7.1,3.1,12.5,0.0,0.0,3.7,1.5,65.0,0.0,0.0,49,157721.0,112.57744468236972,1401.0
20181128,1.486,158311.0,151360.0,5.0,2.1,11.1,0.0,0.0,3.7,1.6,27.1,0.0,0.0,49,161329.0,114.74324324324324,1406.0
20181129,1.444,156770.0,149924.0,3.5,0.6,6.7,0.67,0.0,3.3,1.3,41.4,0.0,0.0,49,157859.0,112.27524893314369,1406.0
20181130,1.47,162786.0,154564.0,2.7,-1.5,8.0,0.0,0.0,3.3,1.4,46.1,0.0,0.0,49,161806.0,115.00071073205402,1407.0
20181201,1.366,123774.0,116626.0,5.5,0.8,12.4,0.0,0.0,2.5,1.0,42.3,0.0,0.0,49,119311.0,84.97934472934473,1404.0
20181202,1.138,90089.0,86510.0,8.2,2.8,11.8,0.0,0.0,2.2,1.3,50.1,0.0,0.0,49,90409.0,64.8558106169297,1394.0
20181203,0.438,150796.0,144016.0,11.5,9.3,13.5,13.25,9.5,3.2,1.4,87.4,0.0,1.05,49,152505.0,109.08798283261802,1398.0
20181204,1.08,156000.0,149251.0,6.7,-0.3,11.8,6.75,5.0,5.6,2.7,74.9,0.0,3.0,49,159103.0,113.16002844950214,1406.0
20181205,1.174,157529.0,151033.0,0.0,-4.3,3.4,0.0,0.0,4.0,1.5,39.5,0.0,0.0,49,160097.0,114.1104775481112,1403.0
20181206,1.192,157882.0,150895.0,2.4,-1.0,6.8,1.25,0.0,5.7,2.3,50.5,0.0,0.0,49,157750.0,112.59814418272664,1401.0
20181207,0.828,157785.0,150696.0,-7.3,-9.6,-1.1,0.0,0.0,5.9,3.8,37.1,0.0,0.0,49,157006.0,111.58919687277896,1407.0
20181208,0.538,116841.0,111162.0,-8.3,-11.4,-4.4,0.0,0.0,5.5,2.6,37.1,0.0,0.0,49,113540.0,81.04211277658816,1401.0
20181209,0.51,84073.0,81525.0,-7.2,-11.8,-2.1,0.0,0.0,3.4,1.5,27.0,0.0,0.0,49,84640.0,60.848310567936736,1391.0
20181210,0.862,153939.0,147306.0,-2.5,-8.1,4.6,0.0,0.0,2.9,0.9,33.3,0.0,0.0,49,155312.0,111.0958512160229,1398.0
20181211,1.024,155918.0,149201.0,0.2,-2.4,2.9,0.0,0.0,3.9,1.2,44.8,0.0,0.0,49,156518.0,111.40071174377223,1405.0
20181212,0.892,157764.0,151405.0,-1.9,-5.0,2.4,0.0,0.0,4.0,2.2,39.0,0.0,0.0,49,160525.0,114.41553813257306,1403.0
20181213,0.666,159544.0,153096.0,-2.2,-5.9,2.1,9.0,1.3,5.8,2.0,57.4,1.7,0.0,49,162114.0,115.21961620469084,1407.0
20181214,0.792,161546.0,153882.0,-4.4,-7.8,0.6,0.0,0.0,3.5,1.7,44.3,0.0,0.0,49,160703.0,114.4608262108262,1404.0
20181215,0.672,126784.0,120364.0,-2.4,-7.8,3.2,0.0,0.0,2.1,1.0,46.8,0.0,0.0,49,123638.0,88.1240199572345,1403.0
