일시,동대문구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20180623,3.088,103927.0,106127.0,24.5,20.9,28.9,0.0,0.0,4.4,2.0,50.6,0.0,0.0,49,182101.0,141.16356589147287,1290.0
20180624,2.58,74928.0,75138.0,25.2,20.1,32.1,0.0,0.0,3.7,1.9,62.8,0.0,0.0,49,132008.0,102.65007776049768,1286.0
20180625,3.314,115283.0,117451.0,27.1,21.3,32.9,0.0,0.0,3.2,1.2,57.1,0.0,0.0,49,233895.0,179.22988505747125,1305.0
20180626,0.502,99329.0,101230.0,22.3,20.2,26.9,20.17,71.5,5.7,2.4,88.3,0.0,0.97,49,212579.0,162.77105666156203,1306.0
20180627,2.754,115439.0,117858.0,22.3,19.1,25.5,8.83,1.0,4.5,2.0,81.9,0.0,0.0,49,233838.0,178.91201224177505,1307.0
20180628,2.138,113930.0,116381.0,23.3,20.6,27.3,7.5,26.5,4.3,1.1,85.1,0.0,0.0,49,229079.0,175.80890253261703,1303.0
20180629,2.772,120560.0,123524.0,24.7,21.9,29.1,7.67,6.5,3.2,1.5,78.5,0.0,0.0,49,182054.1921757035,140.000078074263,1299.780370624571
20180630,2.01,96533.0,99616.0,24.4,21.6,27.9,4.33,14.5,5.1,0.9,83.8,0.0,0.0,49,169745.0,131.3815789473684,1292.0
20180701,0.31,57844.0,57492.0,21.9,21.0,22.8,19.25,83.5,2.3,0.8,94.6,0.0,0.0,49,107183.0,83.41089494163424,1285.0
20180702,0.318,103931.0,105672.0,22.6,20.6,25.3,21.58,59.5,2.9,0.7,95.4,0.0,0.0,49,218100.0,166.8706962509564,1307.0
20180703,2.778,112811.0,115168.0,27.4,22.5,32.6,1.58,0.1,2.6,0.8,74.4,0.0,0.0,49,233220.0,178.57580398162327,1306.0
20180704,3.104,113455.0,115735.0,27.3,24.0,31.8,0.0,0.0,3.9,1.7,69.6,0.0,0.0,49,237008.0,181.33741392501912,1307.0
20180705,2.856,114016.0,116775.0,25.3,23.4,29.0,2.67,0.5,3.0,1.2,72.8,0.0,0.0,49,237099.0,181.82438650306747,1304.0
20180706,3.444,122059.0,125488.0,23.9,21.5,27.1,0.0,0.0,3.4,1.8,57.8,0.0,0.0,49,239669.0,183.5137825421133,1306.0
20180707,3.01,103558.0,106733.0,23.7,19.5,29.2,0.0,0.0,2.3,1.6,51.4,0.0,0.0,49,179954.0,139.49922480620154,1290.0
20180708,2.99,78172.0,77629.0,23.3,17.7,28.1,0.0,0.0,2.8,1.5,51.5,0.0,0.0,49,133531.0,104.0771628994544,1283.0
20180709,0.562,107818.0,110005.0,20.8,20.1,24.2,17.58,14.0,1.8,1.1,82.3,0.0,0.0,49,224747.0,172.2199233716475,1305.0
20180710,1.826,112820.0,116299.0,23.7,20.4,26.5,8.67,16.5,1.6,0.7,87.8,0.0,0.0,49,232995.0,178.40352220520674,1306.0
20180711,2.386,112639.0,115494.0,26.8,24.4,29.5,10.58,3.0,3.9,1.3,82.9,0.0,0.0,49,238003.0,182.2381316998469,1306.0
20180712,3.014,115024.0,118100.0,26.6,25.1,28.2,6.08,1.0,3.6,1.5,82.4,0.0,0.0,49,236444.0,181.04441041347627,1306.0
20180713,3.036,119935.0,124039.0,27.3,24.7,30.9,0.0,0.0,3.4,1.8,74.8,0.0,0.0,49,242999.0,185.92119357306808,1307.0
20180714,2.622,100337.0,103156.0,27.9,24.6,31.9,0.33,0.0,4.2,1.9,69.6,0.0,0.0,49,182054.1921757035,140.000078074263,1299.780370624571
20180715,2.306,74913.0,74221.0,28.3,24.5,33.2,0.0,0.0,3.7,1.6,69.6,0.0,0.0,49,135528.0,105.06046511627908,1290.0
20180716,2.962,109836.0,111677.0,28.7,24.0,34.0,0.0,0.0,3.6,1.7,64.3,0.0,0.0,49,229078.0,175.53869731800765,1305.0
20180717,3.042,110818.0,112988.0,28.1,23.9,32.1,0.0,0.0,4.1,1.7,66.5,0.0,0.0,49,233711.0,178.95176110260337,1306.0
20180718,3.08,110481.0,112992.0,28.2,23.7,33.2,0.0,0.0,4.1,1.6,64.8,0.0,0.0,49,235074.0,180.27147239263803,1304.0
20180719,3.154,110919.0,113072.0,28.7,23.2,34.1,0.0,0.0,3.2,1.6,64.1,0.0,0.0,49,233974.0,179.01606732976282,1307.0
20180720,2.934,115677.0,119291.0,29.5,24.6,34.7,0.0,0.0,3.3,1.5,62.6,0.0,0.0,49,238796.0,182.7054322876817,1307.0
20180721,2.346,94166.0,96623.0,30.6,24.9,36.9,0.0,0.0,3.6,1.5,53.6,0.0,0.0,49,175198.0,135.8124031007752,1290.0
20180722,1.852,70476.0,69892.0,31.8,25.3,38.0,0.0,0.0,3.7,1.4,49.6,0.0,0.0,49,126150.0,97.94254658385093,1288.0
20180723,2.696,108467.0,110700.0,31.7,29.2,35.7,0.0,0.0,4.0,1.8,53.8,0.0,0.0,49,225152.0,172.53026819923372,1305.0
20180724,2.66,106351.0,108666.0,31.4,27.2,36.8,0.0,0.0,4.0,1.6,59.5,0.0,0.0,49,225885.0,172.95941807044412,1306.0
20180725,2.714,110492.0,113888.0,30.1,27.7,34.1,0.0,0.0,3.8,2.4,66.3,0.0,0.0,49,230740.0,176.81226053639847,1305.0
20180726,2.618,110967.0,113582.0,30.1,27.3,33.7,0.0,0.0,3.4,1.5,68.8,0.0,0.0,49,227401.0,173.98699311400154,1307.0
20180727,2.356,113559.0,117626.0,30.9,27.2,35.4,0.0,0.0,3.7,1.9,69.3,0.0,0.0,49,231832.0,177.37719969395562,1307.0
20180728,1.808,88757.0,92195.0,29.5,28.0,35.2,1.83,7.5,3.6,1.2,77.1,0.0,0.0,49,163996.0,127.0302091402014,1291.0
20180729,1.95,70970.0,70639.0,31.3,26.4,36.7,0.0,0.0,2.9,1.2,52.4,0.0,0.0,49,126277.0,98.27003891050585,1285.0
20180730,2.568,105725.0,107671.0,31.7,26.2,36.9,0.0,0.0,2.4,1.2,50.9,0.0,0.0,49,216072.0,165.69938650306747,1304.0
20180731,2.412,103921.0,106434.0,32.6,27.8,38.3,0.0,0.0,3.6,1.5,50.5,0.0,0.0,49,214958.0,164.71877394636016,1305.0
20180801,2.236,101082.0,104396.0,33.6,27.8,39.6,0.0,0.0,4.0,1.7,55.5,0.0,0.0,49,211487.0,161.81101759755165,1307.0
20180802,2.194,100481.0,102810.0,33.7,30.3,37.9,0.0,0.0,3.2,1.6,54.4,0.0,0.0,49,205060.0,157.37528779739063,1303.0
20180803,2.262,104513.0,107684.0,33.1,30.0,37.9,0.0,0.0,4.2,1.9,55.3,0.0,0.0,49,206972.0,158.47779479326186,1306.0
20180804,1.856,86809.0,88553.0,31.1,28.0,34.9,0.0,0.0,4.6,2.4,60.6,0.0,0.0,49,154336.0,119.82608695652172,1288.0
20180805,1.744,68304.0,66276.0,30.0,27.2,33.9,2.5,2.0,4.9,2.6,71.8,0.0,0.0,49,125396.0,97.43278943278943,1287.0
20180806,2.246,100821.0,102859.0,30.5,28.3,35.3,3.83,6.5,4.4,1.6,71.6,0.0,0.0,49,207090.0,158.4468247895945,1307.0
20180807,2.606,103375.0,106320.0,30.5,26.8,35.9,0.0,0.0,3.7,1.5,63.4,0.0,0.0,49,214226.0,164.0321592649311,1306.0
20180808,2.57,104862.0,106868.0,31.0,27.6,35.3,0.0,0.0,4.6,2.1,64.8,0.0,0.0,49,219332.0,168.0704980842912,1305.0
20180809,2.124,105198.0,108030.0,28.8,27.1,32.5,3.5,2.0,4.2,1.5,76.3,0.0,0.0,49,216673.0,165.90581929555896,1306.0
20180810,2.57,111795.0,116037.0,30.7,25.7,36.8,0.0,0.0,3.6,1.4,60.9,0.0,0.0,49,226393.0,173.61426380368098,1304.0
20180811,2.28,93271.0,96501.0,31.0,26.4,36.0,0.0,0.0,3.3,1.5,55.8,0.0,0.0,49,171411.0,132.87674418604652,1290.0
20180812,1.84,71694.0,71175.0,30.6,27.2,35.3,2.0,5.0,3.7,1.5,61.3,0.0,0.0,49,127599.0,99.37616822429906,1284.0
20180813,2.538,106328.0,108651.0,30.5,26.7,34.4,1.58,1.0,3.2,1.4,68.6,0.0,0.0,49,221907.0,169.9134762633997,1306.0
20180814,2.766,108545.0,112200.0,31.7,27.7,37.2,0.0,0.0,4.0,1.3,58.3,0.0,0.0,49,229344.0,175.4736036725325,1307.0
20180815,1.864,79365.0,81018.0,31.7,28.3,38.0,0.92,1.0,5.8,1.2,59.5,0.0,0.0,49,148323.0,115.06826997672614,1289.0
20180816,2.99,108327.0,110283.0,29.9,24.1,35.6,0.0,0.0,3.0,1.7,51.0,0.0,0.0,49,228948.0,175.30474732006127,1306.0
20180817,3.232,114775.0,118182.0,27.2,21.7,33.8,0.0,0.0,3.5,1.8,39.8,0.0,0.0,49,234367.0,179.59157088122606,1305.0
20180818,2.842,96506.0,99307.0,26.7,21.5,32.1,0.0,0.0,3.8,1.4,44.6,0.0,0.0,49,175691.0,136.19457364341085,1290.0
20180819,2.84,74202.0,73428.0,28.2,23.0,34.4,0.0,0.0,3.3,1.2,50.6,0.0,0.0,49,133078.0,103.48211508553656,1286.0
20180820,3.124,110604.0,112873.0,29.1,25.1,33.3,0.33,0.0,5.1,2.0,55.6,0.0,0.0,49,230160.0,176.50306748466258,1304.0
20180821,3.11,109740.0,112677.0,26.6,23.4,31.0,6.5,5.0,7.1,2.5,71.4,0.0,0.0,49,232072.0,177.8329501915709,1305.0
20180822,3.134,113719.0,116474.0,30.7,23.4,37.6,0.0,0.0,3.2,1.1,54.1,0.0,0.0,49,243310.0,186.30168453292487,1306.0
20180823,1.656,103262.0,105921.0,29.4,25.7,32.2,9.42,3.0,2.8,1.7,59.1,0.0,0.0,49,222394.0,170.54754601226995,1304.0
20180824,1.122,102565.0,105259.0,24.4,23.2,26.3,16.25,7.5,4.2,2.5,86.3,0.0,0.0,49,209489.0,160.40505359877488,1306.0
20180825,3.19,101875.0,105420.0,25.2,22.7,29.3,0.0,0.0,5.3,2.6,68.0,0.0,0.0,49,184935.0,143.24941905499614,1291.0
20180826,2.09,73402.0,73302.0,23.2,20.3,29.0,4.67,2.0,3.8,1.2,70.0,0.0,0.0,49,131126.0,101.88500388500388,1287.0
20180827,1.688,106346.0,108616.0,22.7,20.2,24.9,15.17,19.5,2.1,0.8,91.0,0.0,0.0,49,225572.0,172.71975497702908,1306.0
20180828,1.05,106476.0,109242.0,23.7,22.5,26.1,12.92,96.5,3.7,0.9,92.4,0.0,0.0,49,223729.0,171.43984674329502,1305.0
20180829,0.88,105857.0,108389.0,25.2,22.7,27.4,10.92,42.0,4.5,2.4,86.0,0.0,0.0,49,226754.0,173.75785440613026,1305.0
20180830,1.918,112121.0,114397.0,25.3,23.9,28.2,6.25,9.5,3.7,1.8,80.9,0.0,0.0,49,234790.0,179.77794793261867,1306.0
20180831,3.156,121139.0,124828.0,25.6,22.8,30.3,5.08,0.1,3.7,1.6,67.4,0.0,0.0,49,243638.0,186.69578544061304,1305.0
20180901,2.99,104050.0,107242.0,25.5,20.8,30.9,0.0,0.0,2.3,1.3,59.4,0.0,0.0,49,191131.0,148.0487993803253,1291.0
20180902,3.178,77621.0,78655.0,25.1,20.1,29.6,0.0,0.0,2.8,1.5,55.8,0.0,0.0,49,139731.0,108.65552099533436,1286.0
20180903,1.374,109196.0,111796.0,23.3,21.4,25.8,10.83,34.5,5.5,1.0,85.3,0.0,0.0,49,236467.0,181.2007662835249,1305.0
20180904,3.502,118186.0,121275.0,23.2,20.0,27.8,0.0,0.0,5.2,2.2,69.4,0.0,0.0,49,251150.0,192.45210727969348,1305.0
20180905,3.898,119574.0,122766.0,24.0,19.6,28.5,0.0,0.0,5.7,2.5,63.5,0.0,0.0,49,254455.0,194.68630451415456,1307.0
20180906,3.44,119651.0,122741.0,24.1,20.9,28.2,0.75,1.0,5.0,2.0,69.9,0.0,0.0,49,250230.0,191.6003062787136,1306.0
20180907,3.81,124723.0,128414.0,22.0,19.1,25.5,1.58,0.5,4.3,2.5,54.6,0.0,0.0,49,252486.0,193.1798010711553,1307.0
20180908,3.566,110903.0,114787.0,21.7,15.9,27.7,0.0,0.0,3.9,1.7,48.8,0.0,0.0,49,186811.0,149.56845476381105,1249.0
20180909,3.468,82372.0,83233.0,22.2,15.6,28.9,0.0,0.0,2.8,1.2,49.0,0.0,0.0,49,138044.0,111.23609991941984,1241.0
20180910,3.962,118795.0,121821.0,22.9,18.6,28.4,0.0,0.0,2.7,1.6,49.5,0.0,0.0,49,247548.0,189.4016832440704,1307.0
20180911,3.99,120829.0,124524.0,21.6,16.8,26.1,0.0,0.0,2.4,1.5,48.1,0.0,0.0,49,251372.0,192.4747320061256,1306.0
20180912,3.962,121451.0,125094.0,22.8,16.8,28.2,0.0,0.0,3.2,1.4,52.0,0.0,0.0,49,251990.0,192.947932618683,1306.0
20180913,4.006,122650.0,125931.0,23.5,20.3,28.3,0.0,0.0,2.4,1.2,63.5,0.0,0.0,49,250973.0,192.31647509578545,1305.0
20180914,3.646,126019.0,129745.0,23.5,20.3,26.8,1.75,0.5,2.6,1.3,66.9,0.0,0.0,49,253377.0,194.00995405819296,1306.0
20180915,3.066,107517.0,110236.0,23.3,21.0,26.0,4.75,0.2,2.4,1.0,76.0,0.0,0.0,49,194807.0,150.77941176470588,1292.0
20180916,1.716,80972.0,81682.0,22.2,21.0,23.9,14.33,2.0,3.7,1.7,83.6,0.0,0.0,49,143192.0,111.08766485647789,1289.0
20180917,3.962,124101.0,128279.0,22.3,18.5,27.7,1.83,0.1,3.8,1.9,64.3,0.0,0.0,49,251202.0,192.1973986228003,1307.0
20180918,4.21,123865.0,128768.0,22.0,17.7,26.5,0.0,0.0,3.4,1.2,59.8,0.0,0.0,49,254949.0,195.2136294027565,1306.0
20180919,3.488,125732.0,130514.0,22.1,18.9,26.6,6.83,0.2,2.9,1.0,59.1,0.0,0.0,49,263191.0,201.52450229709035,1306.0
20180920,2.02,122538.0,125900.0,19.0,17.8,20.1,10.92,5.0,2.9,1.8,82.4,0.0,0.0,49,255783.0,195.7023718439173,1307.0
20180921,2.35,128995.0,133746.0,19.4,17.6,21.9,11.83,18.0,2.3,1.3,85.8,0.0,0.0,49,256309.0,196.25497702909647,1306.0
20180922,2.964,100247.0,105677.0,20.8,17.2,25.5,1.0,6.5,5.3,1.8,62.3,0.0,0.0,49,176432.0,136.87509697439876,1289.0
20180923,2.286,60418.0,63423.0,19.4,15.6,25.3,1.5,0.0,4.3,1.6,52.9,0.0,0.0,49,106978.0,83.51131928181108,1281.0
20180924,1.9,46986.0,47042.0,17.6,14.2,22.1,0.0,0.0,4.4,2.1,48.3,0.0,0.0,49,78859.0,61.75332811276429,1277.0
20180925,2.586,62099.0,60126.0,17.8,10.8,24.3,0.0,0.0,2.2,1.1,48.0,0.0,0.0,49,101218.0,79.44897959183673,1274.0
20180926,3.214,71982.0,72354.0,19.4,16.2,24.8,0.0,0.0,2.7,1.7,47.9,0.0,0.0,49,125569.0,97.79517133956386,1284.0
20180927,4.18,110757.0,113091.0,18.9,13.2,25.0,0.0,0.0,2.4,1.3,47.6,0.0,0.0,49,235515.0,180.333078101072,1306.0
20180928,4.194,117613.0,121108.0,17.5,14.3,22.2,0.0,0.0,2.1,1.2,58.1,0.0,0.0,49,242189.0,185.30145371078805,1307.0
20180929,3.752,100260.0,102846.0,20.2,14.6,27.0,0.0,0.0,2.4,1.0,55.5,0.0,0.0,49,181885.0,140.99612403100775,1290.0
20180930,3.676,75458.0,76315.0,17.6,14.0,21.6,0.0,0.0,5.5,2.3,52.5,0.0,0.0,49,136517.0,106.07381507381508,1287.0
20181001,3.948,114262.0,117263.0,15.4,13.0,19.7,0.58,0.0,6.1,2.9,55.1,0.0,0.0,49,238514.0,182.62940275650843,1306.0
20181002,3.944,118545.0,121247.0,15.9,10.3,22.0,0.0,0.0,4.1,1.6,61.4,0.0,0.0,49,247663.0,189.63476263399693,1306.0
20181003,3.982,88292.0,90599.0,17.3,11.2,24.2,0.0,0.0,4.0,1.3,58.0,0.0,0.0,49,160759.0,124.71605896043444,1289.0
20181004,3.996,117606.0,120189.0,19.3,13.0,25.6,0.0,0.0,2.4,1.3,56.5,0.0,0.0,49,244039.0,186.716908951798,1307.0
20181005,0.552,113010.0,115845.0,16.9,15.7,19.0,17.17,36.5,3.2,1.7,84.1,0.0,0.0,49,235155.0,179.91966335118593,1307.0
20181006,2.004,89598.0,91246.0,18.0,16.3,21.7,12.67,55.5,5.3,2.2,84.0,0.0,0.0,49,169146.0,130.91795665634675,1292.0
20181007,3.748,83712.0,84297.0,16.4,12.3,21.1,0.0,0.0,3.6,1.7,53.5,0.0,0.0,49,142625.0,110.81973581973584,1287.0
20181008,3.908,118204.0,121084.0,14.8,9.2,20.9,0.0,0.0,2.7,1.1,47.0,0.0,0.0,49,239411.0,183.4567049808429,1305.0
20181009,3.882,87195.0,88795.0,15.3,10.7,19.8,0.42,0.0,2.7,1.1,52.5,0.0,0.0,49,156960.0,121.86335403726709,1288.0
20181010,3.28,116549.0,118926.0,12.0,7.9,16.7,2.67,7.0,4.7,2.5,61.0,0.0,0.0,49,245154.0,187.7136294027565,1306.0
20181011,3.432,117559.0,119475.0,9.7,6.1,13.9,0.0,0.0,5.6,2.1,51.0,0.0,0.0,49,244235.0,187.00995405819296,1306.0
20181012,3.306,122990.0,126712.0,10.9,5.2,17.4,0.0,0.0,3.2,1.3,54.0,0.0,0.0,49,243710.0,186.6079632465544,1306.0
20181013,3.274,108074.0,110625.0,12.5,6.1,19.8,0.0,0.0,2.9,1.0,54.0,0.0,0.0,49,188193.0,146.11257763975155,1288.0
20181014,3.042,82500.0,81912.0,13.2,6.8,20.3,0.0,0.0,3.1,1.5,60.0,0.0,0.0,49,139673.0,108.3576415826222,1289.0
20181015,3.606,115405.0,118035.0,15.2,10.9,21.0,0.0,0.0,3.5,1.4,69.9,0.0,0.0,49,237264.0,181.53328232593725,1307.0
20181016,3.616,117574.0,120580.0,14.5,9.9,20.3,0.0,0.0,3.0,1.3,55.9,0.0,0.0,49,243146.0,186.1761102603369,1306.0
20181017,3.624,118171.0,121278.0,12.4,8.4,18.6,0.0,0.0,3.6,1.3,53.3,0.0,0.0,49,243722.0,186.4743687834736,1307.0
20181018,3.642,120731.0,123165.0,12.7,7.5,19.0,0.0,0.0,2.7,1.1,59.5,0.0,0.0,49,254106.0,194.5681470137825,1306.0
20181019,3.7,123566.0,126615.0,13.1,7.2,20.4,0.0,0.0,3.8,1.4,54.3,0.0,0.0,49,242939.0,186.01761102603368,1306.0
20181020,3.452,108700.0,111020.0,13.4,6.9,21.4,0.0,0.0,3.0,1.2,53.9,0.0,0.0,49,185232.0,143.3684210526316,1292.0
20181021,2.99,82394.0,82813.0,13.4,7.2,21.1,0.0,0.0,2.9,1.1,49.5,0.0,0.0,49,141157.0,109.59394409937887,1288.0
20181022,3.63,116912.0,119508.0,14.0,8.8,20.6,0.0,0.0,2.6,1.0,50.0,0.0,0.0,49,234584.0,179.62021439509954,1306.0
20181023,2.846,112338.0,115448.0,12.2,9.8,16.9,3.0,5.0,5.0,1.1,75.1,0.0,0.0,49,234074.0,179.09257842387146,1307.0
20181024,3.5,118759.0,121467.0,12.5,7.6,18.7,0.0,0.0,3.4,1.3,66.0,0.0,0.0,49,241321.0,184.92030651341,1305.0
20181025,3.728,121639.0,124632.0,13.8,7.0,21.2,0.0,0.0,1.6,0.9,55.5,0.0,0.0,49,242726.0,185.7123182861515,1307.0
20181026,1.976,116914.0,119591.0,12.2,9.9,14.7,8.58,11.0,5.4,1.6,74.1,0.0,0.0,49,237217.0,181.4973221117062,1307.0
20181027,2.436,113018.0,115295.0,8.7,6.2,11.6,0.0,0.0,5.8,3.2,49.6,0.0,0.0,49,192134.0,148.94108527131783,1290.0
20181028,1.408,76804.0,77745.0,8.3,5.2,13.5,4.67,5.5,5.9,1.5,77.1,0.0,0.0,49,130171.0,100.98603568657876,1289.0
20181029,2.718,116691.0,119213.0,7.2,3.4,11.7,0.83,0.0,5.3,2.0,57.3,0.0,0.0,49,238589.0,182.8268199233717,1305.0
20181030,2.882,117006.0,120114.0,6.1,0.7,11.6,1.58,0.0,3.5,1.6,51.3,0.0,0.0,49,242084.0,185.36294027565083,1306.0
20181031,2.97,119839.0,122378.0,7.4,3.0,12.6,1.58,0.0,4.1,1.6,55.4,0.0,0.0,49,244873.0,187.3550114766641,1307.0
20181101,3.046,119198.0,122037.0,8.4,2.5,15.2,0.0,0.0,3.6,1.3,53.4,0.0,0.0,49,240909.0,184.3221117061974,1307.0
20181102,3.302,125277.0,128283.0,10.6,4.0,19.0,0.0,0.0,2.5,1.1,54.9,0.0,0.0,49,244388.0,187.1271056661562,1306.0
20181103,2.89,111073.0,113708.0,11.2,5.0,19.1,0.0,0.0,4.0,1.3,56.0,0.0,0.0,49,189954.0,147.13710302091403,1291.0
20181104,2.82,81327.0,81970.0,11.6,5.3,19.4,0.0,0.0,3.4,1.3,55.0,0.0,0.0,49,139373.0,108.4614785992218,1285.0
20181105,3.282,116642.0,119154.0,11.9,6.6,18.3,0.0,0.0,2.3,1.1,65.5,0.0,0.0,49,237195.0,181.61944869831547,1306.0
20181106,3.048,116808.0,119601.0,12.2,8.0,17.5,0.0,0.0,2.6,0.9,70.5,0.0,0.0,49,242353.0,185.853527607362,1304.0
20181107,2.364,114175.0,116686.0,12.8,10.3,15.7,11.0,2.0,2.8,1.1,79.5,0.0,0.8,49,243067.0,186.1156202143951,1306.0
20181108,0.24,106817.0,108069.0,11.8,10.5,14.7,24.0,64.0,5.0,1.8,93.8,0.0,0.0,49,233136.0,178.37490436113237,1307.0
20181109,2.554,124263.0,127415.0,12.1,9.5,15.4,3.5,1.0,5.6,3.1,69.0,0.0,0.0,49,245272.0,187.6602907421576,1307.0
20181110,2.4,107478.0,110238.0,11.9,8.8,17.1,1.08,0.0,3.3,1.4,69.1,0.0,0.0,49,187234.0,144.91795665634675,1292.0
20181111,1.902,77532.0,78505.0,8.1,5.4,10.9,2.33,0.0,3.7,1.1,67.6,0.0,0.0,49,135613.0,105.45334370139967,1286.0
20181112,2.97,116565.0,118825.0,8.1,3.1,15.1,0.0,0.0,3.3,1.2,52.3,0.0,0.0,49,236895.0,181.5287356321839,1305.0
20181113,3.13,117819.0,120649.0,8.8,4.1,15.4,0.0,0.0,3.0,1.1,51.6,0.0,0.0,49,242228.0,185.33129303749044,1307.0
20181114,3.278,117815.0,120948.0,9.8,4.8,16.6,0.0,0.0,3.1,1.1,55.5,0.0,0.0,49,249689.0,191.0397857689365,1307.0
20181115,2.902,118218.0,120980.0,9.7,4.7,16.2,0.0,0.0,2.4,1.0,55.4,0.0,0.0,49,238862.0,182.895865237366,1306.0
20181116,2.974,124234.0,126898.0,8.8,4.2,14.5,0.0,0.0,4.0,1.7,65.1,0.0,0.0,49,244209.0,186.84697781178272,1307.0
20181117,2.056,106441.0,109018.0,4.9,0.6,11.4,0.0,0.0,3.7,1.4,50.8,0.0,0.0,49,185323.0,143.54996127033309,1291.0
20181118,1.956,77713.0,79098.0,6.1,1.9,10.7,0.0,0.0,3.1,1.1,48.8,0.0,0.0,49,138929.0,107.94794094794096,1287.0
20181119,2.77,114879.0,117392.0,6.5,3.3,11.3,0.0,0.0,4.4,1.4,50.4,0.0,0.0,49,237246.0,181.79770114942528,1305.0
20181120,2.688,116954.0,119316.0,6.5,0.0,12.7,0.83,0.2,4.2,1.8,39.9,0.0,0.0,49,242995.0,186.0604900459418,1306.0
20181121,2.14,114011.0,116786.0,5.8,3.1,8.2,3.83,1.0,4.5,1.2,57.1,0.0,0.0,49,241570.0,185.11111111111111,1305.0
20181122,2.26,118101.0,120530.0,2.3,-1.3,7.1,0.0,0.0,5.6,2.4,35.0,0.0,0.0,49,247176.0,189.2618683001532,1306.0
20181123,2.17,122267.0,125002.0,1.9,-3.1,7.6,0.0,0.0,3.7,1.4,29.6,0.0,0.0,49,242579.0,185.7419601837672,1306.0
20181124,0.702,100101.0,102258.0,2.6,0.3,3.8,4.33,10.9,3.3,1.8,71.1,8.8,0.0,49,183038.0,141.78001549186678,1291.0
20181125,1.4,78972.0,79667.0,4.8,1.3,9.8,0.0,0.0,1.9,1.0,77.8,0.0,0.0,49,135734.0,105.46542346542348,1287.0
20181126,2.472,115351.0,118199.0,6.3,1.6,13.6,0.0,0.0,1.9,1.0,70.1,0.0,0.0,49,236220.0,180.8728943338438,1306.0
20181127,2.218,114096.0,116354.0,7.1,3.1,12.5,0.0,0.0,3.7,1.5,65.0,0.0,0.0,49,238994.0,182.9969372128637,1306.0
20181128,2.304,117267.0,119528.0,5.0,2.1,11.1,0.0,0.0,3.7,1.6,27.1,0.0,0.0,49,242291.0,185.37949502677887,1307.0
20181129,2.21,116651.0,119187.0,3.5,0.6,6.7,0.67,0.0,3.3,1.3,41.4,0.0,0.0,49,241462.0,184.8866768759571,1306.0
20181130,2.206,122536.0,125485.0,2.7,-1.5,8.0,0.0,0.0,3.3,1.4,46.1,0.0,0.0,49,243932.0,186.63504208110177,1307.0
20181201,1.746,106505.0,109197.0,5.5,0.8,12.4,0.0,0.0,2.5,1.0,42.3,0.0,0.0,49,182236.0,141.15879163439195,1291.0
20181202,1.612,77849.0,78422.0,8.2,2.8,11.8,0.0,0.0,2.2,1.3,50.1,0.0,0.0,49,135007.0,104.65658914728682,1290.0
20181203,0.682,106622.0,108490.0,11.5,9.3,13.5,13.25,9.5,3.2,1.4,87.4,0.0,1.05,49,227004.0,174.08282208588955,1304.0
20181204,1.52,114719.0,117169.0,6.7,-0.3,11.8,6.75,5.0,5.6,2.7,74.9,0.0,3.0,49,239871.0,183.52792654934964,1307.0
20181205,1.878,115679.0,117775.0,0.0,-4.3,3.4,0.0,0.0,4.0,1.5,39.5,0.0,0.0,49,241241.0,184.71745788667687,1306.0
20181206,1.81,118593.0,121144.0,2.4,-1.0,6.8,1.25,0.0,5.7,2.3,50.5,0.0,0.0,49,239989.0,183.75880551301685,1306.0
20181207,1.188,116101.0,118562.0,-7.3,-9.6,-1.1,0.0,0.0,5.9,3.8,37.1,0.0,0.0,49,236564.0,180.99770466717675,1307.0
20181208,0.83,94569.0,96625.0,-8.3,-11.4,-4.4,0.0,0.0,5.5,2.6,37.1,0.0,0.0,49,167586.0,129.81099922540668,1291.0
20181209,0.698,68964.0,69180.0,-7.2,-11.8,-2.1,0.0,0.0,3.4,1.5,27.0,0.0,0.0,49,122282.0,95.16108949416342,1285.0
20181210,1.364,112267.0,114119.0,-2.5,-8.1,4.6,0.0,0.0,2.9,0.9,33.3,0.0,0.0,49,232627.0,178.25823754789272,1305.0
20181211,1.522,114808.0,117187.0,0.2,-2.4,2.9,0.0,0.0,3.9,1.2,44.8,0.0,0.0,49,237070.0,181.8021472392638,1304.0
20181212,1.482,117443.0,119921.0,-1.9,-5.0,2.4,0.0,0.0,4.0,2.2,39.0,0.0,0.0,49,241853.0,185.18606431852987,1306.0
20181213,0.964,115367.0,117526.0,-2.2,-5.9,2.1,9.0,1.3,5.8,2.0,57.4,1.7,0.0,49,242249.0,185.48928024502297,1306.0
20181214,1.176,121252.0,123780.0,-4.4,-7.8,0.6,0.0,0.0,3.5,1.7,44.3,0.0,0.0,49,240463.0,184.26283524904213,1305.0
20181215,1.108,108404.0,110567.0,-2.4,-7.8,3.2,0.0,0.0,2.1,1.0,46.8,0.0,0.0,49,181967.0,141.27872670807454,1288.0
